,rmsd_native_5_0,pdb,xray_native_5_1,w_1_native_5_0,r_work_native_5_0,xray_native_5_0+xray_native_5_1,xray_native_5_0,rmsd_native_5_1,rmsd,r_free_native_5_0,w_0_native_5_0,w_0_native_5_1,ff,w_1_native_5_1,r_work_native_5_1,r_free_native_5_1,out_id
0,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_863/pdbs/477.pdb,4.490218981295293,0.6980585833760519,0.1119047740626282,8.938838812375426,4.448619831080133,,,0.1399828930513362,0.3019414166239481,0.8081060780728351,11839.897515363558,0.1918939219271649,0.1133765726858833,0.1612133603284399,863
1,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_368/pdbs/393.pdb,4.756383256537781,0.286105944488684,0.1498127828399253,9.500941481545745,4.744558225007963,,,0.1828405735168007,0.713894055511316,0.526809204493315,14600.84754023519,0.4731907955066849,0.1544315248762468,0.1839969642753318,368
2,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_701/pdbs/263.pdb,4.815189913875502,0.5325021059544925,0.1667607903078011,9.66494048923791,4.849750575362408,,,0.1923013856642882,0.4674978940455075,0.4916583279894453,17207.528258860813,0.5083416720105547,0.1602129605271107,0.1950344094213099,701
3,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_285/pdbs/405.pdb,4.845832767417802,0.5670358651211765,0.2044934175705205,9.885021218740851,5.039188451323049,,,0.2491022791796237,0.4329641348788234,0.1943874065910573,20127.010370376614,0.8056125934089428,0.1760826904232028,0.2526733157460379,285
4,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_397/pdbs/286.pdb,4.809794106240505,0.3942283767041157,0.1929825556189225,9.809649782981932,4.999855676741427,,,0.2306139777754448,0.6057716232958843,0.7256203515557117,21079.23924961448,0.2743796484442883,0.1653456077859167,0.1940258870959513,397
5,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_63/pdbs/264.pdb,4.811198085939777,0.4880154257036023,0.1555957668418627,9.582984308970316,4.771786223030539,,,0.1834302673057483,0.5119845742963977,0.5097107598952038,20153.40132310894,0.4902892401047963,0.160756418603045,0.1902409363693725,63
6,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_438/pdbs/488.pdb,4.580588027877155,0.5989431430282297,0.1404291227588062,9.264083256141156,4.683495228263999,,,0.17427151132423,0.4010568569717703,0.7939710602115622,12134.79135638074,0.2060289397884378,0.1280121093334473,0.1831445296435671,438
7,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_129/pdbs/137.pdb,4.811170809143202,0.3148783082724805,0.1443877022572365,9.494535845090152,4.68336503594695,,,0.168114076813494,0.6851216917275195,0.4869363256050761,21102.876004386213,0.5130636743949238,0.1592715747087996,0.2095349713145357,129
8,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_34/pdbs/476.pdb,4.834356966467236,0.5024162066338016,0.156740155473658,9.630055115046261,4.795698148579026,,,0.1847601187693036,0.4975837933661984,0.4542877214448608,16488.046928559495,0.5457122785551393,0.1615336164721179,0.2282974800563383,34
9,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_781/pdbs/463.pdb,4.669897955892183,0.3198414838097595,0.127675936465566,9.242005179498179,4.572107223605995,,,0.1606635156969941,0.6801585161902405,0.4130490627370896,23149.567113542267,0.5869509372629104,0.1350300871702607,0.1811709658549141,781
10,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_944/pdbs/359.pdb,4.3680355500083925,0.8014405004007176,0.114514051902385,8.85408897959738,4.486053429588988,,,0.1391440418666083,0.1985594995992823,0.760899766960575,13916.452655749345,0.2391002330394249,0.102773068632333,0.1414116007597018,944
11,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_857/pdbs/4.pdb,5.011258402741057,0.7230404722173609,0.1933240772529179,10.051577952693734,5.0403195499526765,,,0.2430356435752855,0.2769595277826391,0.0469688160439934,27245.251184141423,0.9530311839560064,0.1888994569045813,0.2485230908368149,857
12,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_205/pdbs/308.pdb,4.672483587741304,0.5322144830356779,0.1485970971854474,9.414082761645926,4.741599173904621,,,0.2087023376428032,0.4677855169643221,0.7370950188703858,21497.79148098277,0.2629049811296143,0.1398439459838401,0.2287065421527512,205
13,,/wynton/group/sali/mhancock/xray/sample_bench/out/277_native_5_ref/2/output_153/pdbs/352.pdb,5.074478647938158,0.9342853290494108,0.2020910405438843,10.002717422233253,4.928238774295096,,,0.2644199908332884,0.0657146709505892,0.2304654021509697,24195.415090686984,0.7695345978490303,0.2596876609906663,0.3251023338375926,153
