,n,xray_native_5_0+xray_native_5_1_mean,xray_native_5_0+xray_native_5_1_std,ff_mean,ff_std,rmsd_mean,rmsd_std,xray_native_5_0+xray_native_5_1_50,xray_native_5_0+xray_native_5_1_25,xray_native_5_0+xray_native_5_1_75,ff_50,ff_25,ff_75,rmsd_50,rmsd_25,rmsd_75
250,251,8.698855860086024,0.05748741905006346,14283.299802584736,1604.219342895875,,,8.667216635028858,8.652157971680882,8.72078879511303,14035.827519893057,12769.271360556124,15934.289925727177,,,
251,252,8.698625606267282,0.05707593266875961,14268.361296386476,1532.9012057404568,,,8.667216635028858,8.652157971680882,8.72078879511303,14035.827519893057,12769.271360556124,15934.289925727177,,,
252,253,8.698351037555955,0.05692733297785183,14263.891241456828,1530.0683931927588,,,8.667216635028858,8.652157971680882,8.72078879511303,14035.827519893057,12769.271360556124,15934.289925727177,,,
253,254,8.697961649792783,0.05666070740069647,14272.915205661493,1530.2301565847008,,,8.667216635028858,8.652157971680882,8.72078879511303,14035.827519893057,12769.271360556124,15934.289925727177,,,
254,255,8.697796329305772,0.0566240282402321,14276.199918300179,1533.089264919141,,,8.667216635028858,8.652157971680882,8.71884235738847,14035.827519893057,12769.271360556124,15934.289925727177,,,
255,256,8.697311771035068,0.0564212781611227,14263.597502939921,1526.6390570082874,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
256,257,8.697115370709882,0.05624372043004275,14260.291921918017,1527.4833340631305,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
257,258,8.696917950344496,0.05605148413824135,14258.165305484272,1528.3453400601081,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
258,259,8.696691176294285,0.055895850669589006,14249.561874799556,1522.5961842190916,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
259,260,8.69653933674639,0.055901790930171974,14249.108896137237,1520.2262253132667,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
260,261,8.696493632322657,0.0558573297147813,14248.23802090761,1518.1698213531088,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
261,262,8.69641070361533,0.05577102435463065,14244.305241446642,1514.9872973091235,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
262,263,8.696353980822677,0.05576747543648965,14246.035190840323,1514.927859722687,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
263,264,8.696102989780439,0.05560840591391913,14246.89163866298,1513.0729773041985,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
264,265,8.695683206811223,0.05517760713936617,14247.43782772269,1509.0144355126329,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
265,266,8.695587697717423,0.05509202778526215,14241.520452374272,1507.740524880476,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
266,267,8.695587697717423,0.05509202778526215,14241.520452374272,1507.740524880476,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
267,268,8.69544703462321,0.0550096506013371,14240.122155025821,1507.2821698079163,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
268,269,8.695336507317512,0.054985474488063006,14236.054130363253,1505.7559830711775,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
269,270,8.695207720637978,0.054900298175922436,14234.54849770467,1503.3023798861714,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
270,271,8.694991218483134,0.0547031799708111,14233.226988561448,1500.735029916411,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
271,272,8.694785585356982,0.05452604775896312,14237.73469972773,1500.497596117919,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
272,273,8.69451258224297,0.05425109556320047,14235.396239852205,1494.8388106078837,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
273,274,8.694184802753906,0.054077178300314444,14234.092573281567,1496.2912290104382,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
274,275,8.693841930548702,0.0537521462835132,14220.65416781142,1485.0234325762947,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
275,276,8.693841930548702,0.0537521462835132,14220.65416781142,1485.0234325762947,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
276,277,8.693730037003364,0.053765828104264536,14220.777317928407,1486.3046764586793,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
277,278,8.693336745389107,0.053451513731898215,14216.021357706348,1481.0690533760128,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
278,279,8.693115241607131,0.05319230438143793,14211.708472963172,1478.8962374604077,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
279,280,8.692718547256314,0.0529758235002644,14214.195505551084,1475.6737620497672,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
280,281,8.692576778861802,0.052881247838970226,14211.487405547936,1473.8115153560805,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
281,282,8.692185080694136,0.05268942782159443,14208.385012227758,1474.1918366386542,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
282,283,8.691898602699537,0.0525244006106822,14198.150557032715,1468.5191332855645,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
283,284,8.691428112205854,0.05201475362353278,14193.682358668611,1463.5874859780579,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
284,285,8.691226744910269,0.05179302983300926,14190.958328397719,1461.0952671813884,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15934.289925727177,,,
285,286,8.691196776173093,0.05180524186293739,14184.328722504093,1459.5928919353835,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15489.887155701344,,,
286,287,8.6910184115326,0.05162856517486026,14180.284950556446,1461.0146664007764,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15434.124868343775,,,
287,288,8.6907691578216,0.051503018598416196,14173.112399592743,1456.4181000657666,,,8.667216635028858,8.652157971680882,8.718193544813616,14035.827519893057,12769.271360556124,15434.124868343775,,,
288,289,8.690011637679197,0.05101027158014411,14220.999457817488,1445.0691523644882,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15934.289925727177,,,
289,290,8.689648532547347,0.0506601162963979,14217.432231620718,1444.0338072345514,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15726.45299476233,,,
290,291,8.68926664638109,0.0504776694585695,14214.747479070815,1444.791319333305,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15657.174017774048,,,
291,292,8.689101963287891,0.050438184823776454,14217.058713743863,1449.2912754101023,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15657.174017774048,,,
292,293,8.689009981822004,0.05037345619801023,14214.179440087577,1451.0833605986454,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15657.174017774048,,,
293,294,8.688654846010715,0.050232613423408165,14209.031245313037,1444.8036866576285,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
294,295,8.688516268194931,0.050127316165565,14205.627150248623,1441.1930633341187,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
295,296,8.688111854845578,0.04992426722906891,14200.344578134736,1440.6412131563684,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
296,297,8.687865783383247,0.0497717985624433,14196.444381046334,1438.5105735863883,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
297,298,8.687556103911742,0.04941344571056856,14190.387587489038,1434.261493948958,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
298,299,8.687508606872195,0.049241619205776604,14191.693913697289,1430.9156343796672,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
299,300,8.687401923728823,0.0491999754416876,14188.360461079432,1429.3104376993417,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
300,301,8.687314832794693,0.04909159075882954,14184.470928113828,1427.8976671158098,,,8.667216635028858,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
301,302,8.686992416321049,0.04892858740642623,14179.961036892173,1426.180398927479,,,8.662321066904626,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
302,303,8.686633526218698,0.04874269401052948,14177.085686154598,1424.6697600094765,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
303,304,8.686581696714168,0.048574540832168556,14166.987596986839,1406.0523117410623,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
304,305,8.686581696714168,0.048574540832168556,14166.987596986839,1406.0523117410623,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
305,306,8.68629143953178,0.04818736809222041,14161.840375101405,1404.5636750964734,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
306,307,8.686271113341334,0.04819911956720676,14157.408800376896,1404.8133394929464,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
307,308,8.686191391248238,0.048074684294755685,14153.863249822225,1403.7899472340073,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
308,309,8.685881289093595,0.047853370216529655,14142.09617036618,1400.905072891162,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
309,310,8.685733111169176,0.04765810531319901,14147.084731666173,1400.84484591488,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
310,311,8.68545283564724,0.04734920244276953,14149.042601313555,1396.2442904239383,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
311,312,8.685401710147936,0.047348040838579145,14150.203191956605,1397.9137296923832,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
312,313,8.685066759138488,0.04709343011271037,14142.485724273745,1398.1850022848687,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
313,314,8.684678474946079,0.04673106641711897,14142.162582551693,1396.0698328689018,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15434.124868343775,,,
314,315,8.684520176400037,0.04669922203294158,14130.229715930993,1392.7983363254025,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
315,316,8.684439677491987,0.04671094339878441,14125.69491935654,1390.9849636506244,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
316,317,8.684439677491987,0.04671094339878441,14125.69491935654,1390.9849636506244,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
317,318,8.68442461882864,0.0467189199551904,14122.529900791369,1390.4668355388455,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
318,319,8.684243532340657,0.04666436054638399,14115.525973196898,1386.953127004108,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
319,320,8.683778618607647,0.04614119672979377,14114.351117664213,1388.4532371635119,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
320,321,8.68367215624208,0.04590146957530075,14114.106942466418,1390.5663089594668,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
321,322,8.683608792945748,0.04589392265226167,14114.69971567774,1390.4064600912996,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
322,323,8.683459067885837,0.0458949890601232,14108.556917479149,1390.6624512587503,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
323,324,8.683347174340497,0.045885700516105556,14108.680067596131,1392.0404659643477,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
324,325,8.682937947562667,0.04561587545604038,14097.263884096497,1384.626217665496,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
325,326,8.682882298454214,0.04561302076802639,14097.79256849305,1384.5017208562929,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
326,327,8.682753140683083,0.04534368874933393,14100.124759841277,1381.53734817455,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
327,328,8.682382026558189,0.04468397716657522,14088.368762080272,1356.4224049503896,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
328,329,8.682240629315634,0.044411507605990636,14091.171055066812,1353.3434826290518,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
329,330,8.682147909472057,0.044280608247927254,14085.339813200011,1348.049519175306,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
330,331,8.681957593967041,0.04426507845512102,14082.890717963144,1348.6938821014462,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
331,332,8.681816267352485,0.04418513960352654,14084.414858668133,1348.2989241218613,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
332,333,8.681560411490842,0.04402291979477039,14082.677993976475,1348.9497486137104,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
333,334,8.681426581521041,0.04374817496081578,14084.677847841489,1344.9020596228768,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
334,335,8.68118665534588,0.04366497948869499,14078.898599704831,1342.8422196639804,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
335,336,8.681071086129103,0.043586572898861704,14077.791433753753,1340.195574855881,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
336,337,8.6795677971476,0.041984528429774105,14078.974377430373,1366.9720589661715,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
337,338,8.679267823109459,0.04157099842673821,14082.622481795664,1366.6219355699693,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
338,339,8.678977051512486,0.041072369740494254,14083.198457551889,1364.6614727306855,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
339,340,8.678911015939352,0.041062349239895275,14080.894460866484,1364.932889698643,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
340,341,8.678895957276005,0.04106939572440776,14077.729442301312,1364.3009405723767,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
341,342,8.678843195973291,0.040988767003611364,14073.63800317805,1360.649076944173,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
342,343,8.678722877531344,0.040915408972215114,14067.671516109644,1357.1784268709878,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
343,344,8.67858897191423,0.04074374260071697,14064.599758528446,1354.0084938388657,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
344,345,8.67858897191423,0.04074374260071697,14064.599758528446,1354.0084938388657,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
345,346,8.678458108286328,0.0405868053262935,14061.131574649267,1349.8187128641064,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
346,347,8.678231202805302,0.040375691190171446,14057.706012284702,1348.514863835485,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
347,348,8.678112190400514,0.0403487647676641,14058.827469892572,1348.2622598898813,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
348,349,8.67797285180528,0.040331330363298605,14055.517352775938,1347.9338677607002,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
349,350,8.67781921532615,0.04017006746471687,14048.948239146353,1342.9644038068827,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
350,351,8.67765431462227,0.03986169694826035,14042.692051642402,1337.1457759371374,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
351,352,8.67765431462227,0.03986169694826035,14042.692051642402,1337.1457759371374,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
352,353,8.677426923423177,0.039738714566961784,14036.88148341091,1335.071381595704,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
353,354,8.677185375569993,0.03947975756701523,14033.613192569004,1334.2479546433653,,,8.657425498780395,8.652157971680882,8.713074607234553,14035.827519893057,12769.271360556124,15073.268045959308,,,
354,355,8.67710954886061,0.03947000488730553,14029.410733477765,1333.0810383172009,,,8.657425498780395,8.652157971680882,8.678681128080282,14035.827519893057,12769.271360556124,15073.268045959308,,,
355,356,8.676902191631877,0.039286565851633676,14025.632424228615,1330.0782500548642,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
356,357,8.676549642740824,0.0389805528336966,14022.822364653253,1327.2105580512045,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
357,358,8.676549642740824,0.0389805528336966,14022.822364653253,1327.2105580512045,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
358,359,8.67650003207068,0.038902387632107766,14019.492211753468,1324.3192359057282,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
359,360,8.676475182271082,0.03891245503395054,14014.428730782462,1322.1294256609567,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
360,361,8.676475182271082,0.03891245503395054,14014.428730782462,1322.1294256609567,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
361,362,8.676216848132562,0.038701299794723025,14011.511443413083,1320.0327999090334,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
362,363,8.67606153094491,0.03851552031045452,14004.146034570656,1314.7881242767583,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
363,364,8.675881750494089,0.03846178995171746,14004.230051652463,1314.14076800618,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
364,365,8.675843918979515,0.03846621878886661,13997.964103336886,1312.4248004855976,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
365,366,8.675727501825028,0.038433517877083934,13997.455347207373,1311.8933956576136,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
366,367,8.675542694945444,0.038075086765879326,14000.316222952153,1308.8510392589335,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
367,368,8.675527636282094,0.038081354065662154,13997.151204386982,1307.997034704926,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
368,369,8.675434759518938,0.03790197553416235,13995.587880220028,1308.1996065445385,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
369,370,8.675419849445108,0.037899930968279254,13992.123292891572,1306.4051609459343,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
370,371,8.675276004102226,0.03771451734829727,13987.452641667822,1302.4134045908206,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
371,372,8.675255826501301,0.03771525846087565,13982.72149818003,1301.1547890636987,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
372,373,8.675245291447101,0.03772097281890574,13980.188385861356,1302.2813253745496,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
373,374,8.675124973005152,0.03762974452156406,13974.22189879295,1298.2252848900062,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
374,375,8.67497122195671,0.03740242989853777,13972.1020256229,1298.229139048521,,,8.657425498780395,8.652157971680882,8.667216635028858,14035.827519893057,12769.271360556124,15073.268045959308,,,
375,376,8.67478939155078,0.03729075295658983,13964.463448115584,1296.2465005732922,,,8.657425498780395,8.652157971680882,8.667216635028858,13743.713195056926,12769.271360556124,15073.268045959308,,,
376,377,8.67460359965491,0.037234291982224284,13962.646259125217,1298.730844696422,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
377,378,8.674385855961498,0.03702283694610807,13956.03526879411,1295.5939760529357,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
378,379,8.674287605431987,0.03681384435621018,13953.686279990789,1296.587641231036,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
379,380,8.67427254676864,0.03681981303031621,13950.521261425618,1295.611647813657,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
380,381,8.674141458964264,0.036469510358133034,13951.629251860008,1292.3248382455106,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
381,382,8.674136191437164,0.036472304676334895,13950.362695700669,1292.86223713765,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
382,383,8.67400213723053,0.0362713539494966,13947.590506882752,1290.2060652195753,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
383,384,8.673557761340797,0.03584100276283706,13912.137155338803,1270.6343252338602,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
384,385,8.673557761340797,0.03584100276283706,13912.137155338803,1270.6343252338602,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
385,386,8.673741202882761,0.03609189795738066,13949.301886519492,1291.4302238590199,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,15073.268045959308,,,
386,387,8.673328149562764,0.035630379537493796,13901.665151381261,1263.9415167341344,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
387,388,8.673274577402681,0.035599240353459426,13904.156386998415,1265.4893089384154,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
388,389,8.673077913949422,0.03546051496053663,13897.580205796758,1261.3567493694718,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
389,390,8.673000104179673,0.03527558409067822,13895.213551258412,1256.9205625245909,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
390,391,8.672878270908566,0.03524214589063175,13893.737807732845,1257.8081797308116,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
391,392,8.67268138183929,0.03511833979737333,13882.934211660357,1254.1062672238293,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
392,393,8.67268138183929,0.03511833979737333,13882.934211660357,1254.1062672238293,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
393,394,8.67267626290171,0.035112077973248536,13881.368086737739,1253.5965862460691,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
394,395,8.672606464696564,0.03504993362209105,13875.709043221017,1243.9363337677794,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
395,396,8.672509629814574,0.034997581602337104,13878.997211903172,1246.7045810903414,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
396,397,8.672362577031462,0.03494531775617782,13875.751183601304,1245.8511283128023,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
397,398,8.67228942259888,0.034917682265663254,13874.44549440679,1244.0939553033763,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
398,399,8.672108898230112,0.03484143252949892,13873.894861575754,1246.0726545199018,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
399,400,8.67187989125674,0.03437761411761178,13876.709890114475,1248.891419247158,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
400,401,8.671818974621187,0.03435853010636807,13875.972018351691,1249.327448316128,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
401,402,8.671769215361522,0.03427213757208298,13872.941434215187,1246.8653492486417,,,8.657425498780395,8.652157971680882,8.667216635028858,13507.14312333955,12769.271360556124,14035.827519893057,,,
