,n,rmsd_avg_0_mean,rmsd_avg_0_std
1,,0.07113480935744486,0.006352256073936449
2,,0.06744913894758861,0.0051500955435068345
3,,0.06559117373927918,0.004037000600521482
4,,0.06464292767451665,0.003370485115207213
5,,0.06385552631889994,0.0026167878577825292
6,,0.06344575395422512,0.002143554729232303
7,,0.06319554728630146,0.0018917488423847465
8,,0.06294879824126547,0.00161294214761067
9,,0.06278158554435323,0.001464519015224241
10,,0.06265159179587454,0.001374687054103233
11,,0.06253219411860667,0.0013016463570254433
12,,0.06243110010690227,0.0012221504590457747
13,,0.06233455230722762,0.0012045545457573727
14,,0.0622745982502364,0.0011765695817843368
15,,0.062212606002827686,0.0011287632593071553
16,,0.06214344205560632,0.001113017607153659
17,,0.062090876465399285,0.0011033664493728206
18,,0.06202577459976939,0.001102691594780437
19,,0.06197830715930321,0.0010904436266416522
20,,0.061933926249043356,0.0010742929594429042
21,,0.06188363798229782,0.0010819478529750955
22,,0.061848635983084224,0.0010804277126378206
23,,0.06181349715665906,0.0010804754050932502
24,,0.06178500140375366,0.0010727892046296708
25,,0.061745302190890354,0.0010723964056978752
26,,0.06170776257750327,0.0010728415710804194
27,,0.061677947284002076,0.0010678739739407464
28,,0.06165547229136711,0.001064958220267136
29,,0.06161323599749608,0.0010688371940031332
30,,0.06158087121947168,0.0010667762276887652
31,,0.06154496161013134,0.0010574469454234666
32,,0.06152134350920026,0.0010487879675348515
33,,0.06147548462610723,0.0010470405948679316
34,,0.06145066117331302,0.0010500072402524444
35,,0.061420433147052755,0.0010474932587820228
36,,0.06140134291570631,0.0010513142528099345
37,,0.061378842047577944,0.0010455726315349
38,,0.0613429166424707,0.001049362461862047
39,,0.06131871804753313,0.001048280979694317
40,,0.06130285188011247,0.0010481447329600542
41,,0.06128377851990902,0.001046527576542636
42,,0.06125171609200161,0.0010567045606813706
43,,0.06123742313494132,0.0010572437398386788
44,,0.06122260036177833,0.0010566869672907334
45,,0.06120918281094323,0.001053485169415571
46,,0.061193597598485,0.001053970099879501
47,,0.06117558126261913,0.0010533788945298517
48,,0.06116024819008828,0.0010536478726099255
49,,0.061179176107129536,0.0010491906782021977
50,,0.061158968708655295,0.0010415686064514749
51,,0.061134890900389476,0.0010377186578906421
52,,0.06111845960431741,0.001033524977533756
53,,0.06110847692170755,0.001028951349754856
54,,0.06109859033252131,0.0010290090367065787
55,,0.06108358922749929,0.001028231923999005
56,,0.061068537642613094,0.001022523896906999
57,,0.061055494905326566,0.001018830869595752
58,,0.061042516727267675,0.0010176709404754421
59,,0.06103242863163015,0.001011690744572332
60,,0.06101424415362615,0.001013403617815979
61,,0.06099523105040438,0.0010106060959738903
62,,0.06098335370208148,0.0010105806589354133
63,,0.060969096753049554,0.0010065416229742448
64,,0.06095048735720914,0.0010075677749615138
65,,0.060941148455740154,0.001004387047102078
66,,0.060927968987344656,0.0010009743334599129
67,,0.06091167992313456,0.0010005284338505413
68,,0.06089601834267427,0.0009939806986528584
69,,0.06088409481742111,0.000992813141596209
70,,0.06086286836087933,0.0009937997134297257
71,,0.060851965561838105,0.000993942046964769
72,,0.06084145823504664,0.0009961823166084786
73,,0.060829979025034,0.0009934125012377895
74,,0.060817842397406376,0.0009915170346923594
75,,0.06080736391365111,0.0009900131112122873
76,,0.06080134788464149,0.0009869150803516464
77,,0.06079148642546492,0.0009861334021394029
78,,0.060772141640867416,0.0009790277808531692
79,,0.06076162425755089,0.000976905863670502
80,,0.060754127659356276,0.0009731732776234275
81,,0.06074671976271149,0.0009711651925125222
82,,0.06073779084294619,0.0009703575418611646
83,,0.06072320275099065,0.000969760323813616
84,,0.060713143366363,0.0009656072132440191
85,,0.060702196457622,0.0009635890758654842
86,,0.06069153997268855,0.000958172064497702
87,,0.06068166762946543,0.0009585061666008295
88,,0.06067716501825609,0.0009549244009741366
89,,0.06066858578281214,0.0009494275873503551
90,,0.06065532677678413,0.0009451062403268588
91,,0.06064842937210303,0.0009427053306655605
92,,0.0606389414587998,0.0009409824592463121
93,,0.06063326611028808,0.0009391705282924291
94,,0.060619362167182854,0.0009362293651166616
95,,0.06061125606783696,0.0009324274555389351
96,,0.060602322413850176,0.0009301614844955366
97,,0.060523183529208956,0.0009349990424088584
98,,0.060516479929327,0.0009309620996558719
99,,0.06051026297126542,0.0009323566701987412
100,,0.060496999400702224,0.0009293834204300204
101,,0.06048861535056037,0.000926329931998775
102,,0.06048040240617875,0.0009244784727627253
103,,0.06047639340643914,0.0009201252783260794
104,,0.060469713292801056,0.0009176773042874544
105,,0.0604580634858341,0.0009099116342872957
106,,0.06044934643633548,0.0009110400338855516
107,,0.060440328994683,0.0009095814325419228
108,,0.06043653885041898,0.0009064202866534893
109,,0.060427104573982995,0.0009024300484120597
110,,0.06041693178685175,0.0008962502748741718
111,,0.060407724460269804,0.000894495867020616
112,,0.06040375783329704,0.000893866080662211
113,,0.06039359554671914,0.0008875331170688692
114,,0.06038182817874016,0.0008807161528718171
115,,0.060376660745075646,0.0008769201353286227
116,,0.0603706960726947,0.0008728298713549899
117,,0.06036770098363347,0.0008718352859737158
118,,0.060366045270479146,0.0008717142910934695
119,,0.060357918639298284,0.0008662366353183699
120,,0.060350678261020876,0.0008638022190358912
121,,0.06034381083346494,0.000864057969746361
122,,0.06033821992511225,0.0008628075190789602
123,,0.060332384574559236,0.0008636760460752119
124,,0.0603189368780181,0.0008632393020649681
125,,0.06031213786066431,0.000864642434678653
126,,0.06030485191861783,0.0008589102203394772
127,,0.06029705722809337,0.0008610242499190022
128,,0.060293685791260425,0.0008584736822626115
129,,0.06028791659678497,0.000856416097304141
130,,0.06028047326449508,0.0008575111105418896
131,,0.06027486400998273,0.0008521869497559212
132,,0.060267718742275614,0.0008489874275712476
133,,0.06025698310630997,0.0008420221961708428
134,,0.06024913470062379,0.0008351442168143366
135,,0.06024085543989935,0.0008341285778767389
136,,0.060229882228260284,0.0008299857498251999
137,,0.06021834594031923,0.0008311257265283086
138,,0.06021059014216214,0.000827514814642062
139,,0.06020326866725836,0.0008209336566272286
140,,0.060200621265766155,0.0008220447300367206
141,,0.06019445401537365,0.0008204180389319606
142,,0.060191077552285185,0.000815869246157822
143,,0.06018934445203791,0.0008141169321237107
144,,0.060186195163832265,0.0008109379126889885
145,,0.06021828881464268,0.0008165010105929123
146,,0.06021461722407505,0.0008144055662498719
147,,0.06020940198389091,0.0008125248360586243
148,,0.06019695125957807,0.0008088281978801312
149,,0.0601931874057833,0.000808996330949608
150,,0.060183832472282796,0.0008044000592698803
151,,0.06017781228949858,0.0008061198007391056
152,,0.06017171648439121,0.0008040614082172344
153,,0.06015574661084891,0.0007921800692596044
154,,0.06015271297139029,0.000790696399411785
155,,0.06014122271016327,0.0007806128978589382
156,,0.06013704491016253,0.0007775457599265724
157,,0.06013252234236045,0.0007761231223630697
158,,0.06012937848985907,0.0007741235848508169
159,,0.06012394748180703,0.0007716577663394384
160,,0.06011305586284775,0.0007677029039475386
161,,0.06010046060615389,0.0007648257592009445
162,,0.06009704873773047,0.0007622972259926387
163,,0.060093338223632865,0.0007636301714599228
164,,0.06008737688668338,0.0007609816610188681
165,,0.060080709850647146,0.0007543935571341304
166,,0.060073897141625046,0.0007497860859581566
167,,0.060070300311138906,0.0007466579233317833
