,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_ff,xray_0_min_0_pdb
0,6.030272330132712,0.3345158125550288,0.3536827420549486,3238.949876102605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/0/output_891/pdbs/739.pdb
1,5.527070281806738,0.1825542454969365,0.2223842886948147,4278.938730881295,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/1/output_788/pdbs/938.pdb
2,5.974054029494724,0.308892385452823,0.3404213683654707,3222.2821152724177,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/2/output_782/pdbs/508.pdb
3,5.94331112305274,0.2934101919222915,0.3545609419063306,3373.0463276947985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/3/output_474/pdbs/1300.pdb
4,5.834377703575617,0.2507817947901786,0.2906893836341872,3622.688628122458,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/4/output_650/pdbs/458.pdb
5,5.512772757403349,0.1766959745285571,0.2461964243364688,4085.733026349484,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/5/output_836/pdbs/364.pdb
6,6.000693641464762,0.3160693788991381,0.358214317048227,3203.581422157766,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/6/output_267/pdbs/553.pdb
7,5.835846209285657,0.2595858062274259,0.3139444770204161,3573.326687440778,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/7/output_161/pdbs/398.pdb
8,5.924148994202497,0.280338298157507,0.3212731816573111,3310.9970041571364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/8/output_708/pdbs/507.pdb
9,5.535558298640455,0.1881648905908986,0.2376855516036922,3892.2009431818447,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/120_1_state/9/output_742/pdbs/842.pdb
