,xray_0_min_0,xray_0_min_0_r_free_0,xray_0_min_0_r_work_0,xray_0_min_0_pdb,xray_0_min_0_occ_0,xray_0_min_0_occ_1,xray_0_min_0_occ_2,xray_0_min_0_occ_3
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_2/log.csv,5.43733108602606,0.2836159863797782,0.2132033092031389,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_2/pdbs/855.pdb,0.3727138265771888,0.366537984907583,0.0,0.2607481885152282
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_1/log.csv,5.380554942058314,0.290211745124957,0.2074183632805662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_1/pdbs/1708.pdb,0.3255688310893588,0.1378532524602291,0.3316879843463775,0.2048899321040345
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_4/log.csv,5.391133499112476,0.28864250570582,0.2081142729006088,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_4/pdbs/1263.pdb,0.2653845319201887,0.3294305052172748,0.2311947861346587,0.1739901767278777
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_3/log.csv,5.378678348240557,0.2828182748804937,0.2035884661610054,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_3/pdbs/1476.pdb,0.2773198641478057,0.1664422519921306,0.3018381699973771,0.2543997138626864
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_9/log.csv,5.423942990576866,0.2941089106465727,0.2142815559022124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_9/pdbs/852.pdb,0.3237517726522405,0.1327001280254324,0.3201978220596926,0.2233502772626344
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_5/log.csv,5.378229077140999,0.2878956350256064,0.2070940389269724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_5/pdbs/1040.pdb,0.1707460619601415,0.3073916520960529,0.3107763369135202,0.2110859490302853
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_6/log.csv,5.396991872933744,0.2886682118078653,0.2098504927087736,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_6/pdbs/1505.pdb,0.2969219181307897,0.320578471336773,0.1611947319441217,0.2213048785883155
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_10/log.csv,5.439857721753518,0.2978748419757218,0.2154118167856475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_10/pdbs/1033.pdb,0.3865458719288557,0.2689019079461913,0.3445522201249528,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_12/log.csv,5.391156387162772,0.2826440642746146,0.2102975259361609,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_12/pdbs/869.pdb,0.2668098953674889,0.3482595127898031,0.1611769492496409,0.223753642593067
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_15/log.csv,5.528831595397466,0.2948262964577109,0.2245543630416763,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_15/pdbs/611.pdb,0.5471171832009387,0.4528828167990613,0.0,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_11/log.csv,5.38505492284882,0.2945271709942794,0.2127108035666747,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_11/pdbs/1495.pdb,0.3100378412085106,0.3128780135884688,0.1414542646904328,0.2356298805125876
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_0/log.csv,5.410022972641803,0.3015731918008247,0.2134646165446992,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_0/pdbs/1058.pdb,0.207717514141033,0.2898398559749753,0.351636835744063,0.1508057941399286
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_7/log.csv,5.411251292662357,0.2982495126778401,0.2134091779437965,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_7/pdbs/1026.pdb,0.1386301162624127,0.3564540152055025,0.2304212168240006,0.2744946517080841
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_8/log.csv,5.432965331336131,0.2806486579144887,0.2151093672819716,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_8/pdbs/1062.pdb,0.2737544040332471,0.0,0.3357005907456032,0.3905450052211497
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_26/log.csv,5.437876779845855,0.2907771646772559,0.2159422928886235,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_26/pdbs/1283.pdb,0.3080157367393211,0.295269930234173,0.0434705432386254,0.3532437897878805
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_21/log.csv,5.444308447622193,0.2814091715972199,0.2122767351566228,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_21/pdbs/1661.pdb,0.310644023585339,0.2755620579115724,0.0,0.4137939185030886
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_22/log.csv,5.390045777604374,0.2871878255194934,0.2110679788589285,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_22/pdbs/857.pdb,0.194118427616686,0.3108355184838192,0.3368738314922398,0.158172222407255
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_24/log.csv,5.374261768702579,0.2907812378352502,0.2079131975521927,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_24/pdbs/836.pdb,0.287314433978148,0.2009182738599159,0.2408754626721802,0.2708918294897558
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_16/log.csv,5.36545896331263,0.2870669327286256,0.205637703856175,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_16/pdbs/1636.pdb,0.167627991325764,0.2645334146229838,0.263395978530844,0.3044426155204081
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_25/log.csv,5.3746558072591375,0.2809025940987305,0.207848895628552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_25/pdbs/1058.pdb,0.3365501641265421,0.1517246695197298,0.2243553248453289,0.287369841508399
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_23/log.csv,5.432392164168682,0.2844501837136916,0.2158065299658803,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_23/pdbs/1078.pdb,0.0,0.3048090365504103,0.373495892572956,0.3216950708766334
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_20/log.csv,5.435098968682046,0.2842221459721054,0.2127677078261862,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_20/pdbs/1258.pdb,0.3479123706357899,0.2274505531927141,0.4246370761714959,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_19/log.csv,5.3760374508649855,0.2843083808655374,0.2023769707720253,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_19/pdbs/1659.pdb,0.2902877136032727,0.1680421256529713,0.3251178500144454,0.2165523107293105
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_14/log.csv,5.389973579662567,0.2952037625958844,0.2083018830721411,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_14/pdbs/1240.pdb,0.1631311346959246,0.3159406876090849,0.2907771458716021,0.2301510318233882
