,r_free_0_min_0,r_free_0_min_0_xray_0,r_free_0_min_0_r_work_0,r_free_0_min_0_pdb,r_free_0_min_0_occ_0,r_free_0_min_0_occ_1,r_free_0_min_0_occ_2,r_free_0_min_0_occ_3
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_527/log.csv,0.2813813126296439,5.428447538458999,0.2205284734965382,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_527/pdbs/263.pdb,0.4022578874189891,0.3043834438661024,0.1136948135905619,0.1796638551243465
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_528/log.csv,0.2736725268277397,5.371926943247537,0.2051151500160277,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_528/pdbs/1017.pdb,0.175275170315959,0.2222642329650894,0.3304553455469652,0.2720052511719863
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_507/log.csv,0.2720885590871814,5.386827736936921,0.2066724752480665,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_507/pdbs/1412.pdb,0.2816619062300432,0.2868774325572495,0.1774653688110674,0.2539952924016397
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_573/log.csv,0.2871390594620176,5.599565201062348,0.2407204170289344,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_573/pdbs/16.pdb,0.10957256782317,0.2367659025073209,0.2900246623500027,0.3636368673195063
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_575/log.csv,0.2839255362470939,5.545781536158196,0.2333607893664197,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_575/pdbs/33.pdb,0.0849062992466816,0.2406155032029683,0.3505493816807528,0.3239288158695972
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_509/log.csv,0.2745480947375744,5.389934445857407,0.207188774805089,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_509/pdbs/1339.pdb,0.3020858013200689,0.2795346239820339,0.1987602547268337,0.2196193199710635
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_511/log.csv,0.2753280618269557,5.497792181378126,0.2318127302497702,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_511/pdbs/61.pdb,0.0,0.2484603650894585,0.3460105243047367,0.4055291106058048
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_535/log.csv,0.2820337731878737,5.421674233127484,0.2080943911972338,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_535/pdbs/1213.pdb,0.2186134522476281,0.2039107403666242,0.2489975102455451,0.3284782971402024
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_534/log.csv,0.2756321393731677,5.45097258004329,0.2127728289073138,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_534/pdbs/1279.pdb,0.0,0.3682790908932329,0.3038148271806331,0.3279060819261339
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_514/log.csv,0.2785266754909034,5.426932539340996,0.2191352976547857,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_514/pdbs/229.pdb,0.3166900391055911,0.2112531505521377,0.1655486523672049,0.3065081579750663
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_516/log.csv,0.2797100646577771,5.439626756196184,0.2129080010839407,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_516/pdbs/623.pdb,0.389317037618373,0.2584561488521295,0.0,0.3522268135294976
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_515/log.csv,0.2843425502191102,5.597745199919639,0.2419521943169588,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/61_7mhj_4/1018129/output_515/pdbs/17.pdb,0.2393983938205141,0.2576759999363518,0.260512596968927,0.2424130092742069
