,xray_0,pdb,r_free_0,w_0_0,w_1_0
0,5.429321544452718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1741/pdbs/376.pdb,0.2830267897707744,0.5502008168734825,0.4497991831265175
1,5.43151258304662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1741/pdbs/377.pdb,0.2845476597467117,0.5502008168734825,0.4497991831265175
2,5.432524578457826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/538.pdb,0.2750399295202688,0.4947002607841675,0.5052997392158325
3,5.432945053438319,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/300.pdb,0.2746821355845353,0.5021798858783101,0.4978201141216898
4,5.432959509078303,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1912/pdbs/334.pdb,0.2797465857143466,0.5028043521924231,0.497195647807577
5,5.433034330826604,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/539.pdb,0.2794426322054911,0.4947002607841675,0.5052997392158325
6,5.433123424532805,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_795/pdbs/114.pdb,0.2721359199292381,0.4988043926032612,0.5011956073967387
7,5.43359689742465,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/299.pdb,0.2722120173564469,0.5021798858783101,0.4978201141216898
8,5.433740892480512,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1915/pdbs/256.pdb,0.2777990721945431,0.4754584131291593,0.5245415868708408
9,5.43383498530593,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_960/pdbs/409.pdb,0.2807560807003163,0.4857093573640096,0.5142906426359904
10,5.433875299031877,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1367/pdbs/571.pdb,0.2891145642749291,0.5100314355466595,0.4899685644533404
11,5.433941008183103,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1623/pdbs/467.pdb,0.2794696307379968,0.5046356321783675,0.4953643678216324
12,5.433948585489748,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_526/pdbs/381.pdb,0.2793225086787548,0.471234715238756,0.5287652847612441
13,5.434041240150067,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_526/pdbs/395.pdb,0.2756672234803801,0.478461075392749,0.5215389246072509
14,5.43436218198102,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/541.pdb,0.2819679048295894,0.4947002607841675,0.5052997392158325
15,5.434557440741626,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_526/pdbs/382.pdb,0.2814749927862743,0.471234715238756,0.5287652847612441
16,5.4347061318476575,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1814/pdbs/529.pdb,0.2800468672081203,0.4420481240433928,0.5579518759566072
17,5.435115461278643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_526/pdbs/383.pdb,0.280484630407233,0.471234715238756,0.5287652847612441
18,5.435387742047506,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1814/pdbs/528.pdb,0.2821910640531451,0.4420481240433928,0.5579518759566072
19,5.435405203527764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1912/pdbs/333.pdb,0.279784162579568,0.5028043521924231,0.497195647807577
20,5.435491695838382,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/540.pdb,0.2819954889612483,0.4947002607841675,0.5052997392158325
21,5.435732853344132,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/301.pdb,0.2773734839828586,0.5021798858783101,0.4978201141216898
22,5.435870533863464,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1493/pdbs/97.pdb,0.2717805695221014,0.5625327185356572,0.4374672814643428
23,5.43606692807752,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1367/pdbs/551.pdb,0.2869489898881334,0.5066440679172433,0.4933559320827567
24,5.43623332788207,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_795/pdbs/113.pdb,0.2757320585604788,0.4988043926032612,0.5011956073967387
25,5.436262621584322,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1623/pdbs/468.pdb,0.2772409221776202,0.5046356321783675,0.4953643678216324
26,5.436278581481179,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_507/pdbs/598.pdb,0.2794943547034523,0.4953471345096079,0.5046528654903921
27,5.436348359164275,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1814/pdbs/526.pdb,0.2824379417333847,0.4420481240433928,0.5579518759566072
28,5.436415530322129,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1040/pdbs/365.pdb,0.2843358071153485,0.494739750476536,0.505260249523464
29,5.4366086868604535,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1814/pdbs/527.pdb,0.2841844135049824,0.4420481240433928,0.5579518759566072
30,5.436610844063466,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1367/pdbs/570.pdb,0.2903548586443759,0.5100314355466595,0.4899685644533404
31,5.43663082206459,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1915/pdbs/257.pdb,0.2773035842108203,0.4754584131291593,0.5245415868708408
32,5.436668925931408,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_1912/pdbs/332.pdb,0.2799986021675205,0.5028043521924231,0.497195647807577
33,5.436684157398225,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_956/pdbs/547.pdb,0.2833727941285208,0.4947002607841675,0.5052997392158325
34,5.43669604882099,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_795/pdbs/111.pdb,0.2775032512233488,0.4988043926032612,0.5011956073967387
35,5.436712184780808,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/129_2_state/118663/output_526/pdbs/317.pdb,0.2846810370455115,0.4500799510231945,0.5499200489768055
