,r_free_7mhf,ff,pdb,xray_7mhf,w_0_7mhf,N,J,job_id,r_free_7mhg,xray_7mhg,w_0_7mhg,r_free_7mhh,xray_7mhh,w_0_7mhh,r_free_7mhi,xray_7mhi,w_0_7mhi,r_free_7mhj,xray_7mhj,w_0_7mhj,r_free_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhf,w_1_7mhg,w_1_7mhh,w_1_7mhi,w_1_7mhj,w_1_7mhk,w_2_7mhf,w_3_7mhf,w_2_7mhg,w_3_7mhg,w_2_7mhh,w_3_7mhh,w_2_7mhi,w_3_7mhi,w_2_7mhj,w_3_7mhj,w_2_7mhk,w_3_7mhk,w_4_7mhf,w_5_7mhf,w_6_7mhf,w_7_7mhf,w_4_7mhg,w_5_7mhg,w_6_7mhg,w_7_7mhg,w_4_7mhh,w_5_7mhh,w_6_7mhh,w_7_7mhh,w_4_7mhi,w_5_7mhi,w_6_7mhi,w_7_7mhi,w_4_7mhj,w_5_7mhj,w_6_7mhj,w_7_7mhj,w_4_7mhk,w_5_7mhk,w_6_7mhk,w_7_7mhk,w_8_7mhf,w_9_7mhf,w_10_7mhf,w_11_7mhf,w_12_7mhf,w_13_7mhf,w_14_7mhf,w_15_7mhf,w_8_7mhg,w_9_7mhg,w_10_7mhg,w_11_7mhg,w_12_7mhg,w_13_7mhg,w_14_7mhg,w_15_7mhg,w_8_7mhh,w_9_7mhh,w_10_7mhh,w_11_7mhh,w_12_7mhh,w_13_7mhh,w_14_7mhh,w_15_7mhh,w_8_7mhi,w_9_7mhi,w_10_7mhi,w_11_7mhi,w_12_7mhi,w_13_7mhi,w_14_7mhi,w_15_7mhi,w_8_7mhj,w_9_7mhj,w_10_7mhj,w_11_7mhj,w_12_7mhj,w_13_7mhj,w_14_7mhj,w_15_7mhj,w_8_7mhk,w_9_7mhk,w_10_7mhk,w_11_7mhk,w_12_7mhk,w_13_7mhk,w_14_7mhk,w_15_7mhk,exp_delta,ref_delta,ref_ff_delta
277,,6311.1384673821885,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/100/output_0/pdbs/265.pdb,,,2,3,100,,,,,,,0.2112229290907977,5.343184639096705,0.5176955121488884,,,,,,,,,,0.4823044878511115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016777070909202302,-0.07174447182193511,5271.249677911911
278,,6434.121156267376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/100/output_18/pdbs/166.pdb,,,2,3,100,,,,,,,,,,0.2202321671021983,5.4689721551770925,0.5294476155506068,,,,,,,,0.4705523844493932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01976783289780168,-0.07671646455647649,5991.578954580504
281,,5670.788049938582,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/101/output_15/pdbs/290.pdb,,,2,3,101,,,,,,,,,,,,,0.2361774467679849,5.466768546465969,0.5158046179392928,,,,,,0.4841953820607073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010822553232015086,-0.07682615113909957,5204.493586933195
304,0.2965663814765131,3175.1346268494967,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/108/output_2/pdbs/7.pdb,5.530378616269835,0.6797643074999372,2,4,108,,,,,,,,,,,,,,,,0.3202356925000628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07256638147651309,-0.02094693815874421,2623.4247226679213
305,,3834.144405833521,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/108/output_9/pdbs/88.pdb,,,2,4,108,0.2735501758832848,5.373884229641417,0.6280487749767703,,,,,,,,,,,,,,0.3719512250232298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0685501758832848,-0.023986929997967088,3477.871719936402
344,,8032.288431565512,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/118/output_0/pdbs/90.pdb,,,2,4,118,,,,0.2085186487231986,5.823899264122475,0.5071423790590498,,,,,,,,,,,,0.4928576209409502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04448135127680139,-0.09357370666446299,7122.01605602538
345,,12447.405987164397,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/118/output_0/pdbs/152.pdb,,,2,4,118,,,,,,,0.204808086630459,5.306640252583427,0.4922359123382445,,,,,,,,,,0.5077640876617555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023191913369541017,-0.07815931428227382,11407.51719769412
346,,11438.309856124732,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/118/output_23/pdbs/129.pdb,,,2,4,118,,,,,,,,,,0.2220494374800629,5.479133002153071,0.4958761520026918,,,,,,,,0.5041238479973082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017950562519937097,-0.0748991941786119,10995.76765443786
343,,5647.790333681054,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/117/output_2/pdbs/47.pdb,,,2,4,117,,,,,,,,,,,,,0.234845763345154,5.50761766926749,0.3963412525877913,,,,,,0.6036587474122086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012154236654845996,-0.07815783456193048,5181.495870675667
358,0.300296834566602,5186.828235337654,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/121/output_14/pdbs/15.pdb,5.5204643860419145,0.6583573292354263,2,5,121,,,,,,,,,,,,,,,,0.3416426707645736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076296834566602,-0.017216485068655307,4635.118331156079
354,,5211.067449944702,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/120/output_1/pdbs/30.pdb,,,2,5,120,0.2758794218966235,5.397751635769337,0.6397092998616504,,,,,,,,,,,,,,0.3602907001383496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07087942189662352,-0.021657683984628362,4854.794764047583
369,,13241.907257009088,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/123/output_10/pdbs/152.pdb,,,2,5,123,,,,0.2209582874445127,5.819299604902667,0.5298818095116823,,,,,,,,,,,,0.4701181904883177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032041712555487295,-0.0811340679431489,12331.634881468957
375,,3297.859622275866,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/124/output_0/pdbs/275.pdb,,,2,5,124,,,,,,,0.2114888661216924,5.416395974634467,0.5096245813601437,,,,,,,,,,0.4903754186398563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016511133878307604,-0.07147853479104041,2257.9708328055885
371,,8382.095581934582,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/123/output_9/pdbs/286.pdb,,,2,5,123,,,,,,,,,,0.2267267468254518,5.526121801662487,0.4615865832039056,,,,,,,,0.5384134167960944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013273253174548194,-0.070221884833223,7939.553380247709
372,,8242.379707471524,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/123/output_21/pdbs/265.pdb,,,2,5,123,,,,,,,,,,,,,0.2356554283904545,5.506174881416078,0.5321239028685404,,,,,,0.4678760971314596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011344571609545495,-0.07734816951662998,7776.085244466137
378,0.3045593843268148,7060.1238244153865,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_23/pdbs/27.pdb,5.540295187544651,0.7298039553198338,2,6,125,,,,,,,,,,,,,,,,0.2701960446801663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08055938432681478,-0.012953935308442521,6508.413920233811
379,,7798.753756050792,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_17/pdbs/50.pdb,,,2,6,125,0.2901474507967053,5.420838377228304,0.3586337361608568,,,,,,,,,,,,,,0.6413662638391433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0851474507967053,-0.007389655084546587,7442.481070153673
380,,9254.78255657884,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_19/pdbs/238.pdb,,,2,6,125,,,,0.2354050471556822,5.923187402367045,0.5648896315451193,,,,,,,,,,,,0.4351103684548807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017594952844317807,-0.06668730823197941,8344.51018103871
381,,18135.95926744752,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_14/pdbs/178.pdb,,,2,6,125,,,,,,,0.2256182272950537,5.405551755212249,0.5508081290572171,,,,,,,,,,0.4491918709427829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0023817727049463,-0.057349173617679106,17096.070477977242
382,,18135.95926744752,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_14/pdbs/178.pdb,,,2,6,125,,,,,,,,,,0.2426241748646316,5.54676260512118,0.5773666645276031,,,,,,,,0.4226333354723969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026241748646315954,-0.05432445679404321,17693.41706576065
383,,7703.9065268335235,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/125/output_18/pdbs/269.pdb,,,2,6,125,,,,,,,,,,,,,0.2376570258035397,5.545919624865944,0.5080135986277082,,,,,,0.4919864013722918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009342974196460296,-0.07534657210354478,7237.612063828136
384,0.2973005240498708,4959.421957399395,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/126/output_13/pdbs/14.pdb,5.405481959100201,0.2711172917571897,4,1,126,,,,,,,,,,,,,,,,0.3221014888430464,,,,,,0.280959404095396,0.1258218153043679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07330052404987078,-0.020212795585386523,4407.71205321782
385,,5594.425149333285,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/127/output_21/pdbs/13.pdb,,,4,1,127,0.2842017470226184,5.317763403668079,0.3891299854483018,,,,,,,,,,,,,,0.1655117700002929,,,,,,,0.3670286767156155,0.0783295678357896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07920174702261842,-0.013335358858633461,5238.152463436166
386,,5130.955310652385,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/128/output_15/pdbs/76.pdb,,,4,1,128,,,,0.2974906366589948,5.903929406134775,0.2704971214008347,,,,,,,,,,,,0.3792711426943821,,,,,,,,0.2686254798138509,0.0816062560909324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044490636658994775,-0.004601718728666826,4220.682935112253
387,,6774.946615973769,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/129/output_11/pdbs/72.pdb,,,4,1,129,,,,,,,0.2758172255447514,5.3676500967873055,0.2959273449905193,,,,,,,,,,0.2837852563700662,,,,,,,,,0.3022368759497181,0.1180505226896963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0478172255447514,-0.007150175367981404,5735.057826503492
388,,4568.368071730151,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/130/output_17/pdbs/141.pdb,,,4,1,130,,,,,,,,,,0.293638170320468,5.5074606238321,0.3531047577737775,,,,,,,,0.2764760672462703,,,,,,,,,,0.2681823014701057,0.1022368735098465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053638170320468026,-0.0033104613382067827,4125.825870043278
389,,5194.998985406998,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/131/output_3/pdbs/48.pdb,,,4,1,131,,,,,,,,,,,,,0.2941487851848515,5.457800375320335,0.3177276722787311,,,,,,0.3733843959395937,,,,,,,,,,,0.2035298483164115,0.1053580834652636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047148785184851494,-0.018854812722232994,4728.704522401611
390,0.2843555316016931,6447.318730775369,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/132/output_0/pdbs/30.pdb,5.391620181562852,0.2922763511905538,4,2,132,,,,,,,,,,,,,,,,0.3294217987798478,,,,,,0.2888594683043592,0.0894423817252391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060355531601693074,-0.03315778803356423,5895.608826593793
391,,6966.753509148846,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/132/output_10/pdbs/27.pdb,,,4,2,132,0.2749613951541845,5.288989910159047,0.3364260400180825,,,,,,,,,,,,,,0.4376022221435113,,,,,,,0.1685951980117301,0.0573765398266759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06996139515418451,-0.022575710727067377,6610.480823251727
408,,11571.919958965396,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/141/output_2/pdbs/245.pdb,,,4,2,141,,,,0.2309885267244393,5.657234166204965,0.2986886394923916,,,,,,,,,,,,0.355198291163954,,,,,,,,0.26827174942568,0.0778413199179743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02201147327556069,-0.07110382866322229,10661.647583425265
409,,11634.665960677454,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/141/output_3/pdbs/50.pdb,,,4,2,141,,,,,,,0.2257780419369558,5.281710979558778,0.2728643277462749,,,,,,,,,,0.3170643153782844,,,,,,,,,0.2980175053403198,0.1120538515351209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002221958063044205,-0.05718935897577701,10594.777171207177
415,,10447.707539682193,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/144/output_4/pdbs/163.pdb,,,4,2,144,,,,,,,,,,0.2375194493295229,5.3670429143905,0.3051854344711859,,,,,,,,0.3190042452967275,,,,,,,,,,0.2864801297804211,0.0893301904516653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0024805506704770885,-0.0594291823291519,10005.16533799532
417,,10642.770288582791,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/145/output_14/pdbs/163.pdb,,,4,2,145,,,,,,,,,,,,,0.2494003150294591,5.308279289677787,0.319957523912726,,,,,,0.2617377760350399,,,,,,,,,,,0.3147265999721055,0.1035781000801285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002400315029459116,-0.06360328287762537,10176.475825577405
429,0.2885580128983952,8691.468829763166,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/150/output_8/pdbs/15.pdb,5.41076772064468,0.3152670339158919,4,3,150,,,,,,,,,,,,,,,,0.4120372331705624,,,,,,0.2129772936121687,0.059718439301377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06455801289839522,-0.028955306736862085,8139.75892558159
430,,10672.298486690835,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/150/output_1/pdbs/80.pdb,,,4,3,150,0.2730948006185772,5.249182036113026,0.3094021598353201,,,,,,,,,,,,,,0.3721281927612992,,,,,,,0.2174316835785264,0.1010379638248542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06809480061857723,-0.024442305262674657,10316.025800793715
468,,16062.648355541643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/163/output_13/pdbs/221.pdb,,,4,3,163,,,,0.2157099212729743,5.646601229918047,0.3700792991110294,,,,,,,,,,,,0.3111495343295314,,,,,,,,0.2470934587651088,0.0716777077943302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037290078727025694,-0.0863824341146873,15152.375980001512
469,,16521.256391535495,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/163/output_13/pdbs/171.pdb,,,4,3,163,,,,,,,0.2098046903360421,5.17289636890406,0.3694487420289871,,,,,,,,,,0.3099877229433796,,,,,,,,,0.2276449090584137,0.0929186259692195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01819530966395791,-0.07316271057669071,15481.367602065216
470,,14923.647922339926,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/163/output_13/pdbs/270.pdb,,,4,3,163,,,,,,,,,,0.2138817799081757,5.277076411333895,0.3660794605866658,,,,,,,,0.3110813085578185,,,,,,,,,,0.2340183449758707,0.088820885879645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026118220091824296,-0.0830668517504991,14481.105720653053
473,,16007.239880299468,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/164/output_24/pdbs/190.pdb,,,4,3,164,,,,,,,,,,,,,0.238324804060655,5.294255094394859,0.3364556948318653,,,,,,0.313176703718339,,,,,,,,,,,0.2602567004524226,0.0901109009973731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008675195939344987,-0.07467879384642948,15540.945417294082
488,0.2942756357267568,13425.523141685111,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/169/output_10/pdbs/18.pdb,5.428987903839769,0.4773087225345567,4,4,169,,,,,,,,,,,,,,,,0.0724529733544343,,,,,,0.4004052002428374,0.0498331038681714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0702756357267568,-0.023237683908500506,12873.813237503535
501,,13887.02871095556,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/172/output_19/pdbs/59.pdb,,,4,4,172,0.2744773403166058,5.27299028103837,0.3910419182070698,,,,,,,,,,,,,,0.2373979221942261,,,,,,,0.29539316310086,0.076166996497844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06947734031660582,-0.023059765564646062,13530.75602505844
536,,19076.38151977869,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/181/output_13/pdbs/151.pdb,,,4,4,181,,,,0.2148384453434181,5.67675702344654,0.2621950673856838,,,,,,,,,,,,0.334912866456747,,,,,,,,0.327015764981248,0.0758763011763211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038161554656581914,-0.08725391004424352,18166.10914423856
537,,22484.047533456527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/181/output_20/pdbs/218.pdb,,,4,4,181,,,,,,,0.2008958830483476,5.136418886000687,0.3135745250380243,,,,,,,,,,0.3099606095936128,,,,,,,,,0.2998376092519836,0.0766272561163792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027104116951652407,-0.08207151786438521,21444.15874398625
538,,19270.90722407275,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/181/output_17/pdbs/248.pdb,,,4,4,181,,,,,,,,,,0.215253377398068,5.297443245756192,0.3237086698334265,,,,,,,,0.2521807032844602,,,,,,,,,,0.3359089675253767,0.0882016593567364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024746622601932,-0.08169525426060681,18828.36502238588
535,,16114.804490018048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/180/output_22/pdbs/290.pdb,,,4,4,180,,,,,,,,,,,,,0.2377417836119197,5.381237934513496,0.3148845288423894,,,,,,0.2942712895567136,,,,,,,,,,,0.2819767996179669,0.1088673819829301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009258216388080304,-0.07526181429516479,15648.510027012662
545,0.301313607873062,19424.069068181183,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/183/output_22/pdbs/48.pdb,5.324966441948949,0.228360411455655,4,5,183,,,,,,,,,,,,,,,,0.1765111320174423,,,,,,0.5013874728788924,0.0937409836480101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07731360787306199,-0.016199711762195312,18872.35916399961
546,,19272.957438159807,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/183/output_9/pdbs/112.pdb,,,4,5,183,0.2817132760435256,5.281985406664591,0.1888369049809173,,,,,,,,,,,,,,0.4212585732684928,,,,,,,0.2772391723838992,0.1126653493666907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0767132760435256,-0.01582382983772629,18916.68475226269
561,,21461.27296430076,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/186/output_24/pdbs/288.pdb,,,4,5,186,,,,0.2208515807671148,5.744087043121765,0.2648814504376685,,,,,,,,,,,,0.3169297847983949,,,,,,,,0.331922467148436,0.0862662976155005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.032148419232885195,-0.0812407746205468,20551.000588760628
567,,9579.934633801848,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/187/output_16/pdbs/111.pdb,,,4,5,187,,,,,,,0.2160370528005417,5.292176495501386,0.2699059442981676,,,,,,,,,,0.3430906116532995,,,,,,,,,0.2860127537881584,0.1009906902603744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011962947199458313,-0.06693034811219112,8540.04584433157
563,,22352.97143208592,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/186/output_20/pdbs/220.pdb,,,4,5,186,,,,,,,,,,0.229632903361763,5.380572914277816,0.3229792290798328,,,,,,,,0.3165172738565493,,,,,,,,,,0.2682086136189896,0.0922948834446283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.010367096638236983,-0.06731572829691179,21910.429230399048
569,,9262.118372423032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/189_exp_ref_10000/187/output_4/pdbs/125.pdb,,,4,5,187,,,,,,,,,,,,,0.2347155563015419,5.383957195645855,0.3085790397421891,,,,,,0.2849016276789882,,,,,,,,,,,0.2948499555740746,0.111669377004748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012284443698458103,-0.07828804160554259,8795.823909417646
