,r_free_0+r_free_1+r_free_2,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1,xray_2,r_free_2,rmsd_2,w_0_0,w_0_1,w_0_2
0,0.7634308555223366,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/46.pdb,5759.998041095416,5.610232413803507,0.2386946650935517,0.2454635421574527,5.7367035553038574,0.2545364049736322,0.2881671250767813,5.7132880019048455,0.2701997854551526,0.2914018974082342,1.0,1.0,1.0
1,0.7640408344669454,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/28.pdb,5726.385658735583,5.608524049862262,0.2343588775113118,0.2363501646714194,5.737459471408531,0.2571421092757533,0.2768666003864542,5.716106867646472,0.2725398476798802,0.2891374099562981,1.0,1.0,1.0
2,0.7648112739683586,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/483.pdb,5577.798052786589,5.609234146113397,0.2469383731285011,0.2688336527917341,5.731217125159805,0.2550857981433929,0.3095513207018349,5.709893917529917,0.2627871026964645,0.313186698311537,1.0,1.0,1.0
3,0.7654907557884864,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/49.pdb,5806.746721249917,5.611172234017829,0.2422418555514592,0.2427951445731855,5.73345867116536,0.2540448083890554,0.2822797611723595,5.716149794810332,0.2692040918479718,0.292837030786043,1.0,1.0,1.0
4,0.7660719200454458,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/552.pdb,5628.230964886284,5.6080944794554055,0.2450754681350763,0.2644411548367443,5.732196628286787,0.2566515241141782,0.3028476131587791,5.711431638285752,0.2643449277961914,0.3099225142869226,1.0,1.0,1.0
5,0.7671074696035218,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/44.pdb,5820.38510010115,5.607579276020738,0.2392963337009586,0.2458831315145956,5.738799625261368,0.257839130058175,0.2864904845262999,5.71430173713642,0.2699720058443882,0.2923834194024796,1.0,1.0,1.0
6,0.7677516039897456,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1894/pdbs/445.pdb,5727.663326905776,5.61677850465117,0.2528965641673286,0.2582711872033815,5.739438806724889,0.2550179983483244,0.2939188437771174,5.708026672183213,0.2598370414740927,0.3060325571901814,1.0,1.0,1.0
7,0.7679002614355857,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1892/pdbs/250.pdb,6224.925591341044,5.60848906478734,0.2457486087289941,0.2603980794315347,5.736452778199567,0.2590651117149405,0.3031621685851747,5.70725635270006,0.2630865409916511,0.3089129624854619,1.0,1.0,1.0
8,0.7680456095962083,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/50.pdb,5761.453666471027,5.610751663934521,0.2389941711745058,0.2421252414977134,5.739844178408124,0.2576707742927422,0.2832286345390136,5.715572716341956,0.2713806641289603,0.288953424211368,1.0,1.0,1.0
9,0.7684009550499927,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1424/pdbs/35.pdb,5493.881249263516,5.612052898423789,0.2387907303059488,0.2405078811183417,5.738319970149088,0.2559893988625683,0.2802797770571526,5.7191260168216695,0.2736208258814756,0.2882995370041483,1.0,1.0,1.0
