,r_free_0+r_free_1+r_free_2,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1,xray_2,r_free_2,rmsd_2,w_0_0,w_0_1,w_0_2,w_1_0,w_1_1,w_1_2,w_2_0,w_2_1,w_2_2,w_3_0,w_3_1,w_3_2,w_4_0,w_4_1,w_4_2,w_5_0,w_5_1,w_5_2,w_6_0,w_6_1,w_6_2,w_7_0,w_7_1,w_7_2
0,0.7050277178454073,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/140.pdb,249043.15184502403,5.059327208872214,0.2131122563548837,0.4005081303228072,5.135576753995009,0.2415306621618001,0.4290922322882868,5.134939288481134,0.2503847993287235,0.4957106565303238,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
1,0.7052209373591127,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/137.pdb,252721.5487777749,5.063799087995768,0.2135660361983161,0.4002553642221388,5.1522216217045,0.2440343579395737,0.4282278312327673,5.135021616591372,0.2476205432212229,0.494111728642266,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
2,0.7062852653862659,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/136.pdb,253262.65645988897,5.060713234343046,0.2136019677744182,0.3997933280075597,5.159284619250824,0.2460869673729165,0.4274518808672396,5.138336712327503,0.2465963302389313,0.4933535966743568,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
3,0.7071311134453329,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/139.pdb,251252.36650023,5.058282310699393,0.2140850318968073,0.3991468449487088,5.141075564364113,0.2427027192942348,0.4278468487751868,5.135739676779871,0.2503433622542907,0.4938176334560472,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
4,0.7072145142221289,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1224/pdbs/136.pdb,235718.3689693146,5.075882217537636,0.2256066643224994,0.344316930406683,5.167617186850253,0.2271787024235164,0.3907657145247606,5.147478343493681,0.2544291474761131,0.4733073470692956,0.0876050282722123,0.1252679901151049,0.1150486106068159,0.0328400097047982,0.1326375986836536,0.0945495346272894,0.2249130521179936,0.1876885774197753,0.1775374837833752,0.0220503824622876,0.0283123410154505,0.0745845432337888,0.1558063751157515,0.1931906051001446,0.1841974947041576,0.2243440211393629,0.2072159793291107,0.1827108078032394,0.0471084719157975,0.0549078550004365,0.0880274993053247,0.2053326592717961,0.0707790533363235,0.0833440259360087
5,0.7072521526524267,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1224/pdbs/131.pdb,234574.00976971223,5.0749810242404205,0.2228567609259151,0.3428168437533946,5.155749733665095,0.2271545672107082,0.3918834788861844,5.149591345864256,0.2572408245158034,0.4725575098997437,0.0876050282722123,0.1252679901151049,0.1150486106068159,0.0328400097047982,0.1326375986836536,0.0945495346272894,0.2249130521179936,0.1876885774197753,0.1775374837833752,0.0220503824622876,0.0283123410154505,0.0745845432337888,0.1558063751157515,0.1931906051001446,0.1841974947041576,0.2243440211393629,0.2072159793291107,0.1827108078032394,0.0471084719157975,0.0549078550004365,0.0880274993053247,0.2053326592717961,0.0707790533363235,0.0833440259360087
6,0.7081028874284345,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/124.pdb,249889.24567485848,5.056658147416165,0.2138380368224062,0.3890523013376422,5.1309913210822025,0.2361625453647723,0.4077667516698205,5.144088546237722,0.258102305241256,0.4698397965302933,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
7,0.709008523206996,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/138.pdb,252042.3470848019,5.062329068267447,0.2150690891208639,0.3994546617326353,5.155066040465462,0.2460602829167403,0.4279898986560109,5.134418083567021,0.2478791511693918,0.4936355434848172,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
8,0.7096229675643662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_342/pdbs/124.pdb,246634.1650206021,5.068970901947217,0.2177666367914552,0.3886211864288993,5.232856578782096,0.2585778521389603,0.5258576153691742,5.080647799378502,0.2332784786339507,0.4072613693368222,0.0248691186587082,0.0613225925904024,0.056125388826179,0.1443847207355532,0.2122135056016514,0.1394700330881009,0.1823810645133792,0.1626676762811842,0.1968830098285021,0.0311822729626809,0.1428355125386831,0.0608472475525588,0.1949164121947631,0.1527322327655028,0.1540475027480584,0.1793538895747824,0.1127482145485278,0.166423807781794,0.0757994136596244,0.0691866438366655,0.0525133101713099,0.1671131077005083,0.0862936218373826,0.1736897000034966
9,0.7096934876707669,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/3/output_1936/pdbs/113.pdb,252792.8829053682,5.064477838174524,0.2125684346855704,0.3728481570114079,5.171788882820092,0.2432385209322368,0.3931480888022818,5.148156942175887,0.2538865320529597,0.4490605035799646,0.194519895831776,0.1773196643113225,0.1596772116494348,0.1597589517191422,0.1494217600671709,0.1274164329732953,0.0365238364502156,0.1558163880807587,0.0372227126114257,0.0152226669781564,0.0467358934360805,0.078137455765691,0.0907107906985573,0.136513898592116,0.0961140411723847,0.2084752540583939,0.0606255926156483,0.1888598696293636,0.0922520675500812,0.0869730960053904,0.1077840977752326,0.2025365367136771,0.1865937068915125,0.204788178423172
