,xray_0+xray_1+xray_2,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1,xray_2,r_free_2,rmsd_2,w_0_0,w_0_1,w_0_2
0,17.043086457580216,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_549/pdbs/295.pdb,5856.166079250108,5.606970978522944,0.2466959964512098,0.2663734206872963,5.728700295181507,0.2568086515568733,0.3085237260685434,5.707415183875766,0.2717877205022448,0.315379000816278,1.0,1.0,1.0
1,17.04915658419284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/423.pdb,5724.069010233984,5.60774645589048,0.2482456010849387,0.2594815077250371,5.7313760431087655,0.2578539557167408,0.3003357368893473,5.710034085193595,0.2725838889722783,0.3051218847790349,1.0,1.0,1.0
2,17.049690848191453,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1198/pdbs/540.pdb,5969.537744014133,5.609038349962759,0.247821110452298,0.2671775733626588,5.734671897566125,0.2619304690735153,0.3050533192675945,5.705980600662571,0.2628436509895976,0.3066674504038487,1.0,1.0,1.0
3,17.05034518880312,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/483.pdb,5577.798052786589,5.609234146113397,0.2469383731285011,0.2688336527917341,5.731217125159805,0.2550857981433929,0.3095513207018349,5.709893917529917,0.2627871026964645,0.313186698311537,1.0,1.0,1.0
4,17.05043877997525,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/554.pdb,5648.044746293571,5.608339311769018,0.2470713318191359,0.2620515081722932,5.729961060992193,0.2566720111522734,0.3026814600492387,5.712138407214037,0.2707873746350986,0.3095547336490656,1.0,1.0,1.0
5,17.050622922361548,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_675/pdbs/276.pdb,5710.193709554562,5.613217857196694,0.2555190684858809,0.2532282253903906,5.728948697683531,0.2567194085014478,0.2926124455447619,5.708456367481322,0.2654671228545086,0.3009932511818376,1.0,1.0,1.0
6,17.05078523033587,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/546.pdb,5809.950126654434,5.608894528501951,0.2495307342785299,0.2677588340041487,5.730649526414561,0.2579298183770834,0.3062452755766053,5.711241175419358,0.2737169423355614,0.31219429701709,1.0,1.0,1.0
7,17.050909630111025,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/453.pdb,5677.322696814016,5.608247470855074,0.2476667398175641,0.2654089100208538,5.732346075840365,0.2583695680660499,0.3038528884861207,5.710316083415587,0.2638777634446768,0.3102050263233194,1.0,1.0,1.0
8,17.0516344178634,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/587.pdb,5723.8948814859,5.60637165182952,0.2480964779075144,0.2676861761647831,5.734893803580051,0.2588114403708072,0.305664875184199,5.710368962453829,0.2679589980916321,0.3122261288947984,1.0,1.0,1.0
9,17.051722746027945,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/552.pdb,5628.230964886284,5.6080944794554055,0.2450754681350763,0.2644411548367443,5.732196628286787,0.2566515241141782,0.3028476131587791,5.711431638285752,0.2643449277961914,0.3099225142869226,1.0,1.0,1.0
10,17.051756166109108,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_152/pdbs/523.pdb,5591.363275259933,5.608091090195811,0.2470192870715707,0.2666424923479077,5.732362793250904,0.2551413240185906,0.3051663116909091,5.711302282662391,0.2685614839371125,0.3109546211812939,1.0,1.0,1.0
11,17.051906977620014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1886/pdbs/345.pdb,6035.3451318099305,5.611476876438021,0.2508436315238604,0.2585390656457556,5.734304416254734,0.2553766915045092,0.2975853394220307,5.706125684927258,0.2726234347144082,0.3030005623800129,1.0,1.0,1.0
