,r_free_0+r_free_1+r_free_2,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1,xray_2,r_free_2,rmsd_2,w_0_0,w_0_1,w_0_2,w_1_0,w_1_1,w_1_2
0,0.6908976216806431,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/125.pdb,18885.950669041173,5.315819377432122,0.21151373239471,0.2762128051335938,5.482173479016685,0.2323294305739369,0.3030990009254403,5.463686923028655,0.2470544587119962,0.3052099596033707,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
1,0.6916370683818143,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/202.pdb,19115.639396417933,5.304242830233664,0.2078249100827024,0.2806700882678313,5.466908171979516,0.2286098214831009,0.3039751175522039,5.454847039981455,0.255202336816011,0.3091363961024906,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
2,0.6922650433528612,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/207.pdb,18779.878940582792,5.308617360326547,0.2116567989399249,0.2778918141509908,5.472410288112694,0.2296983416181211,0.302109510380749,5.453011044094677,0.2509099027948152,0.3090741042269788,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
3,0.6933879771794185,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/114.pdb,18861.58710146532,5.318279626296317,0.2130670036817575,0.2754645572241259,5.4832608227309,0.2297382962613081,0.3031929433342533,5.465186254835401,0.2505826772363528,0.3064640506299576,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
4,0.6934512299289751,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/115.pdb,18648.615605523803,5.319813895091753,0.2119332617374866,0.279535666283827,5.483507174094253,0.2301687682338005,0.3030900919992081,5.468635955123884,0.251349199957688,0.3117656405850861,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
5,0.6936573011614894,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/124.pdb,19094.10177497124,5.316287471162991,0.2116005457424722,0.2765186711194495,5.485697169255429,0.2307740929157888,0.3028811373712244,5.463212094416665,0.2512826625032284,0.305333010007848,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
6,0.6938169373709587,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_1890/pdbs/274.pdb,19168.985533554875,5.318663614047326,0.2163235670919781,0.2622187820150815,5.460727030005578,0.2283877941054405,0.2921842479165306,5.447745464581522,0.2491055761735401,0.2907527757015662,0.4728159802791342,0.4537774837277925,0.482920934936262,0.5271840197208658,0.5462225162722075,0.517079065063738
7,0.6938893522544721,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/99.pdb,18779.819735304984,5.31814893317191,0.2135801617839218,0.2669117271595178,5.476918812913332,0.2318639756972623,0.2953386593303813,5.465238898188166,0.248445214773288,0.3028002296379804,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
8,0.6939153249808183,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/108.pdb,18792.90028394656,5.316481394241293,0.2135241556412989,0.2693425439608587,5.480693405001449,0.2323341347732481,0.3015909607401834,5.461132430847798,0.2480570345662713,0.3016706658664995,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
9,0.6941201876231107,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/1/output_671/pdbs/132.pdb,18632.80247203182,5.312252483117256,0.2115914938657078,0.2737459785052855,5.47983338759259,0.2316812779538559,0.3013432596915315,5.460645103463121,0.2508474158035469,0.3049298117850297,0.5663059021761762,0.5626222228210174,0.6243741938963828,0.4336940978238238,0.4373777771789827,0.3756258061036171
