,n,rmsd_mean,rmsd_std
1,,0.12703570087983912,0.10222650899489753
2,,0.07724265960835398,0.049393922243507145
3,,0.06243672475784545,0.03011184584786167
4,,0.055887885842339044,0.01817689212156872
5,,0.052648809881501286,0.011591587812919295
6,,0.05097360563030193,0.008085393298144283
7,,0.05013099712654583,0.006083786431521896
8,,0.04947332175098063,0.004788979891282746
9,,0.048996567072258336,0.004301955897302539
10,,0.04859795166291937,0.003960592406122791
11,,0.04823252627174477,0.0034151134312942347
12,,0.04797830156535318,0.003233462565785732
13,,0.04771406426912551,0.002975422118627919
14,,0.047506549094743875,0.002779419251447894
15,,0.04731301133339762,0.0026804049421234708
16,,0.047140995281967774,0.002581525755719328
17,,0.04698974379295941,0.0025200116801052936
18,,0.04683746168818873,0.0024615293582819575
19,,0.046695421177173194,0.0024201043154235837
20,,0.04658067368468092,0.0023857211920280917
21,,0.04646131670051732,0.002347699522356
22,,0.04635680989230156,0.0023212887739139155
23,,0.04625183512933257,0.0023025048293367776
24,,0.04617444128921557,0.0022771878549494758
25,,0.04608219117843364,0.002236226434444328
26,,0.04600580181093275,0.002212881036548113
27,,0.04594906367615318,0.002192956920006573
28,,0.045884369946764425,0.0021816967828924873
29,,0.04581583368312181,0.0021558970706403546
30,,0.04576431959084551,0.002148687772492499
31,,0.04570980090335316,0.0021366930055292965
32,,0.045657909206479205,0.002113470173597333
33,,0.0455874532091345,0.002086091566953236
34,,0.0455233118481282,0.0020756100117474002
35,,0.04546349295624251,0.002057335444936236
36,,0.045414268998726956,0.0020393200288362687
37,,0.04537010109397755,0.002017525780674321
38,,0.04531986606580216,0.0020085619348779045
39,,0.045274528232089425,0.002002479526383932
40,,0.04522975333182045,0.0019962673318223638
41,,0.0451937413935028,0.0019895461121103367
42,,0.04514580841621847,0.001975838881780634
43,,0.04510606816296786,0.001968415118864044
44,,0.045060960334692625,0.0019653999698710178
45,,0.04502236697440344,0.0019559865654577104
46,,0.04497887641781318,0.0019499266113204797
47,,0.04495237940092576,0.0019408666465411514
48,,0.044911361821289415,0.0019293263217725347
49,,0.04490605678355216,0.001942891804057804
50,,0.044853218982776354,0.0019490136220467287
51,,0.044827592266682134,0.0019423945762182245
52,,0.04479596984353292,0.0019424438848905472
53,,0.044770024343398086,0.0019269644177919
54,,0.044733879503996904,0.0019252419349530061
55,,0.04469946722452422,0.0019181479600623302
56,,0.044681003958622276,0.0019117511982819461
57,,0.04465355883317703,0.0019061009638313244
58,,0.04462016773903728,0.001910146681965269
59,,0.04458979251793056,0.0019010652166057292
60,,0.0445705026889145,0.001902291266818125
61,,0.04453295232194908,0.00189917440403805
62,,0.04451482164155958,0.0019034127224020715
63,,0.044479858917469785,0.001897849322125355
64,,0.04446128055225735,0.0018885705100786345
65,,0.04443761887553571,0.0018823787306693027
66,,0.04441824063149045,0.0018769828702523091
67,,0.04439466317513238,0.001870400214054832
68,,0.04435729208715309,0.0018724531972085607
69,,0.04432791289521698,0.0018701094841932831
70,,0.04431262839377047,0.0018648157216200932
71,,0.04428217821757505,0.0018639644939726357
72,,0.04425871729989982,0.001856809838716514
73,,0.044240031050734485,0.0018530236263116626
74,,0.04420958434266767,0.0018459835474655135
75,,0.04419482871054331,0.0018451889356942384
76,,0.04418058215846452,0.0018441547478628534
77,,0.04415584275250191,0.0018427766303690783
78,,0.04412712535028088,0.0018430314715624356
79,,0.04410619068576578,0.0018362191637334268
80,,0.04408957915271591,0.001840265212572569
81,,0.04407090754269158,0.001832626793809286
82,,0.044042138236260756,0.001828551958522915
83,,0.04401953038129552,0.0018340228679063052
84,,0.04400476092816921,0.0018286301709920872
85,,0.04398414361289024,0.001827944903176927
86,,0.04395879708627029,0.0018218962932047252
87,,0.04393257180697239,0.0018209797420048427
88,,0.0439187376543519,0.0018134303373403085
89,,0.04389875776382698,0.001812861148299982
90,,0.04388046174766794,0.0018096730432349583
91,,0.04386333414284511,0.0018046816389588344
92,,0.043851783968355915,0.0018004138291770745
93,,0.04383671185031236,0.0017977167458957065
94,,0.04381262343139365,0.0017913582141560842
95,,0.0437974926729513,0.0017857697398002735
96,,0.04377858720948541,0.0017833626874028353
97,,0.04375640280263225,0.0017943012097494716
98,,0.0437453467842633,0.0017906406732642562
99,,0.04373386784177821,0.0017869149622341102
100,,0.04370958107438584,0.0017833279999365378
101,,0.043694389237451836,0.0017823408289327353
102,,0.043684668323926576,0.0017809553937995725
103,,0.04366297228533916,0.0017805687468665904
104,,0.04365576876622828,0.001778797261244746
105,,0.043645533732784784,0.0017756872807860018
106,,0.043629682945091855,0.0017717093553196613
107,,0.04361185993006748,0.0017651071776396922
108,,0.043600546792232,0.0017619810932719337
109,,0.04357823984011088,0.0017573225959716871
110,,0.04356637321342715,0.0017512100574514557
111,,0.043542299901913065,0.0017440910186489896
112,,0.043528527473841,0.0017414281561938996
113,,0.04351230998956312,0.001734182906282602
114,,0.04349456146190177,0.001727608674013531
115,,0.043483150886185755,0.0017261013437928718
116,,0.04347671270720439,0.0017232036078891912
117,,0.04347050963540313,0.0017234056951000885
118,,0.04345114341287919,0.001718148179712822
119,,0.04343409669276424,0.0017174053600345525
120,,0.04342204414426509,0.0017158907152882892
121,,0.04340362901499288,0.0017111327330602895
122,,0.04338810024392876,0.0017061393867279818
123,,0.043372870163450664,0.0017025138168493652
124,,0.04336175817168644,0.001698717526094084
125,,0.04335166709013244,0.0016934350511467531
126,,0.04333689601619679,0.0016871329464774325
127,,0.043324916735825725,0.0016844799035075975
128,,0.04330575622150307,0.0016796315829679578
129,,0.04329234236081457,0.0016761318945584607
130,,0.04328409104141497,0.0016728654797702085
