,N,J,w_xray,r_free,w_0_7mhl,r_work_7mhl,ff,pdb,cif_0,r_free_7mhm,r_work_7mhm,cif_1,w_1_7mhl,w_2_7mhl,w_3_7mhl,w_4_7mhl,w_5_7mhl,w_6_7mhl,w_7_7mhl
62,4.0,2.0,4.0,0.2770677205976344,0.25,0.2665428069095534,557277.7687335346,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/62/output_20/pdbs/6.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2330523720411828,0.1914433530236969,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.25,0.25,0.25,,,,
63,4.0,2.0,8.0,0.2846732041508367,0.25,0.2725546727353246,650856.2722518133,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/63/output_7/pdbs/6.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2330001594660028,0.1943587133337238,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.25,0.25,0.25,,,,
64,4.0,2.0,16.0,0.2878250426732417,0.25,0.2764494892315512,667771.544612923,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/64/output_11/pdbs/6.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2341179402741826,0.1971503432406068,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.25,0.25,0.25,,,,
65,4.0,2.0,32.0,0.2919691183605162,0.25,0.2824918962936963,479212.49196815153,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/65/output_2/pdbs/5.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2489401986472958,0.2101541771381808,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.25,0.25,0.25,,,,
66,8.0,1.0,0.03125,0.3058809693304952,0.125,0.3068811378905689,13953.750246555155,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/66/output_0/pdbs/4.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
67,8.0,1.0,0.0625,0.291521420039696,0.125,0.2840391481647279,15977.9959194951,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/67/output_24/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
68,8.0,1.0,0.125,0.2375329093294707,0.125,0.2276180493651501,15879.832804911211,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/68/output_19/pdbs/27.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
69,8.0,1.0,0.25,0.1966936403459773,0.125,0.1843369607208752,17424.068592005213,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/69/output_21/pdbs/18.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
70,8.0,1.0,0.5,0.179046497629542,0.125,0.1631895125865291,22012.9102385185,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/70/output_10/pdbs/17.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
71,8.0,1.0,1.0,0.1706074763215763,0.125,0.1518094217314446,45049.08103934726,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/71/output_7/pdbs/12.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
72,8.0,1.0,2.0,0.1725553860244973,0.125,0.1352109224136057,409707.7657581452,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/72/output_0/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
73,8.0,1.0,4.0,0.1790265127257928,0.125,0.1407372679225675,989747.1508467004,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/73/output_7/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
74,8.0,1.0,8.0,0.1844915671275288,0.125,0.1420404517004686,1892682.3264014623,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/74/output_2/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
75,8.0,1.0,16.0,0.1911625982310087,0.125,0.1451551232565751,2823507.312436396,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/75/output_9/pdbs/12.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
76,8.0,1.0,32.0,0.1942483216959347,0.125,0.141555501722018,4632791.190571796,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/76/output_13/pdbs/15.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125
77,8.0,2.0,0.03125,0.295071786275197,0.125,0.291508730341747,14446.701399799393,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/77/output_2/pdbs/5.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.3091365869275492,0.3093864072084162,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
78,8.0,2.0,0.0625,0.2630343750674976,0.125,0.2583198158452774,15571.824479173863,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/78/output_17/pdbs/8.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2685503466597307,0.2586146806752979,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
79,8.0,2.0,0.125,0.2324036264132523,0.125,0.2204716429007813,16062.95733968772,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/79/output_22/pdbs/15.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2243124208300387,0.2172462241610215,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
80,8.0,2.0,0.25,0.2136132075413446,0.125,0.2056191284514888,17500.6354883492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/80/output_20/pdbs/12.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2101291677064438,0.2001845198178091,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
81,8.0,2.0,0.5,0.2071778363193239,0.125,0.1998176033754501,22808.62075660526,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/81/output_15/pdbs/13.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1995489959843763,0.1831552194855775,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
82,8.0,2.0,1.0,0.2283493476381563,0.125,0.220024047707447,52993.56264220567,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/82/output_16/pdbs/8.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1914477811618792,0.1702162595912446,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
83,8.0,2.0,2.0,0.251418999107347,0.125,0.2416929035649121,966005.7382437496,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/83/output_12/pdbs/10.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1751820153133709,0.1374604209395828,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
84,8.0,2.0,4.0,0.2552543116299515,0.125,0.2496409006591062,2413054.577430899,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/84/output_24/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1806133544193512,0.141113519799221,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
85,8.0,2.0,8.0,0.2629656133514779,0.125,0.2551625909174273,3070900.4323112834,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/85/output_13/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1914984115644927,0.1459046450540043,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
86,8.0,2.0,16.0,0.2676544740101505,0.125,0.2600534368622154,3617450.3276504185,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/86/output_13/pdbs/11.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.1948669516028043,0.1518277903012562,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
87,8.0,2.0,32.0,0.2865514110025696,0.125,0.2773065967494892,946805.0968271336,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/196_w_bench/87/output_11/pdbs/5.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,0.2383633699076693,0.2005066096779629,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,0.125,0.125,0.125,0.125,0.125,0.125,0.125
