,n,xray_native_0+xray_native_1_mean,xray_native_0+xray_native_1_std,ff_mean,ff_std,rmsd_mean,rmsd_std,xray_native_0+xray_native_1_50,xray_native_0+xray_native_1_25,xray_native_0+xray_native_1_75,ff_50,ff_25,ff_75,rmsd_50,rmsd_25,rmsd_75
60,61,7.7890502559137795,0.11686830625016989,9905.271557707578,3604.0943982527706,0.0813203509789691,0.03053860918371127,7.784624563754726,7.736012142989848,7.862961984914971,9291.639531438772,6946.634228866595,11780.453191102535,0.0854523291591858,0.0516952221208811,0.1084406120820728
61,62,7.786606490073494,0.11696156472435176,9946.82915942481,3601.137924595342,0.08104992807496442,0.0305499336164108,7.780939675701163,7.736012142989848,7.862961984914971,9291.639531438772,6946.634228866595,11780.453191102535,0.0854523291591858,0.0513806115193375,0.1084406120820728
62,63,7.78532701932558,0.11635247196508244,9953.501610328618,3588.397003636679,0.08117668369123962,0.03056931188672816,7.780939675701163,7.736012142989848,7.859243032884617,9291.639531438772,7199.418744011423,11780.453191102535,0.0854523291591858,0.0504367797147067,0.1084406120820728
63,64,7.783926884753769,0.11530403013762708,9946.176510036727,3581.115227767217,0.08103327036671927,0.03054788382623562,7.780939675701163,7.736012142989848,7.859243032884617,9291.639531438772,7199.418744011423,11780.453191102535,0.0854523291591858,0.0504367797147067,0.1084406120820728
64,65,7.782723083382996,0.11531484152239727,9947.350644531685,3564.262790864094,0.08091408869243963,0.03056205946280601,7.780939675701163,7.736012142989848,7.849735188497722,9291.639531438772,7199.418744011423,11780.453191102535,0.0854523291591858,0.0504367797147067,0.10491185450516674
65,66,7.7820073352312145,0.11466400994947835,9967.083346805095,3569.450336125286,0.08078893882192384,0.030586413535936666,7.780939675701163,7.736012142989848,7.849735188497722,9291.639531438772,7199.418744011423,11780.453191102535,0.0854523291591858,0.050356420758413026,0.1037356019795314
66,67,7.780387975453968,0.1144628119399676,9997.356634211015,3560.254507315494,0.08074365048186184,0.030566091493641333,7.779617933071989,7.736012142989848,7.849735188497722,9291.639531438772,7280.6794710304375,11780.453191102535,0.0854523291591858,0.0504367797147067,0.10491185450516674
67,68,7.779023672642824,0.11382786478722773,9979.390794245872,3572.9407691154,0.08082344219504686,0.03050185666668389,7.779617933071989,7.736012142989848,7.848760972155574,9291.639531438772,7210.5675108314135,11780.453191102535,0.0854523291591858,0.0504367797147067,0.1084406120820728
68,69,7.777495781334372,0.11334453961781743,9991.638765264239,3570.890452307589,0.08075401888618393,0.030502897675459734,7.779617933071989,7.734029399172383,7.848760972155574,9291.639531438772,7544.179291370232,11780.453191102535,0.0854523291591858,0.0504367797147067,0.1084406120820728
69,70,7.775502673797444,0.112485372093074,9987.528042078467,3556.9077529957335,0.08042873444217333,0.030410515665244477,7.779617933071989,7.728081167719987,7.842125461282009,9291.639531438772,7722.614975437585,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
70,71,7.774368189010901,0.11234911378447492,9959.593036323979,3542.2796250678844,0.08043297535308014,0.030457980938204926,7.779617933071989,7.728081167719987,7.842125461282009,9291.639531438772,7680.538591088405,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
71,72,7.773257164234016,0.11269519496768007,9959.348703831303,3533.0126490178204,0.08062294270915256,0.030517173451991484,7.779617933071989,7.728081167719987,7.839512757513384,9291.639531438772,7722.614975437585,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
72,73,7.771590522543042,0.11264027395445174,9965.247695547578,3538.7508532208913,0.0804211355434031,0.030572862414751486,7.779617933071989,7.728081167719987,7.839512757513384,9291.639531438772,7722.614975437585,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
73,74,7.770966178241013,0.11227487906550662,9937.401542012223,3538.222159356749,0.08047851974563845,0.030495406952575025,7.779617933071989,7.728081167719987,7.839512757513384,9291.639531438772,7680.538591088405,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
74,75,7.769960762230837,0.1116460239279728,9933.689113756418,3536.0227714337216,0.0805320900273658,0.030396820890057814,7.779617933071989,7.728081167719987,7.839512757513384,9291.639531438772,7680.538591088405,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1037356019795314
75,76,7.768192761913842,0.11198654918610093,9952.108124334161,3524.4333398139283,0.08065614765085392,0.030620280424875725,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7722.614975437585,11780.453191102535,0.0854523291591858,0.0478382057500974,0.1084406120820728
76,77,7.767628274333652,0.11185205042413358,9978.669003321078,3524.096163665156,0.08056181797384655,0.030681130214897913,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0478382057500974,0.10491185450516674
77,78,7.766180579230754,0.11098914630773139,9936.758217852801,3498.5336344831844,0.080571135298924,0.03066847458972565,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.047200285914123674,0.10491185450516674
78,79,7.764477414582647,0.111308175498588,9993.586842987464,3504.506100462244,0.08021475102735062,0.03076764440376152,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.1029645964211455
79,80,7.763562366750168,0.11087257763549807,9985.710305589311,3491.064983734739,0.08007304529844049,0.030768474608757757,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.0991782309748315
80,81,7.761219288523684,0.11091459281236944,9980.875530304085,3493.4770387403296,0.08005339906450971,0.030588922513030865,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.0968120751838015
81,82,7.760456577404572,0.11102317326979196,9971.626817324954,3486.631160760621,0.0800492638532437,0.030523097661955923,7.7790217452327965,7.728081167719987,7.816063713503277,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.0968120751838015
82,83,7.759421213449681,0.11035017754484515,9986.855399037242,3482.0013858180123,0.07970574053926426,0.0303241355288875,7.7790217452327965,7.728081167719987,7.803650224285391,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.0968120751838015
83,84,7.758846530418002,0.10988981620487302,9973.269745573583,3487.2826332477107,0.0798440490168774,0.030307070247993232,7.7790217452327965,7.728081167719987,7.803650224285391,9291.639531438772,7730.4262763720835,11780.453191102535,0.0854523291591858,0.0452865264062025,0.0968120751838015
84,85,7.757856237061537,0.10984990223693213,9949.353548538802,3475.1252830454787,0.07998350754475171,0.03022637739780211,7.7790217452327965,7.728081167719987,7.803650224285391,9291.639531438772,7730.4262763720835,11751.912070288037,0.0854523291591858,0.0452865264062025,0.0968120751838015
85,86,7.75646021150808,0.10975609335492896,9942.606414956208,3469.6660126774605,0.0799964158792252,0.030074772690028416,7.7790217452327965,7.708893310960465,7.803650224285391,9291.639531438772,7730.4262763720835,11742.398363349872,0.0854523291591858,0.0452865264062025,0.0968120751838015
86,87,7.754661963156512,0.10934479056307442,9978.77421448685,3479.976235461226,0.07962299725888734,0.029836273198970205,7.767832414341771,7.708893310960465,7.796940771426036,9291.639531438772,7730.4262763720835,11742.398363349872,0.0854523291591858,0.0452865264062025,0.0968120751838015
87,88,7.754061651599049,0.10947692116418883,9996.009374883244,3487.561765338289,0.07973899713283351,0.029805215041783538,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11751.912070288037,0.0854523291591858,0.0452865264062025,0.0968120751838015
88,89,7.753438098550439,0.10950760016901386,9995.988067762048,3488.446490503525,0.07959360601582026,0.0298013842533845,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11751.912070288037,0.0854523291591858,0.0452865264062025,0.0968120751838015
89,90,7.752666355669403,0.1090005699124349,9961.055799152384,3480.0643473440896,0.07955583750287906,0.0298022994441575,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11742.398363349872,0.0854523291591858,0.0452865264062025,0.0968120751838015
90,91,7.751034766731684,0.10927946524688072,9973.023725917985,3451.0951762750565,0.07969619451244514,0.029939402487141196,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11742.398363349872,0.0854523291591858,0.0452865264062025,0.0968120751838015
91,92,7.750623958183535,0.10915838966915005,9939.66191455543,3450.6724711874217,0.07960737916637048,0.02997873302112414,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11230.53007475338,0.0854523291591858,0.0452865264062025,0.0968120751838015
92,93,7.7501798154791945,0.10873236108688074,9919.881821678815,3442.4065643377,0.07962523451696363,0.029912207543358528,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11230.53007475338,0.0854523291591858,0.0452865264062025,0.0968120751838015
93,94,7.74905894389179,0.10901652724837549,9934.132357502063,3437.734264899856,0.07941342909414356,0.030001372579105977,7.767832414341771,7.708893310960465,7.794704287139584,9291.639531438772,7730.4262763720835,11230.53007475338,0.0854523291591858,0.0452865264062025,0.0968120751838015
94,95,7.747960544515279,0.10899780824537407,9953.938588366547,3435.269969397128,0.07939243154156272,0.029981826239693567,7.767832414341771,7.708893310960465,7.794244707761496,9291.639531438772,7730.4262763720835,11230.53007475338,0.0854523291591858,0.0452865264062025,0.0968120751838015
95,96,7.74725491870746,0.10852178085011956,9925.476610115466,3434.767030810467,0.07915966517246019,0.029919856999455624,7.767832414341771,7.708893310960465,7.794244707761496,9291.639531438772,7730.4262763720835,11230.53007475338,0.0854523291591858,0.0452865264062025,0.0968120751838015
96,97,7.74766268199502,0.10498205453998227,9940.261075864133,3456.101605401775,0.07964881040195186,0.029380995009014723,7.767832414341771,7.708893310960465,7.794244707761496,9291.639531438772,7730.4262763720835,11742.398363349872,0.0841481662433761,0.0478382057500974,0.0968120751838015
97,98,7.7458595598630655,0.10377832159497079,9972.59814678194,3448.119520858562,0.07947075612120927,0.02942015650252006,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11742.398363349872,0.0841481662433761,0.0478382057500974,0.0968120751838015
98,99,7.744823217961962,0.10397102242881351,9955.264209995836,3438.480883455698,0.07959111029724077,0.029536983819861945,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11742.398363349872,0.0841481662433761,0.0478382057500974,0.0968120751838015
99,100,7.743947136036509,0.10324786849981978,9957.09044296203,3429.3350004498784,0.07984583385170534,0.029577116236818315,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11742.398363349872,0.08480024770128095,0.0478382057500974,0.0968120751838015
100,101,7.743010712243016,0.10273961951687001,9961.848114633982,3427.3249979401294,0.07969095202170907,0.02957311294220369,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11742.398363349872,0.0841481662433761,0.0452865264062025,0.0968120751838015
101,102,7.741410093513922,0.10302739479092676,9922.456502753053,3409.536774815365,0.07954284353504035,0.029622072831418236,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11592.894509078367,0.0841481662433761,0.0452865264062025,0.0968120751838015
102,103,7.739751980704896,0.10346779921696289,9912.244762841738,3397.8776459619953,0.07905978403251812,0.029549559663025485,7.766440416426043,7.708893310960465,7.786280003511941,9291.639531438772,7730.4262763720835,11592.894509078367,0.0841481662433761,0.0452865264062025,0.0968120751838015
