,n,rmsd_mean,rmsd_std,rmsd_50,rmsd_25,rmsd_75
193,194,0.04334881975058568,0.003125057127265547,0.0421222830025491,0.0413205859753089,0.0435088955926098
194,195,0.043330263608039536,0.003108446413581316,0.0421222830025491,0.0413205859753089,0.0435088955926098
195,196,0.0433113633850664,0.003087279099439651,0.0421222830025491,0.0413205859753089,0.0435088955926098
196,197,0.04329811104995432,0.0030820723751869843,0.0421222830025491,0.0413205859753089,0.0435088955926098
197,198,0.04326553566710018,0.003023309527066625,0.0421222830025491,0.0413205859753089,0.0435088955926098
198,199,0.04324674053512153,0.003009585134704659,0.0421222830025491,0.0413205859753089,0.0435088955926098
199,200,0.043224563545610876,0.00298117484695489,0.0421222830025491,0.0413205859753089,0.0435088955926098
200,201,0.04321539479795827,0.0029666709209206182,0.0421222830025491,0.0413205859753089,0.0435088955926098
201,202,0.04319562488007656,0.002932031410248698,0.0421222830025491,0.0413205859753089,0.0435088955926098
202,203,0.043158500033474045,0.0028884542590428704,0.0421222830025491,0.0413205859753089,0.0435088955926098
203,204,0.04314921009709992,0.002886811255863954,0.0421222830025491,0.0413205859753089,0.0435088955926098
204,205,0.04312906476925377,0.002865601463796209,0.0421222830025491,0.0413205859753089,0.0435088955926098
205,206,0.04312060167617292,0.0028599636160572517,0.0421222830025491,0.0413205859753089,0.0435088955926098
206,207,0.04310674402075258,0.0028577396625002922,0.0421222830025491,0.0413205859753089,0.0435088955926098
207,208,0.04310232150761812,0.002859489195876935,0.0421222830025491,0.0413205859753089,0.0435088955926098
208,209,0.04310097489217368,0.002856940399287429,0.0421222830025491,0.0413205859753089,0.0435088955926098
209,210,0.043086536570872816,0.0028397704346335147,0.0421222830025491,0.0413205859753089,0.0431933638857495
210,211,0.04306947172019271,0.0028258437244333807,0.0421222830025491,0.0413205859753089,0.0430881866501294
211,212,0.04306535162409391,0.002826768957179431,0.0421222830025491,0.0413205859753089,0.0430881866501294
212,213,0.043038165017900885,0.0028056537218454007,0.0421222830025491,0.0413205859753089,0.0430881866501294
213,214,0.04300230694258726,0.0027495334561395694,0.0420803836515454,0.0413205859753089,0.0430881866501294
214,215,0.042995324150126885,0.00275007729510896,0.0420384843005417,0.0413205859753089,0.0430881866501294
215,216,0.042977795706350956,0.002729929896065713,0.0420384843005417,0.0413205859753089,0.0430881866501294
216,217,0.04296404580231875,0.002720016198745635,0.0420384843005417,0.0413205859753089,0.0430881866501294
217,218,0.042958074058491474,0.0027201626324097803,0.0420384843005417,0.0413205859753089,0.0430881866501294
218,219,0.042933743732984,0.0026984572819184647,0.0420384843005417,0.0413205859753089,0.0430881866501294
219,220,0.04292897609552587,0.0026982697183657754,0.0420384843005417,0.0413205859753089,0.0430881866501294
220,221,0.04291699714959352,0.002672895052582658,0.0420384843005417,0.0413205859753089,0.0430881866501294
221,222,0.04290115366470131,0.002638207097914076,0.0420384843005417,0.0413205859753089,0.0430881866501294
222,223,0.042886206361384814,0.0026264055059968166,0.0420384843005417,0.0413205859753089,0.0430881866501294
223,224,0.04287620193663898,0.0026208940875786743,0.0420384843005417,0.0413205859753089,0.0430881866501294
224,225,0.042871279895161284,0.002620722778817398,0.0420384843005417,0.0413205859753089,0.0430881866501294
225,226,0.042851327832956435,0.002600101940488363,0.0420384843005417,0.0413205859753089,0.0430881866501294
226,227,0.04283026358344241,0.0025858093249802898,0.0420384843005417,0.0413205859753089,0.0430881866501294
227,228,0.04281564951867757,0.0025719969696029114,0.0420384843005417,0.0413205859753089,0.0430881866501294
228,229,0.04280222906579677,0.0025560637205165235,0.0420384843005417,0.0413205859753089,0.0430881866501294
229,230,0.04279415818001063,0.0025530124673052742,0.0420384843005417,0.0413205859753089,0.0430881866501294
230,231,0.042779424835772864,0.002532192877560736,0.0420384843005417,0.0413205859753089,0.0430881866501294
231,232,0.0427674791936756,0.002527982723145029,0.0420384843005417,0.0413205859753089,0.0430881866501294
232,233,0.042742440808894805,0.0024949492973898105,0.0420384843005417,0.0413205859753089,0.0430881866501294
233,234,0.04272736587910599,0.0024773639800831156,0.0420384843005417,0.0413205859753089,0.0430881866501294
234,235,0.04272162248311748,0.0024776195217637363,0.0420384843005417,0.0413205859753089,0.0430881866501294
235,236,0.04272162248311748,0.0024776195217637363,0.0420384843005417,0.0413205859753089,0.0430881866501294
236,237,0.04275272024727773,0.002601677557190182,0.0420384843005417,0.0410823832537455,0.0430881866501294
237,238,0.04269444673718349,0.0024460638048266472,0.0420384843005417,0.0413205859753089,0.0430881866501294
238,239,0.04268535067571375,0.00241670252865272,0.0420384843005417,0.0413205859753089,0.0430881866501294
239,240,0.04266850778794097,0.002394870802275905,0.0420384843005417,0.0413205859753089,0.0430881866501294
240,241,0.04265178867877743,0.002376665277428761,0.0420384843005417,0.0413205859753089,0.0430881866501294
241,242,0.042689063025506756,0.0025248940900830115,0.0420384843005417,0.0410823832537455,0.0428113302120758
242,243,0.0426535759788061,0.002468815978094054,0.0420384843005417,0.0410823832537455,0.0428113302120758
243,244,0.04264555733956732,0.0024606307020929715,0.0420384843005417,0.0410823832537455,0.0428113302120758
244,245,0.042635538787264955,0.002447790322231039,0.0420384843005417,0.0410823832537455,0.0428113302120758
245,246,0.042630734750530294,0.0024485767161336195,0.0420384843005417,0.0410823832537455,0.0428113302120758
246,247,0.04262230703840203,0.0024375605132611884,0.0420384843005417,0.0410823832537455,0.0428113302120758
247,248,0.042603970490393425,0.002409599010870723,0.0420384843005417,0.0410823832537455,0.0428113302120758
248,249,0.04258482404998438,0.002382208335031474,0.0420384843005417,0.0410823832537455,0.0428113302120758
249,250,0.04256915258918093,0.002367713846413569,0.0420384843005417,0.0410823832537455,0.0428113302120758
250,251,0.04256460263272914,0.002368229824116871,0.0420384843005417,0.0410823832537455,0.0428113302120758
251,252,0.042548703927263454,0.0023449241601793615,0.0420384843005417,0.0410823832537455,0.0428113302120758
252,253,0.04253596512818229,0.0023338076660377326,0.0420384843005417,0.0410823832537455,0.0428113302120758
253,254,0.04253288608322771,0.002331870352547186,0.0420384843005417,0.0410823832537455,0.0428113302120758
254,255,0.04251506240920716,0.0023055145826285737,0.0420384843005417,0.0410823832537455,0.0428113302120758
255,256,0.042511669993220716,0.0023057052395437727,0.0420384843005417,0.0410823832537455,0.0428113302120758
256,257,0.0425022362117606,0.0022918447638592544,0.0420384843005417,0.0410823832537455,0.0428113302120758
257,258,0.04247819086768555,0.002244602473215992,0.0420384843005417,0.0410823832537455,0.0428113302120758
258,259,0.04245139800269294,0.002192325061437804,0.0420384843005417,0.0410823832537455,0.0428113302120758
259,260,0.04244274117161251,0.002178373444691594,0.0420384843005417,0.0410823832537455,0.0428113302120758
260,261,0.04244274117161251,0.002178373444691594,0.0420384843005417,0.0410823832537455,0.0428113302120758
261,262,0.04243882391503688,0.0021787915876599066,0.0420384843005417,0.0410823832537455,0.0428113302120758
262,263,0.04243708644990754,0.0021789592020818147,0.0420384843005417,0.0410823832537455,0.0428113302120758
263,264,0.04243680959346948,0.0021788940439154735,0.0420384843005417,0.0410823832537455,0.0428113302120758
264,265,0.0424261569415439,0.0021636508526498674,0.0420384843005417,0.0410823832537455,0.0428113302120758
265,266,0.04242254418821342,0.00216374488174982,0.0420384843005417,0.0410823832537455,0.0428113302120758
266,267,0.042408143371432096,0.0021559592757215544,0.0420384843005417,0.0410823832537455,0.0428113302120758
267,268,0.04237928003221188,0.002073845763237223,0.0420384843005417,0.0410823832537455,0.0428113302120758
268,269,0.04237754128265277,0.002073722787573133,0.0420384843005417,0.0410823832537455,0.0428113302120758
269,270,0.04237228743715072,0.0020719854679695855,0.0420384843005417,0.0410823832537455,0.0428113302120758
270,271,0.04237123773480113,0.0020718884116797858,0.0420384843005417,0.0410823832537455,0.0428113302120758
271,272,0.0423674246098722,0.0020716760470837242,0.0420384843005417,0.0410823832537455,0.0428113302120758
272,273,0.0423674246098722,0.0020716760470837242,0.0420384843005417,0.0410823832537455,0.0428113302120758
273,274,0.04235987599340747,0.0020630589662819464,0.0420384843005417,0.0410823832537455,0.0428113302120758
274,275,0.0423576417898903,0.0020639436530582363,0.0420384843005417,0.0410823832537455,0.0428113302120758
275,276,0.042349643207308316,0.0020568380986469774,0.0420384843005417,0.0410823832537455,0.0428113302120758
276,277,0.04233650026169829,0.002034237136819757,0.0420384843005417,0.0410823832537455,0.0428113302120758
277,278,0.042319347958880614,0.002011247887670155,0.0420384843005417,0.0410823832537455,0.0428113302120758
278,279,0.04231902595745704,0.0020113902077797405,0.0420384843005417,0.0410823832537455,0.0428113302120758
279,280,0.042311132769079225,0.0020105132762414475,0.0420384843005417,0.0410823832537455,0.0428113302120758
280,281,0.042300057311214334,0.001975659089636112,0.0420384843005417,0.0410823832537455,0.0428113302120758
281,282,0.042291474849154756,0.0019628423186097877,0.0420384843005417,0.0410823832537455,0.0428113302120758
