,ff,rmsd_native_0,pdb,w_0_native_0,xray_native_0,w_1_native_0,r_free_native_0,rmsd,r_work_native_0,out_id
0,12303.530454157592,0.115023335612445,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_863/pdbs/499.pdb,0.5582714395551185,3.8909827707990496,0.4417285604448815,0.1535369448407019,0.115023335612445,0.1328145410307507,863
1,23284.67476042876,0.338546298223184,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_368/pdbs/499.pdb,0.707334708137887,4.218527403723486,0.292665291862113,0.2206364551833681,0.338546298223184,0.19038395439339,368
2,29419.22124153756,0.7051895145116689,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_701/pdbs/499.pdb,0.9799917623350624,4.161332027078694,0.0200082376649375,0.2237721798775193,0.7051895145116689,0.1905619264326581,701
3,11026.297706073005,0.0884168112072723,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_285/pdbs/499.pdb,0.4809597500691051,3.84089821075646,0.5190402499308948,0.1460020998101959,0.0884168112072723,0.1294200897496772,285
4,26511.5574456924,1.518703725029937,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_397/pdbs/499.pdb,0.1857883938688452,4.139872460666663,0.8142116061311547,0.2387487347724111,1.518703725029937,0.2134657603359961,397
5,14479.924260820242,0.0489509515800515,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_63/pdbs/499.pdb,0.4963272178172717,3.8974236364526647,0.5036727821827283,0.1496960504890573,0.0489509515800515,0.1361236091269306,63
6,20028.785664422485,0.1231788810344096,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_438/pdbs/499.pdb,0.448239554637188,3.787874900248524,0.551760445362812,0.1378560974137168,0.1231788810344096,0.1227054615390348,438
7,20420.22874923629,0.1379922874901081,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_129/pdbs/499.pdb,0.3634484404642041,3.994756117712453,0.6365515595357959,0.1742481301907568,0.1379922874901081,0.1496378749313138,129
8,17775.190504374095,0.1638578596589702,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_34/pdbs/499.pdb,0.5041901680303921,3.7813747323400655,0.495809831969608,0.1290590691241532,0.1638578596589702,0.1175858239301892,34
9,23208.06211643793,0.3793408987788667,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_781/pdbs/499.pdb,0.2834027112632881,4.172149645394432,0.7165972887367119,0.2039744859821824,0.3793408987788667,0.1844349235531762,781
10,27624.426867588525,1.4190548080433547,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_944/pdbs/499.pdb,0.1422935437095035,4.161238393209866,0.8577064562904965,0.2342971347049198,1.4190548080433547,0.2087584177644698,944
11,15377.391412595302,0.1329982350578932,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_857/pdbs/499.pdb,0.6241465425468004,3.989930978377677,0.3758534574531996,0.1675801838744376,0.1329982350578932,0.1481076873076395,857
12,30960.22396722084,0.753314568773863,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full_ref/1/output_205/pdbs/499.pdb,0.7533553752654594,4.274583924235709,0.2466446247345406,0.2537879268279115,0.753314568773863,0.22513514294526,205
