,min_xray_0+xray_1,xray_0+xray_1_min_0_pdb,xray_0+xray_1_min_0_ff,xray_0+xray_1_min_0_xray_0,xray_0+xray_1_min_0_r_free_0,xray_0+xray_1_min_0_rmsd_0,xray_0+xray_1_min_0_xray_1,xray_0+xray_1_min_0_r_free_1,xray_0+xray_1_min_0_rmsd_1
0,11.810749359502845,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/0/output_191/pdbs/543.pdb,6993.501496965849,5.912488218431483,0.2751633514189998,0.3853643008970372,5.8982611410713615,0.2672787354273989,0.3712596993998862
1,10.950358517295932,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/1/output_787/pdbs/690.pdb,7860.771840506708,5.333487835139964,0.1464706927200841,0.1908264331462053,5.616870682155967,0.1911121815164549,0.2760917397392498
2,11.726215018845544,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/2/output_645/pdbs/400.pdb,7202.531063334671,5.860387097279942,0.2601193654504392,0.3402031881700259,5.865827921565602,0.2613661457614057,0.3417917946735348
3,11.510698845135792,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/3/output_202/pdbs/497.pdb,7002.559663624649,5.807599548419957,0.2406890624465289,0.3513117029070776,5.703099296715834,0.2161914197513498,0.2923545501932049
4,11.526820224459144,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/4/output_549/pdbs/494.pdb,7259.030927276475,5.734363152992206,0.2194249710797045,0.2911391513773461,5.792457071466937,0.2335677191607534,0.3204426265157525
5,10.505531205185271,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/5/output_586/pdbs/172.pdb,8710.394237992436,5.223823436595528,0.1371074443623076,0.2088465682909714,5.281707768589742,0.1445690794197615,0.2348085490602646
6,11.768526885465016,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/6/output_555/pdbs/593.pdb,6980.878066623882,5.886876771426275,0.273061676068116,0.3540032235386281,5.881650114038742,0.2782075687585052,0.3538751422852271
7,11.554215487290527,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/7/output_197/pdbs/641.pdb,7263.085294316682,5.729728852544163,0.2300946592248024,0.3004367389067981,5.824486634746364,0.241694226199656,0.356151879290645
8,11.520334059559193,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/8/output_252/pdbs/177.pdb,7274.03890756444,5.771502808847741,0.2331198577735269,0.3218719656179264,5.748831250711453,0.2228561385306751,0.3109785867391403
9,10.566000110420347,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/9/output_873/pdbs/348.pdb,8428.169512661578,5.272065736625251,0.1487056636511595,0.2074521703239977,5.293934373795096,0.1475181364284174,0.2175064748711355
