,rmsd_0+rmsd_1,pdb,ff,xray_0,r_free_0,rmsd_0,xray_1,r_free_1,rmsd_1
0,0.6536020100612163,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/0/output_840/pdbs/64.pdb,7053.502641454293,5.934261749492489,0.2878967917221201,0.3318992427886546,5.920570018436919,0.2751871773904216,0.3217027672725617
1,0.4503761718654703,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/1/output_261/pdbs/443.pdb,7634.608256521569,5.388394044681325,0.1558756209382081,0.1848107622413078,5.636718701146582,0.1989421597287946,0.2655654096241625
2,0.6229002494446948,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/2/output_322/pdbs/30.pdb,6503.70303988834,5.921261762690965,0.2799046516369771,0.31085907928861,5.9356707106373925,0.2907798914624746,0.3120411701560848
3,0.6191322566821189,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/3/output_503/pdbs/15.pdb,5257.96558906377,6.018473784523128,0.2969062490830299,0.3218524403806286,6.0178805637081325,0.2966139947162157,0.2972798163014903
4,0.5868115759305816,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/4/output_308/pdbs/33.pdb,7009.985901764011,5.862480798095095,0.2534080323131595,0.2818453404908262,5.885635202568223,0.2621339097753318,0.3049662354397554
5,0.41125201366902797,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/5/output_64/pdbs/193.pdb,8649.439700246914,5.247596617624012,0.1413160373558666,0.1917695768684247,5.297932039733835,0.147657278127045,0.2194824368006033
6,0.6528409373395561,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/6/output_79/pdbs/21.pdb,6135.107499239781,5.977918222653689,0.3020606624694533,0.3264557755307356,5.970696732381814,0.3037064060344925,0.3263851618088205
7,0.5998886788994817,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/7/output_708/pdbs/24.pdb,6428.497541115528,5.863291941945789,0.2647384545430423,0.2827751068668492,5.904827775856033,0.2666390440017799,0.3171135720326326
8,0.5644878589854155,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/8/output_981/pdbs/19.pdb,6100.0635202301855,5.923419857693472,0.2665510203605602,0.2850490339317233,5.917802884584953,0.2639617353923922,0.2794388250536922
9,0.40136230798064776,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/145_native_1_state_2_cond/9/output_851/pdbs/405.pdb,7948.487395293312,5.291958649380165,0.1555451205941436,0.1954963754743018,5.315650365078289,0.1558354691283388,0.205865932506346
