,xray_0,r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_226/pdbs/12.pdb,5.751019192942327,0.2909171768305388
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_610/pdbs/10.pdb,5.751062504167905,0.2959856371258632
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_60/pdbs/11.pdb,5.751262017193611,0.2940022385213138
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_570/pdbs/12.pdb,5.751301661767882,0.2919032150148243
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_610/pdbs/11.pdb,5.751321226222199,0.2951771884155889
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_610/pdbs/12.pdb,5.751422630206899,0.2939170566859764
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_633/pdbs/10.pdb,5.751505532115918,0.2901267229670213
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_32/pdbs/12.pdb,5.751705069283278,0.2926880724327456
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_712/pdbs/10.pdb,5.751716184787209,0.2927464518939759
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_32/pdbs/11.pdb,5.751892964121374,0.2929404033385701
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_506/pdbs/12.pdb,5.751896261668577,0.2936305381136048
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_32/pdbs/13.pdb,5.751932069313489,0.2922303020030689
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_60/pdbs/12.pdb,5.751951711025893,0.2941269945483193
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_60/pdbs/10.pdb,5.751958826374416,0.2924613688192642
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_529/pdbs/12.pdb,5.752084307094225,0.2922419808535089
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_900/pdbs/12.pdb,5.752094410922829,0.2913224506178439
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_34/pdbs/12.pdb,5.752105016767823,0.2935331869666437
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_471/pdbs/11.pdb,5.752144466603848,0.2964755426386678
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_570/pdbs/11.pdb,5.752171618213071,0.2927298897667718
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_446/pdbs/11.pdb,5.752191318747115,0.2932613763544405
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_712/pdbs/11.pdb,5.752202774922893,0.2930057954116563
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_267/pdbs/12.pdb,5.752310077312109,0.2934757531304053
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_749/pdbs/12.pdb,5.752326799912485,0.2923398219328283
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_986/pdbs/11.pdb,5.752490465296764,0.2941429336938436
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_876/pdbs/13.pdb,5.75249437049729,0.2943614266282794
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_570/pdbs/13.pdb,5.752504242432104,0.2921294862893331
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_982/pdbs/12.pdb,5.752596588601482,0.2922864019208661
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_706/pdbs/12.pdb,5.752614249312517,0.2916733871075161
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_709/pdbs/13.pdb,5.752654914398176,0.2936361889239349
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_558/pdbs/11.pdb,5.752663416502258,0.2935656736635997
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_446/pdbs/13.pdb,5.752676699862343,0.2938917330982444
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_633/pdbs/12.pdb,5.752677606222648,0.2927779610771876
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_351/pdbs/11.pdb,5.752687990357452,0.2951231954492357
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_351/pdbs/12.pdb,5.752712810174324,0.2940172083085058
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_60/pdbs/13.pdb,5.752723898323047,0.2953405307566731
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_479/pdbs/12.pdb,5.752726062220987,0.2945080255583056
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_900/pdbs/13.pdb,5.752727208891706,0.2922666066899733
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_34/pdbs/11.pdb,5.752741310562096,0.293652048630336
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_226/pdbs/13.pdb,5.752782253757894,0.2930341249535544
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_226/pdbs/14.pdb,5.752799777777483,0.2929351392923439
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_598/pdbs/11.pdb,5.752804339286245,0.2940037350492023
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_64/pdbs/12.pdb,5.752806496882124,0.2916371030131036
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_327/pdbs/12.pdb,5.752807021904728,0.2924710680600129
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_288/pdbs/12.pdb,5.752816795759121,0.2946470738350229
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_471/pdbs/12.pdb,5.75284780831189,0.2959055516170407
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_618/pdbs/12.pdb,5.752852553947832,0.2949385622515064
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_943/pdbs/12.pdb,5.752896393062767,0.2951279653717313
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_529/pdbs/13.pdb,5.752909363963968,0.29279994259497
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_391/pdbs/11.pdb,5.752924317952683,0.2935419730781554
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_327/pdbs/11.pdb,5.7529299844195725,0.2925409367240456
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_281/pdbs/11.pdb,5.75293121863302,0.2934840741783794
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_226/pdbs/11.pdb,5.752931672296168,0.292856636042698
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_986/pdbs/12.pdb,5.752944878840876,0.2932601474104604
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_969/pdbs/12.pdb,5.752953731578587,0.2943786275229671
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_103/pdbs/12.pdb,5.752962359075427,0.2944950969191852
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_575/pdbs/12.pdb,5.752980878300648,0.2934444173239828
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_377/pdbs/11.pdb,5.752989657639737,0.2935108784954506
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_246/pdbs/12.pdb,5.75300486412359,0.2941582410945487
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_650/pdbs/12.pdb,5.753021004606878,0.2961899938841674
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/59_7mhj_1/1018127/output_712/pdbs/12.pdb,5.753055416725713,0.293579201353488
