,n,r_free_0_mean,r_free_0_std,rmsd_mean,rmsd_std
1,,0.12824560244440378,0.01854662972647469,0.5078488094418351,0.03793999158037936
2,,0.11908616129395375,0.015796780758991418,0.4993279792291288,0.03458135120830921
3,,0.11377060878650187,0.014107860037176755,0.49641382199118983,0.034163088859746865
4,,0.10955594619335099,0.013038351045862227,0.4923245291041846,0.030250534800184282
5,,0.10727559073585882,0.012363678931834798,0.4910140975696448,0.030964834007848403
6,,0.10529440038548313,0.011788454585773833,0.4893526632370628,0.029975274008908048
7,,0.10397183705717816,0.011366637140918552,0.48846921475291055,0.02981345400146078
8,,0.10245823883691661,0.01066123234871156,0.48776079358758556,0.02952801345715954
9,,0.10141357687076896,0.010368584529032497,0.4861292626762791,0.027240078833602663
10,,0.1003612885957034,0.009831842100319814,0.4851057686777023,0.02601679523996984
11,,0.09961166006873211,0.009465668677957891,0.4848806331165336,0.02711628063668319
12,,0.09879817819988837,0.009021919278250187,0.4842921467502615,0.02658161359091731
13,,0.09790971703091064,0.008572398990735017,0.4830789512670639,0.02601076869117905
14,,0.0972781036197767,0.008353346889083473,0.4821162719940581,0.02662801890679848
15,,0.09670849621804235,0.008166081755026273,0.48142442836401317,0.026679041988237673
16,,0.09623483474157056,0.00795028793501865,0.4804328383052701,0.026717038184385495
17,,0.09586581799588743,0.007828270190274425,0.4795282405498849,0.026492523553755365
18,,0.09546202803266862,0.007618402187799222,0.47923454686579525,0.026385890271862153
19,,0.09502423397413712,0.0074998027037393705,0.4785210009907585,0.025889139400693997
20,,0.09464762321658582,0.007401280453750606,0.4778909343127717,0.02576930434209101
21,,0.09444189936820171,0.0072967031395217855,0.4777383618913997,0.02587038557687177
22,,0.09405215509346042,0.007156722104579629,0.47701528739682675,0.025901317613325824
23,,0.09381005934604221,0.007085632312496338,0.47665359045883804,0.02546807818811075
24,,0.09362245260072115,0.006960892300330675,0.4765061277373257,0.025174059176627663
25,,0.09336501463802825,0.006804360415254273,0.4761293662800653,0.024415849315089007
26,,0.09309411517983092,0.006692092346532167,0.47597730875527083,0.025086182961989174
27,,0.09286617863013019,0.006628806938630278,0.47551746858201066,0.025112485878940896
28,,0.0926825159542452,0.006546914585726292,0.4753952188740891,0.025559893088014925
29,,0.09251702106550691,0.0063861621678227625,0.4749433922035138,0.02506109540165226
30,,0.09235351541337632,0.00633258216171769,0.4748988707796167,0.024914379719834734
31,,0.09206720196401047,0.006202442966525546,0.4743426585562269,0.024561009234771617
32,,0.0918159092884837,0.006113101812216773,0.4739416162602887,0.02413470450188675
33,,0.09167423907883766,0.006064423413187669,0.47399073731804575,0.023980256695043094
34,,0.09150044407509837,0.00601394299339693,0.47374270038192234,0.024230624627785285
35,,0.09139432241300102,0.005974669108341132,0.47376988132425557,0.024097913143151236
36,,0.09113193117629496,0.005831274631791462,0.4734274913191578,0.023846377014005913
37,,0.09095348199629613,0.005810462857900382,0.473066307640139,0.02385278710733683
38,,0.09086582329751325,0.005806988848914498,0.4729828040167729,0.023526292483385162
39,,0.09075546424023169,0.00578062911541994,0.472809874247631,0.02357952410048793
40,,0.09056096411803345,0.005674273527285269,0.47237931635816194,0.02336828401676565
41,,0.09040812394481562,0.005652908402498965,0.47212259878479673,0.023248677554110017
42,,0.09028609252089481,0.005548783381563031,0.4719933861629841,0.023160874787857572
43,,0.09016495343257441,0.0055132072282866465,0.47210265620432257,0.02299912839769703
44,,0.09001889668831643,0.005490645720492276,0.4718988638243808,0.023154113822060826
45,,0.08990178573411269,0.005470683977871055,0.4716110149859112,0.023381736212013077
46,,0.08981568287590329,0.005450834936984818,0.47148044510143083,0.02339465060573492
47,,0.08969297142882238,0.005411992859434658,0.47133638000089934,0.023158614124521557
48,,0.08955302349320868,0.005367140697443277,0.4715741563678942,0.02284115735573312
49,,0.08943176876219375,0.005352269224546978,0.4712136604532714,0.022615250755415175
50,,0.08929420249581668,0.0052861125956352815,0.470970791369809,0.022642751713754614
51,,0.08924169562033492,0.005270668317860615,0.4708419327298202,0.022564276961038587
52,,0.08909488339206365,0.005223915746406056,0.4704797404114562,0.02269038859037669
53,,0.08900609655463353,0.005234342375365545,0.4703905765392929,0.02261956108352983
54,,0.08892116123143612,0.005236416238694673,0.4703478739096285,0.022477822660260483
55,,0.08882928162181852,0.005174537513056496,0.4702159621001059,0.022459796219656377
56,,0.08874499424577258,0.005124781915913236,0.4701632637635297,0.022423077437271993
57,,0.08868217384769525,0.005102683674044551,0.46993878772300696,0.022436209536339197
58,,0.08861119052908085,0.005112680796559617,0.4696843824971049,0.02250693528865093
59,,0.0884584646253011,0.005098124229470855,0.46963306108743774,0.022473456878526477
60,,0.08840826725134758,0.0051110807457384186,0.4695810284479395,0.02240785138877421
61,,0.08835915248030943,0.005112634017850524,0.4694698141914209,0.022454602155794142
62,,0.08828583101792682,0.005077770706524749,0.46935446956113563,0.022370208534751107
63,,0.08821259617720084,0.005057429409385015,0.46946977907826193,0.02225664218224645
64,,0.08814368563624056,0.005021850763449516,0.4693902724256964,0.022119296829022864
65,,0.088084680220451,0.004998457382477577,0.4693763333179949,0.022111512102241958
66,,0.08800120610883773,0.005011321619227656,0.46943673911801703,0.022128419453575732
67,,0.08791986309387859,0.0050142241308776024,0.4694039216745244,0.022117168616426607
68,,0.08786439840184722,0.005008560008795016,0.46933607133792354,0.0221137534949299
69,,0.08782485688788164,0.0050162758175683825,0.469484534259187,0.022052837977758612
70,,0.08771759524737367,0.004934949717329455,0.4693850596551244,0.021936994601238314
71,,0.08766083568616598,0.004919457143384934,0.46951916150441864,0.021731568516143
72,,0.08754695593760521,0.004912920387210192,0.46918587645862436,0.021700355870572136
73,,0.0874830206729638,0.004881919891918574,0.4691729483205164,0.02164256125660195
74,,0.0874426707302677,0.004897417642886189,0.46908032903934355,0.021598741685185597
75,,0.08739259717155948,0.004885977015778082,0.46903935771939315,0.02171942712781372
76,,0.0873780646269901,0.004881689795697537,0.4689891575944648,0.021726925803043393
77,,0.08732311143019698,0.004879017873841161,0.46882539629183023,0.021828372130988847
78,,0.08725534300478212,0.004864455557043478,0.46864363615879806,0.02183879045177564
79,,0.08721292270131689,0.004843223422204288,0.4686454982021351,0.021840347286361483
80,,0.08716697098556127,0.004843951291192785,0.46860042213280506,0.02179082204357114
81,,0.0871370019779534,0.004851342599594246,0.46866675709554223,0.02174414082809931
82,,0.08706259505734558,0.004857038359950798,0.468647821058385,0.021819758051939992
83,,0.08702855825964896,0.004838501555093272,0.46869219732799267,0.021859213291225844
84,,0.08700453234953104,0.00484410825080926,0.468554894906837,0.021893353713090237
85,,0.08696399020398837,0.004828182362780745,0.4685382215874596,0.021912068523959553
86,,0.08691595121713475,0.004815204063101381,0.46856795954085884,0.021824853999229177
87,,0.0868790074933813,0.0048009708881435135,0.46839390218457594,0.021958541926372255
88,,0.08682097652563747,0.004789795290659777,0.46827163984138276,0.021952477586068556
89,,0.0867845980006059,0.004773562083004563,0.46821584645604086,0.02198614086827195
90,,0.08667825828754509,0.004771435305562699,0.46805483099639,0.022056633811479164
91,,0.08663277782074509,0.004765438878171993,0.4679688441548566,0.021922699921721116
92,,0.08661101017495175,0.00475132006384154,0.46772372205664203,0.02198515952204594
93,,0.08657999515390556,0.004745816093369329,0.46755519217446195,0.02195268469596314
94,,0.08654119220157384,0.0047512086959904005,0.4674553630731127,0.022047644282787326
95,,0.08650449582716956,0.0047481203605380965,0.4673641952652819,0.022131144397347202
96,,0.08645989730174888,0.004735780939468794,0.4672962511962513,0.022149415379240086
97,,0.08641774134146407,0.0047051424523363115,0.46733911405786527,0.022080541959052836
98,,0.08637451699204826,0.004684759438550994,0.46736534941955593,0.022045682923020962
99,,0.08633241566293295,0.004680741969877918,0.467176460146175,0.022105687155774444
100,,0.08629158542883446,0.0046576237547056604,0.46728068260216254,0.022027101075547856
101,,0.08623985966307535,0.004649589057119153,0.4671988360704388,0.021942145468612815
102,,0.08621056954405086,0.00463374207430296,0.46718758857388176,0.0219654035487902
103,,0.08617474454781868,0.004615420378395836,0.4670922812868962,0.021927600018543516
104,,0.0861370428680045,0.004621978615139063,0.467099300932719,0.021878376212194
105,,0.08612758814079902,0.004613883204046493,0.46721048520001784,0.02187992973256698
106,,0.08605597733348216,0.004589047163301376,0.46711932817331847,0.02192042791578635
107,,0.08600613062945144,0.004596544042682481,0.4671071726844661,0.021902810462538346
108,,0.08596213442283394,0.004593078765673796,0.46692544035823863,0.021967324112979213
109,,0.0859419468951665,0.004602201555541415,0.46699319785751264,0.022040443803334416
110,,0.08589773453549719,0.0046002599623007935,0.4669746122715752,0.02203120619241321
111,,0.08587366428754419,0.004599005729152411,0.4670264685126856,0.02192866612671909
112,,0.08583965350544341,0.004588765579372461,0.46695439894397345,0.02203225949619591
113,,0.08582063510326288,0.004583628707264874,0.46689219344176675,0.022093467697139147
114,,0.08578403362003391,0.00457880658693749,0.46691797401527246,0.022024605282554375
115,,0.0857387180902692,0.004593306575492222,0.46716203795640177,0.02190050752860406
116,,0.08570436240885045,0.004597397300520459,0.46727027663768994,0.02179835255042134
117,,0.08565105860754607,0.004584810355218333,0.4671769971928845,0.02175738548433798
118,,0.08561633483064153,0.0045700976747370435,0.46698353250081864,0.0216860015904847
119,,0.08560042165749124,0.004577886822163452,0.46713461697895553,0.021673784278234423
120,,0.08558165603236943,0.004565429804623316,0.4670734997252928,0.021652116776092373
121,,0.0855466666240216,0.0045499463009014566,0.4670364574978406,0.02162187453090081
122,,0.08551887225448818,0.004539691758304769,0.4668957512539578,0.02154027626248895
123,,0.08549576198343763,0.004530232105817024,0.46690436878666547,0.02156886956394806
124,,0.0854705040528788,0.004513470884298968,0.4668312469405584,0.021575971277070557
125,,0.0854367989989585,0.004507024721363806,0.4669381846598841,0.021475762774089528
126,,0.0854168722152286,0.004501164473166348,0.46688609390343283,0.021426614649086045
127,,0.08537867146822557,0.004510176261366813,0.46692024142416505,0.021411030126694954
128,,0.08534284438387138,0.004511489465057038,0.4668229579489653,0.021475571036126514
129,,0.08532879506348104,0.0045037497669594044,0.4668026023533447,0.021422162528768763
130,,0.08529295411379019,0.00450107540324328,0.46674495547141914,0.021410180734039354
131,,0.08525040950361534,0.004492098938367353,0.46670896105200477,0.02145918646502127
132,,0.08522404024989617,0.004489283274835022,0.46661667677051727,0.02146636503011181
133,,0.08517358188495593,0.004477046029746234,0.46656589259803044,0.021467745750847617
134,,0.08517148521522623,0.004475414227348525,0.4666052061469199,0.021464994850961604
135,,0.08511907244634957,0.004445930097407632,0.4664208043642245,0.021448905771767376
136,,0.08509326019793627,0.00443349494668878,0.4663152999515986,0.021538303434256265
137,,0.08505303441161573,0.004441956916203693,0.4663731229982214,0.021452781338998687
138,,0.08503191960603411,0.00444020388099805,0.4663459018854839,0.02138663063544591
139,,0.08500282450158478,0.004427233685277448,0.46631845793598686,0.021368102567559166
140,,0.08497549064603604,0.004434998645807353,0.4662625335420137,0.021392059202596438
141,,0.08490201803856369,0.004426122641109137,0.466328521926433,0.021468889095341146
142,,0.08487293398948312,0.004419886915526422,0.46630205009327524,0.021492436940259842
143,,0.08483551319250385,0.004413655904067206,0.46627812855240347,0.0213596232523624
144,,0.08481402320711338,0.004413382888726881,0.4663746930433181,0.021368987457677527
145,,0.0847995458605996,0.004415968886838162,0.46635274100861285,0.021432428192926473
146,,0.08475620776190336,0.0044149897141754985,0.4662943702929799,0.0214271839242376
147,,0.08472728048125329,0.0044034625782036155,0.46628824377511036,0.02143007720258993
148,,0.08469182723092628,0.004400583986116472,0.4661719716618645,0.021440736640340328
149,,0.08465925839253347,0.004377219514566397,0.4660255886556549,0.02144223978108414
150,,0.08462499659955079,0.0043664429656340336,0.4663015938224168,0.021321920083866585
151,,0.08460435299393583,0.004358539253617479,0.4663415268024663,0.021245365120547508
152,,0.08457184754446695,0.004332081785838859,0.46609092673870445,0.021297104448573592
153,,0.0845548849212197,0.004334870997738706,0.46610364041684504,0.02130422949975518
154,,0.08453074620561299,0.004328743794382539,0.4661262269683669,0.02132293075592353
155,,0.08450451162782067,0.004323044395716961,0.4660579770736703,0.0213430647874113
156,,0.08449591235992074,0.0043160504773898664,0.4660252733295653,0.021267946753965074
