,log_file,tot_min,tot_min_id,tot_mean,rmsd_min,rmsd_min_id,rmsd_mean,tot_min_rmsd,tot_min_rmsd_align
842,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_916/log.csv,159707.5781089522,3359,159849.93111105813,0.5514311832802424,1000,0.8263407938294052,0.8396564796869083,0.2936728338324229
843,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_883/log.csv,159720.11427796574,7478,159865.93307846857,0.2825586927765529,2569,0.33002822620037375,0.3341469250722793,0.2472655354371839
844,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_917/log.csv,159733.20530547187,10109,159866.37909825257,0.2884410360364194,5253,0.33145432578876544,0.3347882541853884,0.253046252445076
845,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_879/log.csv,159736.09319008677,8217,159874.5524017239,0.2783910934479355,1443,4.78521506477541,5.834090477270934,0.2823406729452365
846,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_908/log.csv,159746.06737977147,11194,159882.67228257167,0.3513631084510832,1190,0.39268631740937443,0.384113911788392,0.296591458570318
847,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_867/log.csv,159723.3058602356,2696,159847.48836703505,0.3557618513903428,14008,0.42506946086001457,0.4178474182346446,0.2862524019340861
848,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_835/log.csv,159735.0394318377,2503,159881.97871551762,0.2711895213409884,1095,0.7807479269780364,0.7033486970858462,0.2995513859042273
849,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_898/log.csv,159372.66204456423,1423,159789.18121967444,0.29415028608109,2196,0.39120388366217135,0.3058497335994689,0.2782858482159622
850,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_887/log.csv,159312.02818523964,2770,159833.32307544653,0.2943263546365851,9177,0.32928182681621254,0.3212460370898893,0.2715887962808875
851,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_805/log.csv,159721.80192448085,2881,159866.36744997473,0.2835402038926433,1435,0.3296005465999447,0.3300852023674089,0.2497376391719519
852,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_873/log.csv,159694.98724838343,9371,159838.26907886026,0.286064251139267,2428,0.326523503074715,0.3392518585712875,0.2602572286080006
853,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_852/log.csv,159382.3691220372,1454,159833.50993656355,1.2168580967052385,1000,2.182287307864285,2.1401074530989392,0.2850073166982984
854,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_876/log.csv,159741.527144241,4027,159852.76437783992,0.2653081873689509,8460,0.2787812781921732,0.2742063079127931,0.2701743464741178
855,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_892/log.csv,159391.60398309975,3838,159823.17316213157,0.3202683580408187,4269,0.3693821420163679,0.4030848952398248,0.2855469357395237
856,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_894/log.csv,159691.8084542326,3403,159828.00936388742,0.3124119710356897,1029,0.3619369433905097,0.3382518729599971,0.2554589181025592
857,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_909/log.csv,159706.7515882168,14361,159849.9934525487,0.2966134694456802,3188,0.36847010323519086,0.3541037314300365,0.2530391286510245
858,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_889/log.csv,159698.02884616845,3477,159839.17981193878,0.283015459434059,12502,0.32605476740073325,0.3195961666511427,0.2559661479283512
859,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_865/log.csv,159716.97760708505,3006,159850.62357390422,0.2545857882323883,1055,0.36703512673036504,0.3896414723930345,0.2403414353013107
860,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_870/log.csv,159725.69078839736,1289,159849.28198319438,0.3006388735520561,1051,0.37115000573749646,0.3813158918681378,0.2486275788899347
861,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_866/log.csv,159705.19160368486,10470,159849.30713375818,0.2949665586067015,1178,0.330555953270563,0.3355216766358924,0.278029920774073
862,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_885/log.csv,159732.38099427972,3605,159853.30947471887,0.2669384947380659,4948,0.2796928999034036,0.284689848335053,0.2758248370038788
863,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_900/log.csv,159749.34791391547,2387,159867.00334554023,0.274946220002044,2051,0.6469808101785399,0.2854382710908811,0.2829317643232493
864,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_915/log.csv,159694.228639319,14789,159866.83057775596,0.2915755014261817,16630,0.3282081955893896,0.3222063682570462,0.2488053601248461
865,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_863/log.csv,159715.03814945996,9851,159849.5658002514,0.3002262167552729,1179,0.37250878323196945,0.3873099207298836,0.2501138051820156
866,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_911/log.csv,159687.43793555023,4997,159850.9785640563,0.249803961185342,1213,0.3672395471382305,0.3639348891398216,0.2465445738540779
867,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_906/log.csv,159376.7698216332,8390,159843.3453282164,0.2670810689193748,1123,0.393555033691059,0.4200881589653446,0.300076501585534
