,rmsd_0,pdb,ff,xray_0,r_free_0
0,0.2321011537819886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/0/output_985/pdbs/127.pdb,175680.79035146747,5.272524176618907,0.2206936906838356
1,0.2435184256555157,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/1/output_569/pdbs/86.pdb,180090.34556871484,5.241021933701517,0.2087534496915328
2,0.2468342143710302,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/2/output_356/pdbs/138.pdb,175619.81248882637,5.302754778790881,0.229482853969606
3,0.2530290052572893,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/3/output_162/pdbs/100.pdb,180389.77860118388,5.684019278336673,0.3405750557787333
4,0.2429324575218376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/4/output_484/pdbs/99.pdb,186296.0858197345,5.300110605444443,0.2111835246156584
5,0.2375702187827897,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/5/output_336/pdbs/125.pdb,182287.92477592663,5.094842483231302,0.1725129926802178
6,0.2553987805088887,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/6/output_195/pdbs/101.pdb,182478.5228788849,5.340773082753905,0.2359685508687644
7,0.2461420555528107,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/7/output_204/pdbs/140.pdb,172325.26531267143,5.704172513771636,0.3376011807291521
8,0.2307802482491166,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/8/output_482/pdbs/122.pdb,176958.84939102604,5.194007267105104,0.221481549643554
9,0.2526739378889072,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/9/output_39/pdbs/75.pdb,183807.741447566,5.195720602016162,0.1985066085727412
