,n,rmsd_0_mean,rmsd_0_std
1,,0.3416325286948355,0.03333375632224601
2,,0.32430658224391923,0.02317789884282674
3,,0.3158886732422243,0.020729560464267358
4,,0.3116750221655681,0.019346864024522126
5,,0.308182624129697,0.018399176240271133
6,,0.30576319342449243,0.017563387473141547
7,,0.3031227180337033,0.017707426529207596
8,,0.301112188824537,0.01775945818793698
9,,0.29962891082383986,0.017814452519489807
10,,0.29843777461170184,0.017681238673574604
11,,0.29671636657894396,0.017825945774010036
12,,0.2954759129503129,0.017664831607196993
13,,0.29424375707201,0.01780162308520374
14,,0.2931503165186985,0.017586169599945734
15,,0.29232715623183486,0.01754623866035214
16,,0.29144755409069656,0.017416258672324863
17,,0.2906923488686262,0.017186885287332695
18,,0.2897275405358886,0.017017930375894056
19,,0.28879949301335944,0.01702370757035514
20,,0.28806649731414835,0.017018845021714985
21,,0.28714952345407424,0.01691762786699743
22,,0.2865276984636444,0.01681748527287812
23,,0.28584131380729144,0.01663238951498243
24,,0.28503780036164206,0.016508733219438954
25,,0.28447453602563655,0.016493702674055352
26,,0.2837984819518379,0.016451194516918184
27,,0.2833115391886122,0.01630209287014904
28,,0.28281754461997965,0.016141099648842076
29,,0.28216936601080506,0.016135231826603903
30,,0.28180769537063366,0.01608040176956922
31,,0.2812750325072436,0.015888439936447524
32,,0.28077078295461344,0.015572698504459945
33,,0.28037929434263437,0.0153925217972228
34,,0.2801731057719789,0.015331254028102818
35,,0.2797998063958523,0.015299565970010053
36,,0.27936464164016495,0.015259346322489962
37,,0.2789890953899605,0.015210222022054411
38,,0.27865256297596447,0.01513546992174959
39,,0.2783065318489152,0.014988565590508552
40,,0.27789312472117866,0.014946572983049215
41,,0.27736814099254103,0.014735232127491948
42,,0.2770658399563072,0.014684688868546899
43,,0.2766814182115573,0.014573646667950422
44,,0.2765164946881304,0.01453777550733783
45,,0.2761350071711883,0.014433201837462781
46,,0.27584813868475533,0.014343407146220306
47,,0.2755372393525086,0.014379209942805619
48,,0.2753044151572396,0.014301256544025587
49,,0.2749596838518918,0.014148505054929894
50,,0.2745848013765378,0.014059069379109173
51,,0.2743739890175186,0.013961990900856728
52,,0.27411290113454134,0.013882084872617531
53,,0.273877034187865,0.013814325432804617
54,,0.27368873265219523,0.0138000038668481
55,,0.2733667361672273,0.013726765511248419
56,,0.2730389617721041,0.013664976537518267
57,,0.2727961813007588,0.01357947848323728
58,,0.27253013673390003,0.013546288774982485
59,,0.27226687391850607,0.0133995834899163
60,,0.27202665327279646,0.013367467309754666
61,,0.27165937372718557,0.013240838231682317
62,,0.2713634630727768,0.013167995294032838
63,,0.27122792390116257,0.013073751029412146
64,,0.27112413271782543,0.013005978687730409
65,,0.2709292019452325,0.012897537691593276
66,,0.27067904229756123,0.012821577557246016
67,,0.2699154827471831,0.012453506436061077
68,,0.27033232530771684,0.012702690124110738
69,,0.27012011475162806,0.012569653871396082
