,min_xray_0,xray_0_min_0_pdb,xray_0_min_0_ff,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_0
0,5.144025096658481,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/0/output_985/pdbs/326.pdb,176882.6295730962,0.2224014922200677,0.3652640938230153
1,5.043942199547224,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/1/output_183/pdbs/338.pdb,176802.31527264748,0.1693528643020281,0.317342205224723
2,5.117677712753485,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/2/output_747/pdbs/308.pdb,174192.48902119813,0.2145257007492579,0.2876130426138601
3,5.1234789282115925,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/3/output_730/pdbs/366.pdb,176537.30504708827,0.2137230200789818,0.3791514595068218
4,5.076250952931199,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/4/output_987/pdbs/279.pdb,178798.93629435115,0.1840320035598879,0.2777010492422673
5,5.040562305661923,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/5/output_336/pdbs/276.pdb,178263.21490196435,0.1675009736759926,0.2636993384455821
6,5.123652350373915,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/6/output_436/pdbs/304.pdb,192021.99123500544,0.2129987909340597,0.3257993396122605
7,5.107291170311045,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/7/output_608/pdbs/256.pdb,175747.6016441865,0.1977376453435649,0.2796024421689862
8,5.118399067420037,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/8/output_652/pdbs/302.pdb,170519.08364202225,0.1985829172530273,0.2638938061884823
9,5.090518413373445,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/151_native_N8_J1/9/output_39/pdbs/312.pdb,178921.96505037713,0.1785245559169107,0.2988819886098259
