,N,J,w_xray,r_free,w_0_7mhl,r_work_7mhl,ff,pdb,cif_0
32,1.0,1.0,32.0,0.3087058107043326,1.0,0.3135334108804987,301.8181500092403,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/32/output_4/pdbs/94.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
33,1.0,1.0,0.03125,0.1875048146665693,1.0,0.2154021106204983,461.99123282258233,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/33/output_6/pdbs/765.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
34,1.0,1.0,0.0625,0.1917505851827459,1.0,0.2182129447802698,298.6156676783037,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/34/output_2/pdbs/484.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
35,1.0,1.0,0.125,0.1819016611007835,1.0,0.2082637647048799,397.5905213632036,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/35/output_4/pdbs/900.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
36,1.0,1.0,0.25,0.184573337394675,1.0,0.2142956892744122,734.4165761857407,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/36/output_7/pdbs/619.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
37,1.0,1.0,0.5,0.188867447948435,1.0,0.2078778869548176,625.3445923439767,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/37/output_9/pdbs/996.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
38,1.0,1.0,1.0,0.1822125708488182,1.0,0.2035595822254815,601.6321587767459,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/38/output_9/pdbs/316.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
39,1.0,1.0,2.0,0.1846049672659584,1.0,0.200177448178263,933.041287390284,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/39/output_2/pdbs/720.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
40,1.0,1.0,4.0,0.1859388885967464,1.0,0.199175163086097,832.2841611254646,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/40/output_1/pdbs/653.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
41,1.0,1.0,8.0,0.1998776326954759,1.0,0.1997801684419438,692.9627442302663,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/41/output_4/pdbs/731.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
42,1.0,1.0,16.0,0.2023807241141813,1.0,0.1993948030925056,1418.3862964761445,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/42/output_0/pdbs/844.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
43,1.0,1.0,32.0,0.2046496671080149,1.0,0.2030003449856679,1453.3653762681363,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/197_loop/43/output_5/pdbs/12.pdb,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif
