,xray_0_min_0,xray_0_min_0_rmsd_avg,xray_0_min_0_r_work_0,xray_0_min_0_r_free_0,xray_0_min_0_pdb,xray_0_min_0_occ_0,xray_0_min_0_occ_1,xray_0_min_0_occ_2,xray_0_min_0_occ_3
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_21/log.csv,5.103269349393674,0.3067519326125466,0.2000383845304024,0.3047584820497109,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_21/pdbs/584.pdb,0.1502032735354571,0.261424567437585,0.1499747611056433,0.4383973979213145
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_20/log.csv,5.108221031202289,0.2546559623898455,0.2038599478051923,0.2942380126050125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_20/pdbs/177.pdb,0.3819590472820682,0.0,0.3109025198538109,0.3071384328641208
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_10/log.csv,5.114574301880445,0.2610818597449841,0.2043852666576046,0.3019561903522971,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_10/pdbs/172.pdb,0.5357566654285761,0.1030247637166132,0.2377657409287494,0.1234528299260613
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_13/log.csv,5.120159703735137,0.2813388343423694,0.2069620989360949,0.3004760942167072,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_13/pdbs/186.pdb,0.0,0.2264191223708424,0.5527640277343886,0.2208168498947689
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_22/log.csv,5.120226486121516,0.2402283940915756,0.2074688503267541,0.2994018375660208,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_22/pdbs/173.pdb,0.2239231776400246,0.0,0.6006288254364371,0.1754479969235383
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_1/log.csv,5.122343557447922,0.2422151031047485,0.2068917862912432,0.3079981281619279,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_1/pdbs/163.pdb,0.1665167164603109,0.5926194958557556,0.1287261682484501,0.1121376194354832
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_0/log.csv,5.102747750624634,0.2773358865276362,0.2045677588594359,0.2928188041008517,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_0/pdbs/151.pdb,0.1710850237416522,0.0,0.3631688179612063,0.4657461582971414
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_2/log.csv,5.114204868022702,0.2810994644036333,0.2053462127797236,0.2975770461562468,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_2/pdbs/175.pdb,0.2613084516202263,0.0,0.3734779084223549,0.3652136399574186
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_18/log.csv,5.128119016434649,0.2716368977335506,0.2174771928298348,0.292039731325294,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_18/pdbs/153.pdb,0.0,0.4383495077897023,0.0,0.5616504922102977
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_23/log.csv,5.113972793652136,0.2794243349861194,0.2064670405475513,0.3025552188125127,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_23/pdbs/188.pdb,0.4310700808155916,0.1688831625400098,0.4000467566443986,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_19/log.csv,5.120362351373696,0.2632319509924906,0.2082457698086333,0.3041742017696272,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_19/pdbs/199.pdb,0.0,0.5907954824950009,0.2625378604204762,0.1466666570845228
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_14/log.csv,5.1165321522107226,0.2599760128368741,0.2070267523974598,0.2988447724856515,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_14/pdbs/144.pdb,0.188471680836748,0.0,0.4971667011525731,0.3143616180106787
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_40/log.csv,5.119331736285883,0.2580466080786575,0.2091507853714048,0.2979502447069266,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_40/pdbs/170.pdb,0.0,0.4713223738797977,0.4100495749411875,0.1186280511790149
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_31/log.csv,5.128874110253987,0.244515715889891,0.2168265318488424,0.2957358907811854,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_31/pdbs/37.pdb,0.0985399108242528,0.505446212424338,0.0,0.3960138767514092
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_38/log.csv,5.119014635285804,0.2438254056008915,0.2097050056821538,0.3011208391222662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_38/pdbs/176.pdb,0.1845129958642217,0.0,0.6099200185122751,0.2055669856235032
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_36/log.csv,5.118233249190999,0.2481801523850616,0.2093212972489723,0.2937695210815705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_36/pdbs/72.pdb,0.2806906555135232,0.0,0.1658432912488785,0.5534660532375981
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_32/log.csv,5.120638712562209,0.2543729606856964,0.2099364459268763,0.3044254760067889,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_32/pdbs/200.pdb,0.4482712783069664,0.0,0.4252194673467548,0.1265092543462787
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_30/log.csv,5.120861008006065,0.2463113902844059,0.2110147633873178,0.29889895839859,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_30/pdbs/75.pdb,0.5984457457097778,0.2361035574266249,0.1654506968635972,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_39/log.csv,5.104428229311552,0.2656523663114704,0.2070299396650378,0.2938044274390723,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_39/pdbs/153.pdb,0.3663737471732413,0.0,0.1785461497851797,0.455080103041579
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_33/log.csv,5.109760398139484,0.2626613657652576,0.2050897004496402,0.3043081012143414,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_33/pdbs/835.pdb,0.1549192365592925,0.3974615394002698,0.1058823609342692,0.3417368631061684
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_27/log.csv,5.11650748288161,0.2508323521571597,0.2109211584882879,0.2955342530181881,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_27/pdbs/70.pdb,0.4535598368286579,0.0,0.3057607706294589,0.2406793925418831
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_35/log.csv,5.118003177219891,0.2673626385146834,0.2072812664998221,0.3063631123718361,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_35/pdbs/199.pdb,0.0,0.3662880811103275,0.4832227572772921,0.1504891616123804
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_34/log.csv,5.1280658862096455,0.4605196562385106,0.2151102822026351,0.2919817233643523,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_34/pdbs/181.pdb,0.0,0.5335095075882489,0.466490492411751,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_41/log.csv,5.116762076421001,0.262130458608626,0.2088886476729728,0.2924874537521591,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_41/pdbs/124.pdb,0.3469455793058283,0.3954072953213913,0.0,0.2576471253727804
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_53/log.csv,5.117853639048218,0.2483081778308885,0.2053330952923874,0.305749037826579,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_53/pdbs/118.pdb,0.1675777117580504,0.530741630289489,0.1795953536859341,0.1220853042665265
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_56/log.csv,5.109599658233613,0.2783947896310613,0.2051270720757364,0.2996285932429172,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_56/pdbs/177.pdb,0.0,0.3345602905080285,0.5209404681488222,0.1444992413431492
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_58/log.csv,5.115149120100844,0.2732782446257031,0.2071661953601477,0.2982005761778313,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_58/pdbs/199.pdb,0.4633749417387643,0.1897020525075094,0.0,0.3469230057537263
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_42/log.csv,5.141452263327578,0.2501048978119138,0.2199403760089605,0.2926175089395975,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_42/pdbs/47.pdb,0.0,0.5910281930565671,0.0,0.408971806943433
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_43/log.csv,5.094741899005825,0.2440175759737004,0.20232478585623,0.2969794251870998,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_43/pdbs/198.pdb,0.1462796125656473,0.1470780293157902,0.5417542517280565,0.1648881063905061
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_45/log.csv,5.13006480365797,0.2536587840988698,0.2128833338648106,0.2937984076815326,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_45/pdbs/45.pdb,0.5695568715950383,0.2732469030105852,0.1571962253943765,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_50/log.csv,5.10990951947398,0.2406015946177344,0.2022472060451982,0.3041507829144719,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_50/pdbs/196.pdb,0.5100091113678875,0.2434794983571855,0.1405616499734477,0.1059497403014793
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_48/log.csv,5.13776434595825,0.265486928533186,0.218124328749142,0.2919107179916193,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_48/pdbs/100.pdb,0.0,0.0,0.5595658756244323,0.4404341243755678
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_47/log.csv,5.114720221593269,0.2577262129970673,0.207348629616412,0.2968781489632092,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_47/pdbs/193.pdb,0.0,0.1851115463009268,0.5947864838905607,0.2201019698085124
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_44/log.csv,5.116773640427232,0.2597375579146267,0.2091708077394111,0.30368338427598,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_44/pdbs/192.pdb,0.0,0.3029573484141982,0.1464033900328803,0.5506392615529215
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_55/log.csv,5.144783479509123,0.3004320390995459,0.2217404769302018,0.2966677411602849,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_55/pdbs/65.pdb,0.0,0.6445787775040197,0.0,0.3554212224959802
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_49/log.csv,5.134599469217052,0.2950172532971827,0.2178590526561007,0.2880069202329422,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_49/pdbs/170.pdb,0.0,0.4966747833821154,0.5033252166178847,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_51/log.csv,5.128481777761397,0.4231547744460859,0.2141306944830663,0.2875492794962144,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_51/pdbs/200.pdb,0.5233924210281728,0.0,0.0,0.4766075789718271
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_54/log.csv,5.114999061530396,0.2431837401088152,0.2082779164484423,0.2961164421278718,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_54/pdbs/108.pdb,0.0,0.1278739400047011,0.4827299130456232,0.3893961469496755
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_59/log.csv,5.114900586714069,0.2443115016945132,0.2100446331173296,0.2908661093173187,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_59/pdbs/34.pdb,0.3303419241679505,0.2443431169398655,0.0,0.4253149588921839
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_60/log.csv,5.108195214774764,0.253053929179015,0.2010202461261996,0.3040076235135914,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_60/pdbs/158.pdb,0.312559888455941,0.1004008326003071,0.42949769908,0.1575415798637518
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_63/log.csv,5.117508385111414,0.2714703874727942,0.2081245929316265,0.2929925959453809,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_63/pdbs/172.pdb,0.1888967133109896,0.4371053733355932,0.3739979133534171,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_61/log.csv,5.108681835156551,0.2415369813066641,0.201078102344614,0.3044526204877333,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_61/pdbs/199.pdb,0.0840646991491223,0.3782199730806196,0.3946140787713975,0.1431012489988606
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_65/log.csv,5.11303994630269,0.296655591681255,0.2054418571194983,0.2978404771586408,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_65/pdbs/145.pdb,0.2405661097231291,0.2459097680295522,0.0,0.5135241222473185
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_64/log.csv,5.126275738528642,0.2761531471296273,0.2096624863237487,0.3002738373174056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_64/pdbs/175.pdb,0.5694792945387742,0.1948190902901526,0.0,0.235701615171073
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_66/log.csv,5.115905410805944,0.2915637548459178,0.2127441520019257,0.2862772419828424,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_66/pdbs/115.pdb,0.4786520254511616,0.5213479745488384,0.0,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_67/log.csv,5.122859327532942,0.2653910473265292,0.2140792503357812,0.2981033283776353,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_67/pdbs/51.pdb,0.4026650392547109,0.1411378689135439,0.0,0.456197091831745
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_68/log.csv,5.134565804296498,0.3125404191607783,0.2160640930403406,0.2875039433695244,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_68/pdbs/146.pdb,0.0,0.0,0.5462012645430605,0.4537987354569395
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_71/log.csv,5.10858271334435,0.2388936759244867,0.2022857297984518,0.3058969181141477,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_71/pdbs/120.pdb,0.2292734230941293,0.099757621966165,0.2476560668245231,0.4233128881151825
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_72/log.csv,5.109865426051822,0.2817574498496712,0.2068485526988765,0.2935512179375958,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_72/pdbs/191.pdb,0.3337668919627044,0.1751262798868463,0.0,0.4911068281504492
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_11/log.csv,5.135466680456001,0.3140611236617395,0.219626429628232,0.287352590877548,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_11/pdbs/82.pdb,0.0,0.404603343960512,0.5953966560394881,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_15/log.csv,5.13875053453574,0.3553779386933064,0.218911052014263,0.2873469220293984,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_15/pdbs/85.pdb,0.4595757872135728,0.5404242127864272,0.0,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_12/log.csv,5.113294906240046,0.2518255573183262,0.2083498845934243,0.2948514273821137,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_12/pdbs/54.pdb,0.4491527890853233,0.2142090287836838,0.3366381821309929,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_16/log.csv,5.141563255471287,0.2849877346515818,0.2205644951160329,0.2949426067052219,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_16/pdbs/87.pdb,0.5482904260127733,0.4517095739872267,0.0,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_28/log.csv,5.107296119286423,0.2486867607672165,0.2035893198778612,0.293168451051184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_28/pdbs/192.pdb,0.2329107234297849,0.3574797097360049,0.4096095668342103,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_37/log.csv,5.109816970530273,0.253731775156095,0.2049166334510462,0.295714070610728,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_37/pdbs/200.pdb,0.5457196630229647,0.0,0.1647281492749979,0.2895521877020374
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_29/log.csv,5.119823903519003,0.2616998041333526,0.2096757163689506,0.300007812003598,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_29/pdbs/180.pdb,0.5111492502233853,0.3460518430167472,0.1427989067598675,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_52/log.csv,5.114347777431432,0.2553594033868797,0.2078560427963025,0.2934402604239375,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_52/pdbs/155.pdb,0.3429455557015773,0.3731746085046288,0.2838798357937936,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_75/log.csv,5.114420183674303,0.2637864404456083,0.2071992792366251,0.2935353530885083,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_75/pdbs/168.pdb,0.2504966777662106,0.0,0.3712311366061237,0.3782721856276657
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_62/log.csv,5.095460620223688,0.2583624373805789,0.198353828164412,0.3043689849328713,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_62/pdbs/367.pdb,0.3417395555358096,0.1294493341352762,0.1259040546798983,0.4029070556490157
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_81/log.csv,5.101411574362656,0.2553518956296955,0.2011048285336924,0.3077483676172857,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_81/pdbs/281.pdb,0.4378267537715673,0.1980404613513708,0.1502517899234381,0.2138809949536236
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_90/log.csv,5.118276121985301,0.2672510796425504,0.2091561455415599,0.3020083724090409,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_90/pdbs/105.pdb,0.185119665899706,0.3231150867795082,0.4917652473207858,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_80/log.csv,5.136955987459707,0.3166723862612804,0.21859861986784,0.2909152928583741,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_80/pdbs/163.pdb,0.0,0.4204130044448607,0.5795869955551394,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_89/log.csv,5.112787343475109,0.2700389434207527,0.2070672253250576,0.2995790643054014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_89/pdbs/124.pdb,0.2328301738463419,0.0,0.4468767005024561,0.3202931256512019
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_84/log.csv,5.12096608275784,0.270301035611157,0.2101876137024926,0.3015246481362787,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_84/pdbs/163.pdb,0.2777742207941602,0.0,0.1467983540586927,0.5754274251471471
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_78/log.csv,5.118111618840668,0.2617285584586601,0.2105173993309279,0.2984157204972515,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_78/pdbs/130.pdb,0.5482259035123009,0.1559440147793138,0.0,0.2958300817083852
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_76/log.csv,5.10948017753064,0.2649213462093279,0.199513930584912,0.3088978309705819,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_76/pdbs/512.pdb,0.3517367357653239,0.3020834114034464,0.1350259594892381,0.2111538933419914
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_83/log.csv,5.115136765217423,0.2572508445730109,0.2087370332160583,0.3011189839274519,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/57_7mhf_4/986724/output_83/pdbs/195.pdb,0.0,0.1307065813297522,0.5475004353904296,0.3217929832798182
