,N,J,cif_0,cif_1,ref_0,ref_1,w_0_0,w_1_0,w_0_1,w_1_1,w_xray,sample_sched_str,start_pdb_file
111,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,0.0625,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
112,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,0.125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
113,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,0.25,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
114,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,0.5,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
115,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,1.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
116,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,2.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
117,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,4.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
118,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,8.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
119,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,16.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
120,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,,0.883382537621496,0.116617462378504,,,32.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
121,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,0.03125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
122,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,0.0625,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
123,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,0.125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
124,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,0.25,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
125,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,0.5,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
126,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,1.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
127,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,2.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
128,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,4.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
129,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,8.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
130,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,16.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
131,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/5/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/5.pdb,0.883382537621496,0.116617462378504,0.827807038703042,0.172192961296958,32.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
132,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,0.03125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
133,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,0.0625,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
134,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,0.125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
135,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,0.25,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
136,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,0.5,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
137,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,1.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
138,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,2.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
139,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,4.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
140,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,8.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
141,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,16.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
142,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,,0.587366886266227,0.4126331137337729,,,32.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
143,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,0.03125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
144,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,0.0625,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
145,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,0.125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
146,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,0.25,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
147,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,0.5,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
148,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,1.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
149,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,2.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
150,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,4.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
151,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,8.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
152,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,16.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
153,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/6/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/6.pdb,0.587366886266227,0.4126331137337729,0.587607031545708,0.412392968454292,32.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
154,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,0.03125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
155,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,0.0625,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
156,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,0.125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
157,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,0.25,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
158,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,0.5,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
159,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,1.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
160,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,2.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
161,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,4.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
162,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,8.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
163,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,16.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
164,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,,0.297701472338339,0.702298527661661,,,32.0,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
165,1.0,2.0,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/0.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/cifs/7mhf_30/7/1.cif,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,/wynton/home/sali/mhancock/xray/dev/29_synthetic_native_3/data/pdbs/7mhf_30/7.pdb,0.297701472338339,0.702298527661661,0.381031018774876,0.618968981225124,0.03125,"step3000,T300,dofA,pdb1,w1,res2",/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb
