,start_pdb_file,N,J,cif_0,cif_1,ref_0,ref_1,w_xray,xray_freq,sample_sched_str,init_weights
13,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
14,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
15,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
16,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
17,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
18,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
19,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
20,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
21,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
22,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
23,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
24,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
25,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
26,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
27,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
28,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
29,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
30,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
31,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
32,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
33,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
34,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
35,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
36,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
37,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
38,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
39,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
40,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
41,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
42,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
43,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
44,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
45,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
46,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
47,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
48,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
49,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,2,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
50,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
51,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
52,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
53,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
54,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
55,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
56,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,4,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
57,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
58,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
59,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
60,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000.0,1,"s5000,t300,dA,p1,w0,r0",uni
61,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10000.0,1,"s5000,t300,dA,p1,w0,r0",uni
62,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000.0,1,"s5000,t300,dA,p1,w0,r0",uni
63,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,8,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1000000.0,1,"s5000,t300,dA,p1,w0,r0",uni
64,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,1.0,1,"s5000,t300,dA,p1,w0,r0",uni
65,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,10.0,1,"s5000,t300,dA,p1,w0,r0",uni
66,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,16,2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhm.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100.0,1,"s5000,t300,dA,p1,w0,r0",uni
