,start_pdb_file,N,J,cif_0,ref_0,w_xray,xray_freq,sample_sched_str,init_weights
1,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/0.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
2,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/1.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
3,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/2.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
4,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/3.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
5,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/4.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
6,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/5.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
7,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/6.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
8,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/7.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
9,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/8.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
10,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/9.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
11,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/10.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
12,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/11.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
13,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/12.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
14,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/14.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
15,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/15.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
16,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/16.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
17,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/17.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
18,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/18.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
19,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/19.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
20,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/20.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
21,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/21.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
22,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/22.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
23,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/23.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
24,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/24.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
25,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/25.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
