,start_pdb_file,N,J,cif_0,ref_0,w_xray,xray_freq,sample_sched_str,init_weights
26,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/26.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
27,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/27.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
28,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/28.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
29,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/29.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
30,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/30.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
31,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/31.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
32,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/32.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
33,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/33.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
34,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/34.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
35,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/35.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
36,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/36.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
37,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/37.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
38,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/38.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
39,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/39.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
40,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/40.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
41,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/41.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
42,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/42.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
43,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/43.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
44,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/44.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
45,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/45.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
46,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/46.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
47,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/47.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
48,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/48.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
49,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/49.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
50,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/50.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
51,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/51.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
52,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/52.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
53,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/pdbs/7mhl/53.pdb,1.0,1.0,/wynton/home/sali/mhancock/xray/dev/39_bench_ensemble/data/cifs/7mhl.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_refine.pdb,100000,1,"s1000,t300,dA,p1,w0,r0",uni
