,start_pdb_file,N,J,cif_0,ref_0,w_xray,xray_freq,weight_thermo,vel_thermo,refine,sample_sched_str,init_weights
0,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/0_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/0_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
1,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/1_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/1_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
2,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/2_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/2_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
3,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/3_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/3_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
4,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/4_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/4_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
5,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/5_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/5_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
6,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/6_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/6_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
7,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/7_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/7_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
8,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/8_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/8_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
9,"/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/9_0_ref.pdb,/wynton/home/sali/mhancock/xray/dev/42_traj_analysis/data/246/pdbs_state/32/9_1_ref.pdb",2,1.0,/wynton/home/sali/mhancock/xray/data/cifs/3k0m/3k0n.cif,/wynton/home/sali/mhancock/xray/data/pdbs/3k0m/3k0n.pdb,100000,1,0,1,1,"s5000,t300,dA,p1,w0,r0",uni
