,start_pdb_file,N,J,cif_0,ref_0,w_xray,xray_freq,weight_thermo,vel_thermo,refine,sample_sched_str,init_weights
0,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
1,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.5,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
2,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.25,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
3,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.125,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
4,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.0625,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
5,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.03125,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
6,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.015625,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
7,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.0078125,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
8,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.00390625,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
9,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.001953125,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
10,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,1,1.0,/wynton/home/sali/mhancock/xray/data/cifs/7mhf/7mhf.cif,/wynton/home/sali/mhancock/xray/data/pdbs/7mhf/7mhf_no_het.pdb,0.0009765625,1,0,1,0,"s25000,t300,dA,p1,w0,r0",uni
