,rmsd_0,pdb,ff,xray_0,r_free_0
0,0.2186075895832217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/0/output_950/pdbs/431.pdb,48076.63326811735,5.313866262669209,0.2146834262969373
1,0.1971521141145056,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/1/output_207/pdbs/123.pdb,53149.52362674564,5.21287920099754,0.1567858488976687
2,0.2136473174826142,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/2/output_280/pdbs/286.pdb,47243.96718754129,5.308303378019417,0.2135324715664101
3,0.2191458267176724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/3/output_398/pdbs/332.pdb,47665.89321878509,5.292524498245071,0.1994977245121608
4,0.2036040818064492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/4/output_244/pdbs/146.pdb,46885.96854240148,5.312176653698744,0.1974251769456529
5,0.1994377315930839,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/5/output_966/pdbs/96.pdb,52962.62385864112,5.170570601577831,0.1562158724605494
6,0.2174802746334121,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/6/output_153/pdbs/311.pdb,47215.81487778685,5.359543067925723,0.2231531145322716
7,0.2175173583650423,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/7/output_550/pdbs/412.pdb,47242.86002702959,5.287597043318363,0.1985640141599134
8,0.2002236941536023,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/8/output_811/pdbs/164.pdb,47613.83492116133,5.314793602409178,0.2085558098922299
9,0.2096784112500374,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/141_native_4_state_1_cond/9/output_61/pdbs/105.pdb,55088.87320940052,5.262944527294274,0.1720765824941531
