,n,rmsd_0_mean,rmsd_0_std
1,,0.2592942807147783,0.013011260909011479
2,,0.2520749602666863,0.01038222072522166
3,,0.24864675135949116,0.009403600496974716
4,,0.24658797201970253,0.008742860067413477
5,,0.24500051592809963,0.008284447053747292
6,,0.24355580927664872,0.007949461598202165
7,,0.2426009213614421,0.007725184836084454
8,,0.24160807877440993,0.0074720029265323085
9,,0.2408226355034881,0.0072892980713893
10,,0.2401658989904378,0.007058563853004195
11,,0.2394843473728648,0.006924332600318596
12,,0.23887191556202694,0.006651579704804166
13,,0.23842787751223288,0.006593849512247984
14,,0.23802901457141926,0.006447954987987844
15,,0.23752239105828976,0.006442833564756995
16,,0.23731048048246187,0.006325370719774738
17,,0.23694718247073285,0.00627692653271045
18,,0.23664475048916883,0.006290653393170435
19,,0.23640804785466593,0.006168628973784731
20,,0.23616734676425521,0.006106805091453776
21,,0.2358982652230959,0.006025132893036156
22,,0.23569416962424755,0.005965688550998585
23,,0.23541648600290802,0.005885636872100457
24,,0.23517563012552983,0.005858574113277465
25,,0.23493623207826292,0.005838749616859786
26,,0.23472957445014175,0.005836319402022593
27,,0.23448539419980474,0.005824083562815585
28,,0.23428155146053226,0.005780381341368466
29,,0.23407089111180449,0.005821684667695105
30,,0.23393440127980095,0.005841420185851913
31,,0.2337217168422063,0.005857886815317049
32,,0.2335707467570221,0.005845845596470524
33,,0.2334522019699531,0.005810106998427017
34,,0.2332621521719348,0.005801517364072269
35,,0.23320131867703517,0.005796217406217849
36,,0.2331117266722665,0.005784142068484103
37,,0.23299877810856562,0.005782573287170025
38,,0.23281678008979395,0.005772786841319788
39,,0.23270319398160966,0.0057751453976966904
40,,0.23261609991000742,0.005761593920437359
41,,0.2324602302633941,0.005785996053097864
42,,0.23234452126278418,0.005778306931693068
43,,0.23223010201932698,0.005756478808250302
44,,0.2320857644473069,0.005800293123582716
45,,0.23197154738888925,0.005779407738232663
46,,0.23188022856755228,0.005786895370439348
47,,0.23178022196446557,0.005787080263721844
48,,0.23165081886784508,0.00580690259847368
49,,0.23152546009298,0.005846487411980985
50,,0.23142290503402857,0.005819759990251645
51,,0.23137278043115486,0.005807522232297429
52,,0.23128332282221992,0.005804064112714272
53,,0.2311503766683688,0.00582787250244025
54,,0.23098809467216574,0.005778823521400589
55,,0.23093118893820883,0.00577833370857194
56,,0.23084478876095257,0.0057668843955427955
57,,0.23072655924984034,0.0057799411346996475
58,,0.23064538076278898,0.00576299952230095
59,,0.23056024962825938,0.0057501230380931755
60,,0.23046304193088876,0.005777993228655787
61,,0.23040468406444342,0.0057510305038544485
62,,0.23034009880354056,0.0057603227385728374
63,,0.23026758602576786,0.005753045921700196
64,,0.23016640673018635,0.005730527401731517
65,,0.23011316639201887,0.00574371183331617
66,,0.2300520098618135,0.00573027291077346
67,,0.23002461124935428,0.005709107145121804
68,,0.22995064314588262,0.005711367575231332
69,,0.22994051445131095,0.005595238105225268
