,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,3.736128700830057,0.0790104009476155,0.2239250205392212,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/0/output_343/pdbs/2405.pdb
1,3.780426773647004,0.0786419697496769,0.0655196628170286,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/1/output_464/pdbs/681.pdb
2,3.740834952033804,0.0811194482023011,0.0541330373524486,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/2/output_446/pdbs/788.pdb
3,3.6993863175939095,0.0710596668957459,0.0989815300418942,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/3/output_221/pdbs/2487.pdb
4,3.739385497800342,0.0689203354144716,0.2694624321391655,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/4/output_424/pdbs/1545.pdb
5,3.820801631750935,0.089102018801895,0.1702353396057576,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/5/output_540/pdbs/2452.pdb
6,3.8079411419162064,0.0742897915440972,0.065545784742704,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/6/output_328/pdbs/1485.pdb
7,3.796355400117127,0.0762317984176012,0.0809365995834435,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/7/output_14/pdbs/2004.pdb
8,3.7732259975173448,0.0659509407562276,0.2319015811245807,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/8/output_46/pdbs/657.pdb
9,3.8374226390798376,0.0888311144463122,0.1117706421963953,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/143_native_1_cif_2/9/output_158/pdbs/2336.pdb
