,n,r_free_mean,r_free_std
1,0,0.3092328736905896,0.0030118395061529543
2,0,0.3074832653780087,0.0025881234891249713
3,0,0.30660689289760434,0.0023034162513068954
4,0,0.30611649846530387,0.00215664365556309
5,0,0.30569830735726555,0.0020871797038107633
6,0,0.3053861271794069,0.0020747616893166797
7,0,0.30512767394083334,0.0020191902246381125
8,0,0.30490167547501795,0.001965322099009813
9,0,0.30469374604728316,0.00198672885121092
10,0,0.30446568997832596,0.001957624214661094
11,0,0.30433057427809695,0.0019159542199320544
12,0,0.30419924989453434,0.0018870215327581586
13,0,0.3040853597923208,0.00188415538132059
14,0,0.3039783193047799,0.0018463282919636366
15,0,0.3038759471041614,0.001818849683223822
16,0,0.30378490525445806,0.00179040512595287
17,0,0.30369284984561956,0.001784297883555699
18,0,0.3036224738001813,0.001762158625274303
19,0,0.3035565580963928,0.0017558819704926152
20,0,0.303469406623522,0.001744376770102103
21,0,0.3034030707747752,0.001746714564363181
22,0,0.30333467978481105,0.0017186725258190164
23,0,0.30326780212616167,0.0017109564122392631
24,0,0.30319700526158083,0.001722392550154114
25,0,0.3031569297080123,0.0017097460079334448
26,0,0.30310190563129,0.0017134541771762644
27,0,0.30305195102151733,0.0016984113324968132
28,0,0.3029767837742477,0.0016897163405393623
29,0,0.3029339109216917,0.0016854573949304644
30,0,0.30286825231530473,0.0016943905332007408
31,0,0.3028307093276062,0.0016907872218686105
32,0,0.3027781724604623,0.001672672967084964
33,0,0.30273460905056576,0.0016630949352244402
34,0,0.3027081361564608,0.0016456782275779056
35,0,0.30267295135262723,0.0016343833374942104
36,0,0.3026256654305911,0.001624203929856776
37,0,0.30258911139469186,0.0016228081191148529
38,0,0.3025605674378051,0.0016146585929982123
39,0,0.30252446782472386,0.001613301942744527
40,0,0.3024746977790573,0.0016047192727016435
41,0,0.3024299985912702,0.0016069273486002502
42,0,0.3023820430889117,0.0016213216477229486
43,0,0.3023439524447872,0.0016163456067249424
44,0,0.3023197270518575,0.001610496931770917
45,0,0.3022806369806694,0.0015952306309994545
46,0,0.3022456702481554,0.001589808465778518
47,0,0.30221490746869856,0.0015978740459416507
48,0,0.3021873150219951,0.00158750327787262
49,0,0.30215825477342484,0.0015749896911852626
50,0,0.3021282001598431,0.0015693541585774053
