,xray_0_min_0,xray_0_min_0_r_free_0,xray_0_min_0_r_work_0,xray_0_min_0_pdb,xray_0_min_0_occ_0,xray_0_min_0_occ_1,xray_0_min_0_occ_2,xray_0_min_0_occ_3,xray_0_min_0_occ_4,xray_0_min_0_occ_5,xray_0_min_0_occ_6,xray_0_min_0_occ_7
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_11/log.csv,5.28278843708053,0.2978182536197193,0.1856650661199542,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_11/pdbs/759.pdb,0.1236170541253695,0.1651935188993469,0.1561024400182015,0.1309026508304817,0.1118540600258873,0.0,0.1386389108895223,0.1736913652111906
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_16/log.csv,5.278123498602865,0.2904781552271329,0.1852637290730457,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_16/pdbs/459.pdb,0.1132483183184088,0.1391743424706413,0.1296512512093104,0.1309995753992487,0.1549791340138892,0.0950895381585951,0.1303177529542305,0.1065400874756757
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_12/log.csv,5.329999303493885,0.2805560810231953,0.1885375402365259,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_12/pdbs/710.pdb,0.0,0.0,0.169059480871289,0.1222165509267131,0.1515176644632662,0.179327491342505,0.1962273672424366,0.1816514451537898
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_4/log.csv,5.285143862502093,0.2907419814821512,0.1803429291881682,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_4/pdbs/891.pdb,0.0968102936554817,0.1345132844049634,0.1356000210003776,0.1425028425475914,0.0815591114238699,0.1015436980867706,0.1142118543620043,0.1932588945189408
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_35/log.csv,5.295069849579429,0.2897231231762098,0.1816351599889125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_35/pdbs/1075.pdb,0.1514681400021011,0.1297437271882967,0.1554974564566915,0.1213709992292274,0.133735520820098,0.1750740214215978,0.0,0.1331101348819872
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_37/log.csv,5.288075541877586,0.2948375766496352,0.1826833806376101,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_37/pdbs/1134.pdb,0.1436225648600419,0.1733430533976126,0.1376127625180722,0.1191369742124938,0.1208481840547788,0.0,0.1307240311603126,0.1747124297966878
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_36/log.csv,5.271472455919319,0.2874705239073576,0.1789674738035851,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_36/pdbs/1138.pdb,0.1501961130467942,0.122230650723893,0.1373742132050522,0.1322735577334281,0.1310413102544458,0.0879347859737004,0.1103386647264416,0.1286107043362442
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_53/log.csv,5.302938993090403,0.294837477875685,0.1870084702898176,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_53/pdbs/912.pdb,0.1931041301234978,0.1402295740039259,0.119137875984627,0.142790645856263,0.1207931569045549,0.1557028005361825,0.1282418165909485,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_28/log.csv,5.2930900454249015,0.2847477718969783,0.1816213348100849,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_28/pdbs/1034.pdb,0.165914459380208,0.0,0.1247202022644784,0.1410834941876017,0.143507483139516,0.1561565080878378,0.125644733431194,0.1429731195091638
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_29/log.csv,5.284647508687111,0.2940531019714151,0.1856456658107294,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_29/pdbs/902.pdb,0.1745189504664906,0.1589173319557477,0.1537145146223696,0.1042822318492897,0.1243302184467489,0.0,0.1451844344498787,0.1390523182094744
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_54/log.csv,5.286576108509433,0.2855287676901915,0.1817697315586421,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_54/pdbs/857.pdb,0.1290809541413879,0.1509601480710138,0.1086561351258735,0.1278013129996328,0.1069886773861265,0.1361682745769268,0.1256386122905393,0.1147058854084993
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_48/log.csv,5.308977899336363,0.2818982169341479,0.1881038761252949,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_48/pdbs/702.pdb,0.0,0.1798258881029753,0.1216217109746067,0.1218396610890213,0.1845256668802728,0.1459752061100267,0.0805005712430896,0.1657112956000075
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_22/log.csv,5.293235001574293,0.2910469747436532,0.1840135444567724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_22/pdbs/1120.pdb,0.1096456071584035,0.1678126484846732,0.0,0.1152260705530609,0.1221583280668591,0.158868800469552,0.1639184957431541,0.162370049524297
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_58/log.csv,5.3019056742306425,0.2928133072087867,0.1857211826759309,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_58/pdbs/742.pdb,0.1690713799188494,0.0,0.1316830146989597,0.142006831625722,0.1134505549249754,0.1381374382856734,0.1363336771494898,0.1693171033963302
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_51/log.csv,5.29875506063156,0.2937833700471183,0.1843662999836777,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_51/pdbs/636.pdb,0.120250825604131,0.1126791098686848,0.1122206199992703,0.1027107386402377,0.1209104208787732,0.1119946070584469,0.1415432423514664,0.1776904355989893
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_43/log.csv,5.300178540068018,0.2872886578617277,0.186415181032588,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_43/pdbs/522.pdb,0.1744626124078839,0.1219022504494643,0.1680916110448833,0.1105232981986474,0.165133941240945,0.118391992281755,0.1414942943764211,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_32/log.csv,5.297005703223764,0.2932385822338995,0.1836769657916222,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_32/pdbs/875.pdb,0.1227824091830912,0.1373344348910298,0.0614298435714686,0.1283344096110044,0.133865671573903,0.1313631290510154,0.1539034103584408,0.1309866917600465
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_34/log.csv,5.29122856054564,0.2987294755591325,0.1865745452124652,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_34/pdbs/1107.pdb,0.1568665636228324,0.1429624238870853,0.1459641142809481,0.1392071908789514,0.0,0.1579473133651589,0.1326502051354731,0.1244021888295503
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_49/log.csv,5.294895424419496,0.2931439487243342,0.1832617303182799,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_49/pdbs/679.pdb,0.1407061158511691,0.1532906324483451,0.1683426218000352,0.0,0.1332003241092585,0.1282688238479637,0.1538277146163451,0.1223637673268833
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_31/log.csv,5.273954318412373,0.2901734063015707,0.1825267512218826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_31/pdbs/1089.pdb,0.0,0.1941724216247624,0.1575856614131105,0.1716182239391614,0.1605276316751742,0.0,0.1532239391258688,0.1628721222219223
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_23/log.csv,5.290832973837439,0.2885743295377493,0.1809452765213538,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_23/pdbs/1279.pdb,0.1080441285891795,0.1053911355010364,0.0997523630245992,0.1195877547605997,0.1450997303942868,0.1348826948108079,0.1308050010085552,0.1564371919109349
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_82/log.csv,5.268674719493564,0.2949308230530658,0.1818243756931216,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_82/pdbs/880.pdb,0.1368463618017045,0.112657464398379,0.1616627417717566,0.1385393936359808,0.1356628523781641,0.1226133144294606,0.07178156355434,0.1202363080302141
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_88/log.csv,5.277101996191924,0.2894056336243639,0.1853909763059705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_88/pdbs/878.pdb,0.1456768828430469,0.07660475542222,0.1081886636207076,0.1338212931038842,0.1224077512986071,0.1574916309790437,0.1072894965494247,0.1485195261830656
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_70/log.csv,5.2820066641455545,0.2956137067049749,0.1820882752509598,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_70/pdbs/725.pdb,0.1452718403289062,0.1109564202429358,0.1559988244899603,0.1424528585774534,0.1315886815268035,0.1053720618799285,0.1095589724121326,0.0988003405418793
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_81/log.csv,5.287666036175623,0.2868473611003162,0.1825630787395567,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_81/pdbs/746.pdb,0.1293609131875915,0.1224961566637797,0.0846089186964282,0.1267738682140995,0.117234293929509,0.1494817657303198,0.1261974426085966,0.1438466409696752
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_87/log.csv,5.28631123945722,0.2896505168764219,0.180414907512377,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_87/pdbs/887.pdb,0.1001739798907581,0.1715018098179431,0.1192430128625997,0.1363155581680546,0.1706456817166957,0.0949680207953941,0.0852532009940339,0.1218987357545204
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_79/log.csv,5.304087369453306,0.2918090013219155,0.1839888527977621,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_79/pdbs/701.pdb,0.1829828785758705,0.1132016312737294,0.1219337735062623,0.0735714828490361,0.1245388795305054,0.1487461624975534,0.1161791161525497,0.1188460756144929
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_86/log.csv,5.309269084977322,0.2962386371845638,0.1869285805538404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_86/pdbs/699.pdb,0.1587325807638824,0.1655439537729348,0.1387007880192262,0.1785637391156714,0.0,0.1157286291392573,0.1017128821012268,0.1410174270878009
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_95/log.csv,5.296226899499614,0.2883711168630148,0.1829036510355301,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_95/pdbs/1250.pdb,0.1229967308699897,0.1476779675843713,0.151648228546281,0.1398742051053746,0.1722438143051064,0.1350262683208504,0.0,0.1305327852680264
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_100/log.csv,5.290755521882739,0.3001036945268391,0.1836593561891002,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_100/pdbs/952.pdb,0.1352236572337134,0.1771589926442851,0.1245133513646494,0.1560305602712805,0.1555416825050342,0.1029246518434345,0.1486071041376025,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_92/log.csv,5.297572918107414,0.2927259141094126,0.1834064908370241,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_92/pdbs/1064.pdb,0.1448645558299439,0.1279507980072598,0.140100933630177,0.1769975615106942,0.1535769261701506,0.1437957102898385,0.1127135145619357,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_101/log.csv,5.262507369008768,0.2902198385938974,0.1808352315905344,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_101/pdbs/787.pdb,0.0995286866064389,0.1511687854494639,0.1303613514438581,0.1434917590946011,0.1380850437560213,0.0983604897904852,0.1524785471728402,0.0865253366862908
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_104/log.csv,5.288750751495701,0.299925938242483,0.183086554830449,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_104/pdbs/917.pdb,0.094892264613007,0.0865926996761064,0.1354310403446641,0.1106549984176818,0.1737611857529732,0.1320475468173474,0.1414224297496865,0.1251978346285335
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_13/log.csv,5.271093872332095,0.2960082530499535,0.1806795675786897,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_13/pdbs/688.pdb,0.1280382148586864,0.117403631949044,0.1164218423036182,0.0834418475344703,0.1328616278300605,0.1738601373323889,0.1211525151294488,0.1268201830622827
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_14/log.csv,5.2933289767706535,0.294331749659811,0.1860700847243974,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_14/pdbs/759.pdb,0.1490675474683705,0.1442675675249762,0.0998368172720777,0.0,0.1906969166212513,0.1545468668733863,0.0937538211730242,0.1678304630669136
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_10/log.csv,5.299411073667783,0.2876315916670254,0.1852920625125602,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_10/pdbs/644.pdb,0.1490724053651075,0.1727418100029004,0.0,0.1739853473889392,0.1475350268263152,0.1152642231003746,0.1340409645170633,0.1073602227992996
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_17/log.csv,5.259767195474127,0.2901841082254874,0.1825801841673374,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_17/pdbs/950.pdb,0.1635345981080018,0.1564034798520029,0.1438649469692687,0.1292151281643128,0.1263206523435943,0.1279249492003903,0.0,0.152736245362429
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_50/log.csv,5.312338887152279,0.2925464277925733,0.1863080457089469,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_50/pdbs/965.pdb,0.13969498519394,0.0,0.1653714997434371,0.1425656479821265,0.1232471703336093,0.131328512751968,0.1259984975081886,0.1717936864867303
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_106/log.csv,5.283345975806927,0.2935275127610394,0.1808401120351251,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_106/pdbs/951.pdb,0.1557373429335267,0.1360548254432828,0.1440353279963411,0.0,0.1899549809394519,0.121853989609229,0.1112454154375505,0.1411181176406179
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_107/log.csv,5.251151158271233,0.2827200568884683,0.1777242646404855,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_107/pdbs/689.pdb,0.1225974711160912,0.1527026654721481,0.1401532701046726,0.0785146107731094,0.150596551418263,0.1006850960886594,0.1194392968709849,0.135311038156071
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_9/log.csv,5.287977295439149,0.2781085902167365,0.1855604476059603,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_9/pdbs/930.pdb,0.1641527350192599,0.1277365962307331,0.156251404038786,0.1087133791002165,0.0654637117668386,0.030707810417065,0.1870169036092177,0.1599574598178826
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_7/log.csv,5.295768006676821,0.3012510905713825,0.1873221112263188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_7/pdbs/819.pdb,0.1554039501596782,0.165451726603192,0.081994190570958,0.1602147029380231,0.0898070991690097,0.1039329413726874,0.1135598785800729,0.1296355106063783
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_109/log.csv,5.278865136444013,0.2935715197317159,0.1808119457776643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_109/pdbs/1102.pdb,0.1316309321166707,0.104148331764523,0.1190023073513303,0.0950688571248148,0.1408126899039125,0.1261076395157254,0.1783758844117676,0.1048533578112555
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_122/log.csv,5.310475876657405,0.295557030998302,0.1860384846036206,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_122/pdbs/1168.pdb,0.0,0.1594231870481568,0.1848618732389839,0.0,0.1455586676492577,0.171029929963007,0.1627810913668309,0.1763452507337633
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_123/log.csv,5.330114947358595,0.2960785335901875,0.1884875073911206,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_123/pdbs/1113.pdb,0.0,0.1759322680568951,0.1896557723754837,0.1554701951328733,0.1238834986124326,0.1235864201173303,0.2314718457049847,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_116/log.csv,5.283164896747588,0.2937152542291132,0.1817737882001685,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_116/pdbs/919.pdb,0.0,0.1047107163955514,0.1637698850860745,0.1882896607848434,0.1208047641090037,0.121495831579796,0.132817370613527,0.1681117714312036
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_120/log.csv,5.322508099368422,0.2874873317672154,0.1905727051830567,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_120/pdbs/564.pdb,0.1371798333082322,0.0,0.1214105349049257,0.1748286698209655,0.1966539602583136,0.0,0.1958712698872698,0.174055731820293
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_119/log.csv,5.304039210669682,0.300165965157991,0.1844033192824787,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_119/pdbs/1126.pdb,0.1297092550039716,0.0,0.1323648184285351,0.1792505915923409,0.1682218827750598,0.1395139631056469,0.1248904407483548,0.1260490483460906
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_110/log.csv,5.27818583897041,0.2948874223900285,0.1802608712576125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_110/pdbs/933.pdb,0.1085099359308484,0.1479050084048718,0.1204096170773471,0.1085498725830467,0.1133290046684609,0.1165803186588895,0.1603796080682747,0.1243366346082605
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_113/log.csv,5.264926746124197,0.2869050496964341,0.1784515254432658,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_113/pdbs/925.pdb,0.1274638192709038,0.1137990967275578,0.1096289720259368,0.1239458649850663,0.1633003673519446,0.1365205920213861,0.1351939358279864,0.0901473517892181
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_125/log.csv,5.335021003420704,0.283217941312529,0.1925748769626674,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_125/pdbs/291.pdb,0.1486763213779919,0.2192781900107097,0.1898229279966458,0.0,0.0,0.112473957245961,0.1918389543462718,0.1379096490224195
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_115/log.csv,5.314706578339028,0.284283915799414,0.1865233946033252,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_115/pdbs/1136.pdb,0.0,0.0,0.1607365340538558,0.1928205618895205,0.1569397200740065,0.157688829139091,0.1614280803240941,0.1703862745194319
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_103/log.csv,5.288872963408407,0.2976278036629277,0.1843968517122268,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_103/pdbs/950.pdb,0.0,0.0975283991587229,0.2000077145859904,0.1186226824790413,0.1281021141000152,0.1522171949066292,0.1870483732027833,0.1164735215668174
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_111/log.csv,5.319210912558319,0.2935886919215282,0.1863910952304519,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_111/pdbs/948.pdb,0.1494246325022915,0.1136977875392295,0.1067752896708247,0.1322928529557527,0.1620819706156277,0.1911670486870289,0.1445604180292448,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_117/log.csv,5.301834654304845,0.2954732125982597,0.1833953124011954,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_117/pdbs/939.pdb,0.1325306720062898,0.1265386372516649,0.1571872781721819,0.0659093567094961,0.1504917194943393,0.1337682813018763,0.0900751194449272,0.143498935619224
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_118/log.csv,5.25880852972111,0.2905832002671435,0.1763828198844917,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_118/pdbs/985.pdb,0.1238799459838685,0.1144467125049905,0.153280906711996,0.0995871451018021,0.1115588759153446,0.1237648507417468,0.1417736741380612,0.1317078889021899
