,r_free_0_min_0,r_free_0_min_0_xray_0,r_free_0_min_0_r_work_0,r_free_0_min_0_pdb,r_free_0_min_0_occ_0,r_free_0_min_0_occ_1,r_free_0_min_0_occ_2,r_free_0_min_0_occ_3,r_free_0_min_0_occ_4,r_free_0_min_0_occ_5,r_free_0_min_0_occ_6,r_free_0_min_0_occ_7
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_81/log.csv,0.2819740009445345,5.296001000029882,0.1837827082098618,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_81/pdbs/636.pdb,0.1299914200818763,0.1221507001760927,0.0835873254118458,0.1273640751605669,0.1182923167126101,0.148772485600485,0.1249841388118409,0.144857538044682
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_87/log.csv,0.2835564383348843,5.303475356112866,0.1866327769269826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_87/pdbs/812.pdb,0.0935668828994305,0.1791386352281462,0.1166572302064379,0.1248431326397892,0.175903793559286,0.0901576487152996,0.0856939962442522,0.134038680507358
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_79/log.csv,0.287785594144715,5.450760140845164,0.2164422895629686,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_79/pdbs/25.pdb,0.1931844215250944,0.103974192516887,0.1213637143659999,0.062681493810721,0.1415911354946117,0.1769522432143729,0.1069750998413132,0.0932776992309995
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_86/log.csv,0.2825032010663064,5.352063093707557,0.1995935766822835,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_86/pdbs/145.pdb,0.1644013672701202,0.170731253565078,0.1291601206023822,0.1922626162307829,0.0,0.1096019692972686,0.1031433767399405,0.1306992962944274
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_95/log.csv,0.28410646100469,5.323564795588772,0.1891733849356055,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_95/pdbs/462.pdb,0.1135420111336745,0.158589212223926,0.1450108571468568,0.1357562981563473,0.1656692443163456,0.1327722728446853,0.0,0.1486601041781642
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_100/log.csv,0.2934132964061614,5.369697440997997,0.2042782573013067,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_100/pdbs/117.pdb,0.1215090960571905,0.1698408717819702,0.175002753446139,0.1329458829845042,0.1625682061869848,0.0376598136023194,0.1688582556986256,0.0316151202422662
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_92/log.csv,0.2871064580822186,5.40614741023812,0.2072692764968316,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_92/pdbs/45.pdb,0.1142915519678705,0.0948539084421055,0.175984707132708,0.1731905741747423,0.1509840478842778,0.1068581968714137,0.1188298728690032,0.0650071406578788
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_101/log.csv,0.2886322248814462,5.3117984165908645,0.1914270979522169,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_101/pdbs/366.pdb,0.0723076382749821,0.1666811439272109,0.1408117878476042,0.1513481634917697,0.1559291532146702,0.0866853691506873,0.1519938169927827,0.0742429271002928
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_104/log.csv,0.2920268702595865,5.41197536462286,0.2085427284019829,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_104/pdbs/52.pdb,0.067620795707585,0.0687393502231091,0.119514011878632,0.1164454377845656,0.1930686985897393,0.2038035500955408,0.1476067593944268,0.083201396326401
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_13/log.csv,0.2875424325745274,5.359923525789313,0.2013395216969349,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_13/pdbs/133.pdb,0.1165748296501657,0.1313585640852042,0.1168576649540933,0.0637185644643098,0.1672848009332102,0.1690509471213285,0.1406858263346306,0.0944688024570573
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_14/log.csv,0.2854177922104129,5.340946378575097,0.1957140047530615,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_14/pdbs/264.pdb,0.1486337689278995,0.1687073668479614,0.1052656206510888,0.0,0.1921610514730621,0.1803773339256245,0.0311114895414779,0.1737433686328855
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_10/log.csv,0.2838993245403065,5.35048823699444,0.201391461324495,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_10/pdbs/151.pdb,0.1490483859501158,0.1631082120878792,0.0,0.1542607642317524,0.1522591939002185,0.1278317318278889,0.1336170282452303,0.1198746837569147
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_17/log.csv,0.277013874845211,5.340315129833233,0.2002871224118853,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_17/pdbs/163.pdb,0.2073964089821373,0.2015428295443278,0.1826868903474899,0.0615217430464536,0.1013607577130959,0.0786734733787378,0.0,0.1668178969877572
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_50/log.csv,0.2892308209991721,5.449030234622198,0.2128555322331828,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_50/pdbs/30.pdb,0.1594140701328805,0.0546217623500941,0.2092105455519641,0.1333412978514124,0.0674771616552021,0.1176605903536073,0.1682207388308229,0.0900538332740163
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_106/log.csv,0.2855408383204183,5.359867492969014,0.2037265642841951,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_106/pdbs/89.pdb,0.1695173948821359,0.0850821032334928,0.1672821453990614,0.0535265826545754,0.1859833510776422,0.1254682571557147,0.0612366622723565,0.1519035033250209
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_107/log.csv,0.2787993391717036,5.273505882971518,0.1826198803282026,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_107/pdbs/483.pdb,0.1239707658606542,0.1543798977793836,0.1392987733087348,0.0723461033655868,0.1546877256002388,0.0908670107066337,0.1256491998633309,0.1388005235154368
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_9/log.csv,0.2753944419842469,5.301899937753922,0.1897598417222868,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_9/pdbs/551.pdb,0.1662023133125571,0.1138357720972101,0.161419534344681,0.0947385003849924,0.049708875237506,0.040707667971843,0.2078706343766843,0.1655167022745256
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_7/log.csv,0.2850273446305244,5.416059685588614,0.2086367561798328,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_7/pdbs/41.pdb,0.1933762187946248,0.1855711278367428,0.0878185405343081,0.1624463798105656,0.0694431351596918,0.0868103472851313,0.0731543147803397,0.1413799357985954
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_109/log.csv,0.287285181216673,5.29593309629336,0.185683879427572,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_109/pdbs/657.pdb,0.1386920858186632,0.0929924834362833,0.1154293681343751,0.0868875750452049,0.1522280979582523,0.135257024796837,0.1818774568617182,0.0966359079486655
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_122/log.csv,0.2752119960717558,5.344356169118623,0.1949556424615671,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_122/pdbs/133.pdb,0.0,0.1428821300357066,0.1701825277556233,0.0,0.1536262504668186,0.1767129574717811,0.1505768843215895,0.2060192499484808
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_123/log.csv,0.2821187267372098,5.3881273183138925,0.2057898517128631,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_123/pdbs/80.pdb,0.0505220857775472,0.1688046570923628,0.25290335819957,0.100677931125987,0.0507292982062169,0.0648670875719517,0.2723034872167535,0.0391920948096106
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_116/log.csv,0.2855574788835866,5.433927402425596,0.2139862172704565,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_116/pdbs/29.pdb,0.0450505383980991,0.0795003499880682,0.1598002667453606,0.1645725172553607,0.1409789003411232,0.1163977055481849,0.1294855555957768,0.1642141661280262
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_120/log.csv,0.28446975382116,5.334434139683993,0.1891066639840822,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_120/pdbs/527.pdb,0.129929294413934,0.0,0.118522658085578,0.1765689298620235,0.2071781607881808,0.0,0.1926493813607015,0.1751515754895821
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_119/log.csv,0.291360304155202,5.395404520998352,0.2031534236806624,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_119/pdbs/64.pdb,0.1371694605475595,0.0,0.0804494799329015,0.1869800606782176,0.1703876306195487,0.1441691106720683,0.1228031321255767,0.1580411254241275
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_110/log.csv,0.2851711943036774,5.387652299466492,0.203821588973646,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_110/pdbs/55.pdb,0.1088936003206161,0.1662551672976051,0.1030256793748271,0.1051568718125383,0.0969579723069718,0.1013797373089831,0.1577841231160712,0.1605468484623871
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_113/log.csv,0.2809348026005644,5.305172048662788,0.1863508990601805,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_113/pdbs/510.pdb,0.1534762402610083,0.1016417640239347,0.0972250679724986,0.1464282415567404,0.1709658562875982,0.1308462612282262,0.1476605215597722,0.051756047110221
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_125/log.csv,0.2807729188293266,5.346608070767215,0.1935292769299834,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_125/pdbs/284.pdb,0.1333126808082137,0.2270283528903858,0.2032807763737949,0.0,0.0,0.1195674903398375,0.1835538463901373,0.1332568531976308
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_115/log.csv,0.2801392881023106,5.321572390329133,0.1864901515525651,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_115/pdbs/1072.pdb,0.0,0.0,0.1607437377190446,0.1916933466660617,0.1572197354364852,0.1586230286793053,0.161443757711911,0.1702763937871921
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_103/log.csv,0.2859897206026024,5.3905936215021,0.2030206200137188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_103/pdbs/95.pdb,0.0470088530863109,0.0729949124336052,0.219421900978983,0.0762935890133685,0.0950124458439262,0.2026819147705792,0.2200753962087478,0.0665109876644788
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_111/log.csv,0.2825985280009231,5.373869926767871,0.1989113596884034,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_111/pdbs/103.pdb,0.1365417111193724,0.0708686703405327,0.030838406889073,0.1461920822005291,0.1671457797537546,0.2369489833927945,0.1730005247372996,0.0384638415666436
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_117/log.csv,0.282946323683213,5.315902451724896,0.1869306675453316,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_117/pdbs/656.pdb,0.1342247990912138,0.1324602334215686,0.1580685834341507,0.0417307736787845,0.1540171197573255,0.1438419382978262,0.0912861549503171,0.1443703973688133
