,r_free_0_min_0,r_free_0_min_0_xray_0,r_free_0_min_0_r_work_0,r_free_0_min_0_pdb,r_free_0_min_0_occ_0,r_free_0_min_0_occ_1,r_free_0_min_0_occ_2,r_free_0_min_0_occ_3,r_free_0_min_0_occ_4,r_free_0_min_0_occ_5,r_free_0_min_0_occ_6,r_free_0_min_0_occ_7
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_5/log.csv,0.2890833845501452,5.294581441220704,0.1900844065926886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_5/pdbs/337.pdb,0.1036158757183955,0.1841987134429406,0.1232283760275082,0.1281507306780691,0.0660121745057699,0.1114807924110714,0.1000738082843537,0.1832395289318912
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_1/log.csv,0.2845634549426463,5.352270138382512,0.1985039039799048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_1/pdbs/110.pdb,0.1085904122193448,0.0694034706122234,0.1281587542631486,0.1540929253472067,0.1449629018096782,0.0894695237318867,0.1605748637735561,0.1447471482429551
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_3/log.csv,0.285461210610258,5.429935595456456,0.2130866115981359,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_3/pdbs/34.pdb,0.1046064688631151,0.0888807164161189,0.1190078925750459,0.1552830588246757,0.1174807735938012,0.1400633478009145,0.1436878382800931,0.1309899036462355
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_0/log.csv,0.2823876762089091,5.374990015899561,0.2002693493976132,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_0/pdbs/77.pdb,0.25114980121508,0.1274840020534808,0.0480497301695478,0.0400015653841574,0.1662532881888588,0.1500210754626381,0.0948037952830776,0.1222367422431592
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_2/log.csv,0.285893957420316,5.325057264360473,0.187983242173371,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_2/pdbs/846.pdb,0.1321529442430185,0.1987151811356052,0.1619209135088476,0.178688530955345,0.1863034761663455,0.02768567237282,0.1145332816180179,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_18/log.csv,0.2851607728613362,5.300656106708483,0.1852535336762397,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_18/pdbs/827.pdb,0.094390282554709,0.1582617891940281,0.1208428518636777,0.1216563722181778,0.1629811530255319,0.071227987830685,0.1431965859386532,0.1274429773745369
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_6/log.csv,0.2855334671211158,5.36234872941009,0.1991363488585433,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_6/pdbs/75.pdb,0.19426207498446,0.1336957776594647,0.1658576914589473,0.0561650888886809,0.1697298770924912,0.1055888416903703,0.1747006482255854,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_19/log.csv,0.2797452013435694,5.375971450254974,0.2004429252216667,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_19/pdbs/72.pdb,0.2092200088812404,0.1129423415446648,0.0228033328425668,0.1022951558018835,0.1794355830807422,0.1022152155785913,0.1843133388355015,0.0867750234348092
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_15/log.csv,0.2805841841683099,5.365187196545338,0.1996533274400136,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_15/pdbs/85.pdb,0.1135280314555877,0.1442799364578979,0.1211518635972764,0.1189096409373333,0.1431455118799291,0.1009931397631529,0.1069638153573393,0.1510280605514831
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_8/log.csv,0.2832448497911595,5.309558155920224,0.1935481254403986,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_8/pdbs/229.pdb,0.1704825922230637,0.1631101858804396,0.1395942973394019,0.057919605839413,0.0890582242247682,0.1489336286550605,0.0878352751242996,0.1430661907135531
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_11/log.csv,0.286563573112499,5.351916424764712,0.2009193767236946,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_11/pdbs/65.pdb,0.126335148843501,0.1583578400332218,0.1478162013571996,0.1515627155133669,0.0943650854269302,0.0398077183984821,0.1361835514757072,0.1455717389515909
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_16/log.csv,0.2886048516846214,5.382187659083621,0.2038537032271348,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_16/pdbs/56.pdb,0.0760605072443162,0.1354117625590869,0.1461222290340967,0.1321311642372989,0.1617179077392434,0.0758903824771776,0.1418375961972192,0.1308284505115609
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_12/log.csv,0.2794377496512545,5.343179308924216,0.1915744118075997,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_12/pdbs/831.pdb,0.0,0.0,0.1582691047189706,0.1272321532577589,0.1572508469063313,0.1680686212794132,0.1968996791853422,0.1922795946521836
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_4/log.csv,0.2845764677774999,5.383656497359376,0.204299850247448,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_4/pdbs/70.pdb,0.0770310667079415,0.1683680371622983,0.1736824222265727,0.1910191240174904,0.0561699545549183,0.0586750596037189,0.0958485945265197,0.1792057412005399
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_35/log.csv,0.2838166272864981,5.3564348889937845,0.1999543681154096,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_35/pdbs/230.pdb,0.173187659778033,0.1518818492699094,0.2087406206992192,0.1111897944686758,0.064804179732594,0.2151375578510967,0.0215546572734138,0.0535036809270576
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_37/log.csv,0.281458721264099,5.313269216515611,0.1888259818608196,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_37/pdbs/630.pdb,0.1412750019042029,0.1685890830030445,0.1390831120099823,0.1211538764302922,0.1254378982530419,0.0,0.1355004909934067,0.1689605374060295
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_36/log.csv,0.283650955582149,5.273402186201103,0.1790980483973407,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_36/pdbs/1083.pdb,0.1497605407045456,0.1220557976817778,0.1371701387958101,0.1335474166867175,0.1312486729361421,0.0875657472642361,0.1086397879444136,0.130011897986357
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_53/log.csv,0.2795763322515246,5.33342147497368,0.1957504723645194,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_53/pdbs/133.pdb,0.2235929690197984,0.1488873304849495,0.0797898425419628,0.1779748444239726,0.1224264562106656,0.1497275243531833,0.0976010329654677,0.0
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_28/log.csv,0.2836097554151098,5.336801259901404,0.1917700114626378,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_28/pdbs/301.pdb,0.1548171851440193,0.0,0.167651877946966,0.1400959887705941,0.1423134757146363,0.134807240216422,0.1456049566308223,0.1147092755765397
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_29/log.csv,0.2856413613026148,5.391720885672514,0.2036999716558565,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_29/pdbs/68.pdb,0.1999291142204424,0.2089403550778238,0.0609106608822956,0.1295136930145284,0.0868830740302713,0.049673758797074,0.1167944504842784,0.1473548934932858
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_54/log.csv,0.2855287676901915,5.286576108509433,0.1817697315586421,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_54/pdbs/857.pdb,0.1290809541413879,0.1509601480710138,0.1086561351258735,0.1278013129996328,0.1069886773861265,0.1361682745769268,0.1256386122905393,0.1147058854084993
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_48/log.csv,0.2802125905635097,5.332140468614496,0.1945399486706873,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_48/pdbs/418.pdb,0.0,0.1815794628140689,0.1090045645142101,0.1573274291224974,0.1877983539633787,0.1373601290783483,0.0581916704166075,0.168738390090889
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_22/log.csv,0.286915761369071,5.39722231373967,0.2043966228587283,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_22/pdbs/59.pdb,0.0863420810696996,0.1723217792802961,0.0464882384171442,0.06110191165647,0.0788639380152771,0.2106343935482977,0.2275465529407926,0.1167011050720225
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_58/log.csv,0.2857503066859305,5.374516259588127,0.2023711981028364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_58/pdbs/65.pdb,0.1702751216039506,0.0669094105090032,0.1369986542998951,0.1149485379323951,0.090360842458334,0.1494662024906106,0.1244152112667879,0.146626019439023
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_51/log.csv,0.2901312259047142,5.460824438983767,0.218557512454846,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_51/pdbs/24.pdb,0.138473064676348,0.0961597795487549,0.1382728709545417,0.0711868819595206,0.1301943998354853,0.1198809661330006,0.1431073373020257,0.1627246995903229
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_43/log.csv,0.2852681919174829,5.346525579287185,0.1942403387068086,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_43/pdbs/234.pdb,0.1802650168244188,0.1074259796077856,0.1652096073866865,0.1034586144648025,0.1771361927031916,0.0985705934591651,0.1462910276626483,0.0216429678913015
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_32/log.csv,0.2833398214415422,5.327212336785344,0.1953189740420798,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_32/pdbs/223.pdb,0.1589270182810707,0.1417705535204997,0.0506841711033268,0.1230731882725631,0.1380164312720598,0.1267800742141844,0.1236865519366878,0.1370620113996075
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_34/log.csv,0.288172833119239,5.302265660200491,0.1895865836871292,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_34/pdbs/456.pdb,0.1357023812518393,0.1499120496528459,0.1467017096428381,0.1317924358728871,0.0,0.1444376768861555,0.1566533731491899,0.134800373544244
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_49/log.csv,0.284229048174279,5.313682173696458,0.1891770403505256,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_49/pdbs/333.pdb,0.1431271492909175,0.1701597222298394,0.1709463558884365,0.0,0.1532890580488468,0.1004353578368026,0.1645727955250511,0.0974695611801059
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_31/log.csv,0.2833907463122851,5.274764102124372,0.1829928568811375,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_31/pdbs/1060.pdb,0.0,0.1902951681312428,0.158214077441158,0.1719680199511243,0.1664039303009119,0.0,0.1498698820536713,0.1632489221218914
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_23/log.csv,0.2837596931823121,5.30394027850167,0.1837882342827253,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_23/pdbs/1033.pdb,0.1056045491850007,0.1038009903055907,0.097712319882028,0.1211340058404155,0.144634295347011,0.1359948796705136,0.1338385990696333,0.1572803606998068
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_82/log.csv,0.2881371902644988,5.288537410359741,0.1852556131030668,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_82/pdbs/648.pdb,0.1394470564461561,0.1074376702133323,0.1692942326598474,0.1417994914353334,0.1375017639267089,0.1233407338437942,0.060104210930312,0.1210748405445152
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_88/log.csv,0.2837500849909252,5.471397745224182,0.2200202652274767,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_88/pdbs/22.pdb,0.1553273001939744,0.0753359875691193,0.0874379453695724,0.1628893815845685,0.1075726808655091,0.1577635784087449,0.0672345802327503,0.1864385457757607
/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_70/log.csv,0.2875991314425346,5.516898809647401,0.232756056266754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/62_7mhj_8/1018130/output_70/pdbs/16.pdb,0.1504604535863283,0.0826620660063325,0.1502602459874259,0.1624964956915739,0.1368870309641609,0.0954137245273141,0.0948787833010802,0.1269411999357838
