,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd,xray_0_min_0_rmsd_avg,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_0/log.csv,3.919180409657314,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_0/pdbs/337.pdb,0.1408835261509693,0.0798375861357816,0.0781075143455887
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_774/log.csv,3.8179866223928447,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_774/pdbs/275.pdb,0.1043131150890959,0.1345429677911371,0.0703970289009338
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_806/log.csv,3.818256831065792,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_806/pdbs/276.pdb,0.095441436004117,0.0814621311293714,0.0704417630122404
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_843/log.csv,3.9538388515441416,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_843/pdbs/298.pdb,0.1933166058014053,0.0877686870819743,0.0843233660445016
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_842/log.csv,3.97270892998173,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_842/pdbs/390.pdb,0.151241288615136,0.1264767055248848,0.0841449442828998
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_909/log.csv,4.017392416254771,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_909/pdbs/198.pdb,0.1193113794796599,0.1995486319740111,0.0879792739945959
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_846/log.csv,3.940687212629485,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_846/pdbs/169.pdb,0.1310710606674568,0.1594475729343626,0.0811689445449873
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_873/log.csv,3.578121810240526,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_873/pdbs/320.pdb,0.1403667568617297,0.1154010098808947,0.055398110332301
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_903/log.csv,3.8896525548448313,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_903/pdbs/322.pdb,0.0962174976090482,0.1186088625511383,0.0745525918670298
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_895/log.csv,3.717361537196137,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_895/pdbs/313.pdb,0.0876596847161805,0.0554058937683246,0.0627362991173541
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_799/log.csv,3.9848874050387577,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_799/pdbs/246.pdb,0.162843667378554,0.1451048090466274,0.0864589464158746
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_800/log.csv,3.953072334899675,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_800/pdbs/220.pdb,0.1076465741494335,0.2120107269815818,0.0784812645382728
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_996/log.csv,3.7797320396863032,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_996/pdbs/344.pdb,0.1026678213842126,0.137644468602216,0.0684622165599028
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_875/log.csv,3.936110922731696,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_875/pdbs/301.pdb,0.1612617519552327,0.1034231264110964,0.0798966738805167
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_788/log.csv,3.833350583226713,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_788/pdbs/317.pdb,0.0866365619306863,0.1830700548978502,0.0716496416395246
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_258/log.csv,3.723504139928168,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_258/pdbs/245.pdb,0.1003183944652971,0.0373225421098354,0.0639114915438572
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_238/log.csv,3.819326883050396,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_238/pdbs/389.pdb,0.0992679825224611,0.0928194298477402,0.0702607154342919
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_219/log.csv,3.798015744650344,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_219/pdbs/349.pdb,0.1103604047934913,0.0545547752542456,0.0703880073569542
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_868/log.csv,3.9659638325005777,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_868/pdbs/289.pdb,0.1050243554941468,0.1042687420923135,0.0811220012014952
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_791/log.csv,4.0073429753396015,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_791/pdbs/268.pdb,0.1834658122133847,0.1590885122884749,0.0868543154575039
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_310/log.csv,4.0968443898089655,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_310/pdbs/309.pdb,0.1322056699121865,0.1735657907915112,0.0943793620955958
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_283/log.csv,3.685691076399608,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_283/pdbs/240.pdb,0.1089411312233691,0.0734940882807294,0.0619515452778286
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_302/log.csv,3.8704856945628543,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_302/pdbs/330.pdb,0.1184233524571585,0.0761039297663642,0.0731896478373475
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_847/log.csv,3.920711181800285,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/60_sb_2/134569/output_847/pdbs/309.pdb,0.0952775805944809,0.118617751511546,0.0801900505260786
