,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_avg_0,xray_0_min_0_pdb
0,4.971803810005883,0.0936988780130205,0.0891742809802725,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/0/output_394/pdbs/76.pdb
1,4.980327848673219,0.1053953273924768,0.0883920513186025,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/1/output_688/pdbs/67.pdb
2,4.971624784546197,0.0938309894369044,0.0875381884398854,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/2/output_892/pdbs/54.pdb
3,4.961114235847521,0.1019687746058339,0.0905372540589401,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/3/output_22/pdbs/98.pdb
4,4.998840274904523,0.0959066456393804,0.0903573578483381,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/4/output_843/pdbs/138.pdb
5,4.98016017842559,0.0951342480673516,0.0906311866769238,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/5/output_683/pdbs/245.pdb
6,4.969092477308807,0.0903982677267855,0.0960436770265712,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/6/output_564/pdbs/85.pdb
7,4.96198848678109,0.0976175121112792,0.0924569436021701,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/7/output_284/pdbs/48.pdb
8,4.965384873138001,0.1063520131478848,0.0989995595884232,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/8/output_213/pdbs/397.pdb
9,4.929577171822494,0.5651023274736486,2.0494023433508755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/93_natives_1_cif/9/output_953/pdbs/460.pdb
