,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_0_7mhg,w_1_7mhg,w_0_7mhh,w_1_7mhh,w_0_7mhi,w_1_7mhi,w_0_7mhj,w_1_7mhj,w_0_7mhk,w_1_7mhk
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.2692349585512766,5.451805773045753,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/3/output_248/pdbs/182.pdb,9438.879016489243,,,,,,,0.5142582716510861,0.4857417283489139,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.3697362177406041,5.610121423480457,,,,,0.2790624363414583,5.565790300560305,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/8/output_214/pdbs/56.pdb,12216.805077561989,0.4643902322689132,0.5356097677310868,,,,,0.6261706923854459,0.3738293076145542,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.3304301172861965,5.464879710027817,,,0.2726871865402157,5.530085316143079,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/12/output_148/pdbs/179.pdb,10575.117392067845,,,0.5467326398441034,0.4532673601558967,,,0.6200258713752954,0.3799741286247045,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.242137360710651,5.797417498918779,0.2207210898058678,5.355395528450223,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/15/output_323/pdbs/105.pdb,14517.840064431895,,,,,0.4439050037533056,0.5560949962466943,0.4563598712780229,0.5436401287219771,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,0.2174114375391174,5.346584082371255,0.2398747608440608,5.465227467295598,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/18/output_304/pdbs/279.pdb,14146.341014492726,,,,,,,0.5166537789719329,0.4833462210280671,0.5402164195078367,0.4597835804921632,,
