,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_0_7mhg,w_1_7mhg,w_0_7mhh,w_1_7mhh,w_0_7mhi,w_1_7mhi,w_0_7mhj,w_1_7mhj,w_0_7mhk,w_1_7mhk
39,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.3181206185051021,5.542456309516141,0.3111588412596854,5.418487273800237,0.25909007453784,5.912499764401754,0.2492029875999848,5.469238961449339,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/41/output_39/pdbs/180.pdb,31129.50678920702,0.3229203530368879,0.6770796469631121,0.323509054170935,0.676490945829065,0.5230805278464933,0.4769194721535068,0.5330318286703832,0.4669681713296167,,,,
42,0.3188051647778763,5.543243124721313,0.3075951022459348,5.426893033675488,0.2637722117053445,5.930823742105006,,,0.2735520556501308,5.61740441131682,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/42/output_302/pdbs/49.pdb,34016.67862918159,0.6670326897249341,0.3329673102750659,0.6506501515064977,0.3493498484935022,0.4074236144883105,0.5925763855116896,,,0.3686470472576832,0.6313529527423167,,
43,0.3150636798222583,5.52528819234071,0.2990334219594057,5.402453959532609,0.2764741861930958,5.977517825775118,,,,,0.2755763373185397,5.53806130197168,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/43/output_33/pdbs/271.pdb,27172.05285060685,0.6485655308626953,0.3514344691373046,0.6339151595576152,0.3660848404423847,0.4493056658719868,0.5506943341280133,,,,,0.4963736164921121,0.5036263835078879
44,0.3214152427417925,5.547869745815964,0.3189729998924561,5.429351654692832,,,0.254073960519719,5.4663816511342604,0.2717863531382387,5.594333702606279,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/44/output_271/pdbs/257.pdb,32794.80638573456,0.6685134659678382,0.3314865340321617,0.6490907207459933,0.3509092792540067,,,0.4290372762653013,0.5709627237346988,0.4159811339459616,0.5840188660540385,,
45,0.3172121577041791,5.535126062136974,0.3001924967373854,5.400692622529695,,,0.2782025210601566,5.508260279429127,,,0.2636065459853633,5.5046294276706735,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/45/output_135/pdbs/278.pdb,25211.129514967968,0.6643198098412892,0.3356801901587107,0.6414297108273223,0.3585702891726777,,,0.4852416135632539,0.5147583864367461,,,0.5140193767420101,0.4859806232579898
46,0.3161811404123134,5.5336924019340525,0.2972205715682328,5.400160917078411,,,,,0.2904355428863778,5.660538551740872,0.2729592468391885,5.530046298767985,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/46/output_220/pdbs/145.pdb,21271.069299497653,0.3261809572880665,0.6738190427119335,0.3293126283937023,0.6706873716062978,,,,,0.4938801380035115,0.5061198619964885,0.4696379379145469,0.5303620620854531
47,0.3486392092571628,5.589546487075955,,,0.2508387439171265,5.899904049879431,0.2310005431647922,5.437697165109961,0.2456389386061808,5.556481407965154,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/47/output_438/pdbs/28.pdb,48847.31099877424,0.2686333821733443,0.7313666178266557,,,0.7661135445904309,0.2338864554095691,0.6971522937523819,0.3028477062476182,0.7244225635046884,0.2755774364953116,,
48,0.3444374911118636,5.5923757065703805,,,0.2477286931696557,5.9294731976306965,0.2562954943076688,5.5254477821999455,,,0.2664412735919999,5.566994769709392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/48/output_377/pdbs/15.pdb,42740.89011953121,0.7315887798380781,0.268411220161922,,,0.3039863936140102,0.6960136063859897,0.1923917903430254,0.8076082096569746,,,0.5062854487506077,0.4937145512493923
49,0.3462448749271873,5.616888595190829,,,0.2513566403022905,5.898063007679086,,,0.2652174224134632,5.592281352367092,0.2802937837625129,5.580309997324765,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/49/output_258/pdbs/26.pdb,37213.9920338488,0.7378986540809912,0.2621013459190089,,,0.3479310107930738,0.6520689892069261,,,0.3696654538920406,0.6303345461079594,0.6372158883211609,0.362784111678839
50,0.3490106097194888,5.614989734977928,,,,,0.268217170794485,5.54565718723329,0.2697703636866125,5.66019964451443,0.2627143623368652,5.582309141224009,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/50/output_369/pdbs/10.pdb,38505.48428215237,0.3332486614234937,0.6667513385765063,,,,,0.7920059140061496,0.2079940859938503,0.7164328194664767,0.2835671805335232,0.6087089313149362,0.3912910686850638
51,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.3220074187238768,5.542483450596166,0.3101524464008554,5.421179881069083,0.2703317950104104,5.941607563029531,0.2249772247452491,5.444883165093137,0.2503600232931749,5.581275948196583,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/56/output_304/pdbs/26.pdb,64760.67570803146,0.641658563637729,0.358341436362271,0.6236147200834254,0.3763852799165745,0.1822380344162257,0.8177619655837743,0.3372241064881744,0.6627758935118255,0.3178680169415592,0.6821319830584407,,
57,0.3211404340286011,5.548626869586948,0.3095901509956746,5.41799153011848,0.2441296997752015,5.84494257827703,0.2300083294451055,5.41107474760376,,,0.254214968205842,5.480258767413615,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/57/output_13/pdbs/103.pdb,48807.850124051925,0.6618488677344158,0.3381511322655842,0.6637797982520001,0.336220201748,0.432345541618825,0.567654458381175,0.4491149645701921,0.5508850354298078,,,0.5046550956297086,0.4953449043702915
58,0.3167072881367319,5.5477895676927815,0.2994719460280162,5.416404183778779,0.2409738940658715,5.864214705056487,,,0.2509195108099648,5.558308081735969,0.266872129152913,5.523097190764246,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/58/output_411/pdbs/250.pdb,44161.41548240453,0.3382692908760775,0.6617307091239225,0.3443687770908108,0.6556312229091893,0.5474164572835517,0.4525835427164483,,,0.5675765327496083,0.4324234672503917,0.475124525280012,0.5248754747199881
59,0.322976944276607,5.544882360397213,0.3054640913702333,5.41838608145051,,,0.2423941454821769,5.41435606878328,0.2603023630826535,5.558971991931244,0.2491329630786994,5.488090078761871,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/59/output_317/pdbs/257.pdb,45296.410427807605,0.3268138244713208,0.6731861755286793,0.3631625154448063,0.6368374845551937,,,0.5665218796861096,0.4334781203138904,0.5854198359160064,0.4145801640839935,0.5185264979705352,0.4814735020294647
60,0.3527121141757566,5.627168374679648,,,0.2342518059583818,5.940106796093987,0.2623674674241575,5.565748268240087,0.2444946441858231,5.6247746130893,0.2646260086352254,5.584139402191746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/60/output_95/pdbs/8.pdb,64607.07439966666,0.7625767874564444,0.2374232125435556,,,0.3504977157209305,0.6495022842790694,0.0978925378301598,0.9021074621698402,0.3660296443448854,0.6339703556551145,0.4210370939155444,0.5789629060844556
61,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.3214385294559488,5.553647510808964,0.3053883071717062,5.42095979547736,0.2342997369523451,5.829590555696796,0.221639479353624,5.388150722547307,0.2362607964630893,5.526237194097105,0.2521058793338415,5.510565322560869,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/62/output_80/pdbs/29.pdb,93414.09481211286,0.7093427514282112,0.2906572485717887,0.7531327660639677,0.2468672339360322,0.2958926542745523,0.7041073457254476,0.3557592435430433,0.6442407564569567,0.3444268827880481,0.6555731172119519,0.4986665345524431,0.501333465447557
