,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_0_7mhg,w_1_7mhg,w_0_7mhh,w_1_7mhh,w_0_7mhi,w_1_7mhi,w_0_7mhj,w_1_7mhj,w_0_7mhk,w_1_7mhk
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,0.2863593326349571,5.514249582276372,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/5/output_372/pdbs/52.pdb,10061.30743393466,,,,,,,,,,,0.4422270775053118,0.5577729224946882
6,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.3542540152229602,5.561935319349892,,,,,,,,,0.2814582106904146,5.555857998526465,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/10/output_1/pdbs/78.pdb,12224.5725288787,0.6723999024888627,0.3276000975111373,,,,,,,,,0.5248966657544337,0.4751033342455663
11,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.3083025745171412,5.410977807936733,,,,,,,0.272161738932462,5.529409421820297,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/14/output_235/pdbs/261.pdb,11698.994002948202,,,0.3276111318692734,0.6723888681307266,,,,,,,0.4543608092725447,0.5456391907274553
15,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,0.260133512478312,5.851777939572718,,,,,0.2533631527361324,5.457480438834043,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/17/output_183/pdbs/266.pdb,13441.1720112796,,,,,0.4518837393522315,0.5481162606477684,,,,,0.5039244300185978,0.4960755699814022
18,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.2526121851031096,5.410108306946689,,,0.2369872342798067,5.406536141328067,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/167_N2/19/output_130/pdbs/227.pdb,13847.017346808054,,,,,,,0.4969666732320441,0.503033326767956,,,0.5178047069788538,0.4821952930211461
