,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
16,,,,,0.2392653154684472,5.643043961224478,,,0.2262948939996226,5.275720601496346,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/16/output_495/pdbs/178.pdb,58934.99437174072,,,,,,,,,0.3185692744799704,0.3327252093707515,0.2657854203554337,0.0829200957938443,,,,,0.3224171274222885,0.3017867543588881,0.2875734886676565,0.0882226295511668,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,0.2466320681056233,5.1922289603754574,0.226491498206563,5.249428751820673,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/18/output_422/pdbs/241.pdb,55317.243786634426,,,,,,,,,,,,,0.3110388787635931,0.2617863371236466,0.3168607784007937,0.1103140057119664,0.2846276859952627,0.2840210222774854,0.3342704957851938,0.097080795942058,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,0.2616898532586193,5.372576186395047,0.2944465883094108,5.304657994612282,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/20/output_23/pdbs/296.pdb,54761.904978782346,,,,,,,,,,,,,,,,,0.2791551817072211,0.2731286509331732,0.310895622585573,0.1368205447740326,0.2773471606237117,0.3184764435306812,0.2924531210051664,0.1117232748404406
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.3137678322494639,5.27836789584973,0.2932591215081112,5.234523189497981,,,,,0.289267557785931,5.535294267312695,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/23/output_172/pdbs/103.pdb,57109.2482134174,0.3281770857843141,0.1576917187062315,0.4457419981802707,0.0683891973291835,0.3738896713798502,0.1651124498088785,0.363737649366695,0.0972602294445761,,,,,,,,,0.217972764616506,0.4024010431537684,0.2546439094342229,0.1249822827955026,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.3437687993319417,5.335137703859792,,,0.2460549963171388,5.691736430615998,,,0.2372320327967534,5.351732892391846,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/26/output_42/pdbs/157.pdb,68010.17621784845,0.5777320848732714,0.2321767123177552,0.1346008325903016,0.0554903702186718,,,,,0.2227313448725102,0.3778360909366422,0.3270264501492755,0.072406114041572,,,,,0.1955948458066398,0.3678381528451423,0.3487433288073972,0.0878236725408206,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.3468743081274549,5.344882289280306,,,,,0.2497461433017959,5.243189379633872,0.2350534082838755,5.313257392891383,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/28/output_2/pdbs/283.pdb,68712.69703053104,0.2227225077939032,0.1029179641047395,0.6090373961632323,0.0653221319381249,,,,,,,,,0.3313273941382477,0.2890794287155473,0.2864645461540138,0.093128630992191,0.3408335772612186,0.3106634192571687,0.2391247370446033,0.1093782664370093,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.341624246311188,5.325442956157151,,,,,,,0.2626277551149915,5.43022913672274,0.2851570115279299,5.358772129508031,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/30/output_170/pdbs/213.pdb,65951.04678292817,0.1110650394807546,0.5795027045227444,0.2493141886299614,0.0601180673665396,,,,,,,,,,,,,0.3468479592691095,0.2112565929001883,0.3121188276968373,0.1297766201338649,0.2908589756896309,0.2566805652207058,0.3261657809054244,0.1262946781842388
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,0.3487936137334383,5.3292329174945925,0.2408646393016965,5.6652632306957695,,,0.2343058519452245,5.319891360881618,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/32/output_264/pdbs/292.pdb,68855.52774019037,,,,,0.1735299585372215,0.1735334905368306,0.4884025161695133,0.1645340347564345,0.2710297101329291,0.316841312841065,0.3182822732163382,0.0938467038096678,,,,,0.2716171508004962,0.3117962530623012,0.3000350736770308,0.1165515224601717,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,0.3373557765917333,5.353373178831236,,,0.23764809453279,5.252966764775732,0.2338028466067613,5.350557025187659,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/34/output_166/pdbs/111.pdb,61436.52259778749,,,,,0.1502340948874334,0.4848911439502704,0.242370012142548,0.122504749019748,,,,,0.2907782374459429,0.2992063291594744,0.3215430774897898,0.0884723559047929,0.2995719829332362,0.2915027192693534,0.3051434078961068,0.1037818899013036,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,0.3350408250507512,5.341647695197242,,,,,0.2625071053566146,5.440166536775081,0.2768600295776233,5.353756671518886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/36/output_424/pdbs/109.pdb,61128.98674676805,,,,,0.3153020722370768,0.1678272853104436,0.3916792915748401,0.1251913508776393,,,,,,,,,0.2237452218583998,0.3280341442502291,0.3286483322928464,0.1195723015985247,0.205757271614611,0.2698040126261034,0.4167052757977226,0.1077334399615629
37,,,,,0.2172394501833058,5.543674704803573,0.2043608247732831,5.095692365613114,0.1941192621189896,5.157554807872045,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/37/output_457/pdbs/273.pdb,77679.84008915607,,,,,,,,,0.3022613391222021,0.363889238160242,0.2395593072939432,0.0942901154236127,0.3009007190037475,0.3791767860833081,0.211260195629877,0.1086622992830673,0.3122367647319292,0.3642541038210996,0.2253093968867219,0.0981997345602492,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,0.2326797603882344,5.606819762348506,,,0.2142315441829915,5.276637623586934,0.2692611568611347,5.268350806489286,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/39/output_152/pdbs/280.pdb,73088.56030782226,,,,,,,,,0.2786031584148754,0.300849369179665,0.3292257556337268,0.0913217167717326,,,,,0.2804339647639823,0.2894064330305698,0.3172604928791662,0.1128991093262817,0.2672527649318929,0.3016535470592791,0.3115107977022511,0.1195828903065768
40,,,,,,,0.2199523296635562,5.140683820089261,0.2165546940649633,5.2515245481802335,0.2577507396950697,5.262947819724649,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/40/output_179/pdbs/251.pdb,70684.25110970168,,,,,,,,,,,,,0.2892036074372566,0.2639748743423757,0.3291882168611543,0.1176333013592134,0.2622676929609319,0.2819277090215423,0.3423348397127048,0.113469758304821,0.2982160378738282,0.2446361001304442,0.3387353264687439,0.1184125355269836
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.3170566579113741,5.293234075763978,0.305708846024223,5.270287272145288,0.2519507228537963,5.708294810525849,,,0.2424521483695194,5.390966940811063,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/42/output_321/pdbs/169.pdb,79498.24269402916,0.0926810973307656,0.294970698234039,0.5588613439187241,0.0534868605164713,0.1281540419027716,0.2894341451858777,0.4576623772688543,0.1247494356424964,0.3187594108182267,0.3584108822734613,0.2395479976285755,0.0832817092797365,,,,,0.3361583790433231,0.3379456060573445,0.2392090668265662,0.0866869480727661,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.3197772816836472,5.297373846223897,0.3021273232991452,5.266714918964652,,,0.2435990355081023,5.273590663947471,0.2394092836139461,5.376858717811608,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/44/output_285/pdbs/93.pdb,80698.5060596446,0.5011979743983788,0.2588754011718137,0.1911728215919674,0.04875380283784,0.4259755427201313,0.2555178792525066,0.2287158536893786,0.0897907243379836,,,,,0.1653732138475558,0.4360968278630622,0.3044425450654598,0.0940874132239221,0.1241583181767312,0.4263158713218077,0.3417267606726405,0.1077990498288204,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.3159470475406534,5.296902696484411,0.3005892951433963,5.234279101115404,,,,,0.2665902094322346,5.436774583032282,0.2675065491210236,5.339504488278391,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/46/output_218/pdbs/255.pdb,82569.51699441302,0.5533119808878182,0.2192973064365115,0.1664859477335095,0.0609047649421607,0.4667079490542637,0.2431450256814719,0.1687326122965871,0.1214144129676771,,,,,,,,,0.187724460928025,0.3210435106856011,0.3604793867141218,0.130752641672252,0.2402219344135506,0.3379951979061976,0.2963035894469591,0.1254792782332927
47,0.3441642328785102,5.354219338977868,,,0.2185890451803085,5.596972536038519,0.2133057260938827,5.136859016332638,0.2001911078153739,5.207797333744516,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/47/output_21/pdbs/289.pdb,91701.96585391655,0.632522056259926,0.1721168349345244,0.1455798757034379,0.0497812331021117,,,,,0.2976398686210098,0.2765077072060561,0.3452310087292204,0.0806214154437135,0.2750060988328478,0.2913832248631406,0.346448975058165,0.0871617012458464,0.2576278542713898,0.2971146856042962,0.3568247726476934,0.0884326874766204,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.3591191338705539,5.373671906870103,,,0.2417260070012642,5.661163725101028,,,0.2271912557554837,5.335725822337393,0.2641960495004973,5.318177076453582,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/49/output_473/pdbs/115.pdb,90864.94854990944,0.5730712424695984,0.294961802405445,0.0690901371835122,0.0628768179414444,,,,,0.3077077524600481,0.2585724577926597,0.3482219541937441,0.085497835553548,,,,,0.2685684067055522,0.2787523434297215,0.3331628347569765,0.1195164151077497,0.3195751181975098,0.2773561492707098,0.283477221258552,0.1195915112732283
50,0.471062184467555,5.613930909702187,,,,,0.3965636027915634,5.662501468039289,0.22532058100806,5.330032152087799,0.3186652753636366,5.444416407613719,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/50/output_94/pdbs/150.pdb,84053.7012449673,0.2538190039964678,0.0924471987285952,0.5937586789177721,0.0599751183571649,,,,,,,,,0.3186977397332829,0.316778341175213,0.2689009661489253,0.0956229529425786,0.3022621662929535,0.3265137275328078,0.2646182442295544,0.106605861944684,0.2874312963941867,0.2893101088414128,0.3207599303896578,0.1024986643747426
51,,,0.3496244891645862,5.328732678748755,0.2130629240993528,5.592090570609397,0.2077364095019783,5.125819970873734,0.2043657422419309,5.227355425187666,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/51/output_413/pdbs/289.pdb,91042.52923237631,,,,,0.4895819175173369,0.1827178133954395,0.1618988667391324,0.1658014023480911,0.2856862426380299,0.3557281771026312,0.2627984578335537,0.0957871224257852,0.298296935854546,0.3220236137445854,0.2889745137632354,0.0907049366376331,0.2725871175241521,0.3423247937324819,0.296988993290065,0.0880990954533009,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,0.3379175633979364,5.322324355482431,0.2394883374073534,5.636716774218074,,,0.2260814424587822,5.305468489983185,0.2522916323652041,5.264314117622235,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/53/output_355/pdbs/295.pdb,85854.34148931627,,,,,0.2211677616615812,0.4515130903119723,0.1677288819174959,0.1595902661089505,0.3088185065471664,0.2873361643199932,0.293224272141707,0.1106210569911333,,,,,0.3186148177268917,0.2816111876014588,0.3000588983393675,0.099715096332282,0.2738409200626363,0.3238501300452722,0.2818409737499966,0.1204679761420947
54,,,0.3460852696253171,5.325518591686191,,,0.217569422116168,5.164178995931912,0.2246065004509456,5.287390196327492,0.2533697194006387,5.272077181254823,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/54/output_486/pdbs/289.pdb,84795.03369938293,,,,,0.2305045523940322,0.1610015436525206,0.4563839002025778,0.1521100037508694,,,,,0.3104728647812129,0.2996763339794601,0.2794325493481542,0.1104182518911729,0.3171036754854687,0.3230063813061512,0.2439517619059194,0.1159381813024607,0.2711973760637949,0.2832692121307865,0.333865298754527,0.1116681130508916
55,,,,,0.2000851124586528,5.508467527477998,0.1915460188409846,5.036409073090219,0.1897495578609743,5.154009162733216,0.2469236003544614,5.228536944920535,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/55/output_428/pdbs/281.pdb,91533.26720220225,,,,,,,,,0.3111811666417804,0.3210914490347026,0.280342030145858,0.0873853541776587,0.2858220855827368,0.3323702952521948,0.2873368676761003,0.094470751488968,0.2791289175029683,0.3291034079747402,0.2990687216518216,0.0926989528704697,0.2961553119672833,0.3244907692087532,0.2851934584245197,0.0941604603994436
56,0.3167011253506924,5.3076467216601975,0.3042970557324729,5.258945024493929,0.2159425773095999,5.622795995623737,0.2146552514537129,5.183287171032467,0.2128578158614987,5.294346298882269,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/56/output_46/pdbs/178.pdb,113737.86912292893,0.588020739867301,0.1272452326349953,0.2317188510108516,0.053015176486852,0.5107578506216707,0.1655146919198827,0.2089054851193538,0.1148219723390926,0.2325181117735507,0.3170907611511646,0.3497518099172317,0.1006393171580528,0.2492779823309673,0.3174903791798824,0.340081439954788,0.0931501985343622,0.1959647693164773,0.3451152993870098,0.3604814896573893,0.0984384416391235,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.3213590888219322,5.302276502873914,0.3102707491441336,5.247416689038592,0.2384251490207444,5.6784219181777935,,,0.2302924195710613,5.357033715249858,0.2654048137257997,5.333242225701466,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/58/output_195/pdbs/267.pdb,109030.46434703044,0.2719601582438531,0.1421337409300221,0.5392745377941988,0.0466315630319259,0.2821293946124031,0.1646036871833805,0.4303894728205945,0.1228774453836219,0.2959793362915019,0.3856490740447406,0.2217946470851409,0.0965769425786165,,,,,0.317978017371721,0.3674882446294317,0.1976828379221767,0.1168509000766707,0.2942301703243847,0.3001102826758727,0.2781891019217772,0.1274704450779653
59,0.326943873688998,5.324325675972988,0.2996837127464228,5.255815783205518,,,0.2277325962766227,5.215492564192628,0.2266282013026904,5.338734044510547,0.2538028648562719,5.315251359224405,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/59/output_368/pdbs/201.pdb,111481.22545070262,0.2845916126102532,0.1399704308444787,0.5253978169497256,0.0500401395955424,0.2821651277374684,0.1812246693258032,0.4186541482183041,0.1179560547184242,,,,,0.3267887846213739,0.3320428069434177,0.2287983272906591,0.1123700811445491,0.3625312012052418,0.3320471580961071,0.1872514226478965,0.1181702180507546,0.3040119147961541,0.3004098819995414,0.2639067381776838,0.1316714650266207
60,0.3640064216764081,5.379429656526937,,,0.1998305203866838,5.576802685282834,0.1999425791501573,5.110680682580903,0.1954694121223223,5.2285957441378725,0.2336628999133039,5.2581207658228735,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/60/output_206/pdbs/269.pdb,107552.1875230544,0.2455372565291996,0.5943973764452349,0.1121081530140166,0.0479572140115488,,,,,0.34014010004978,0.2480271024859013,0.339970436396065,0.0718623610682535,0.3524559035690668,0.2548184831749084,0.3199615372805693,0.0727640759754555,0.350369742888666,0.226313469776499,0.3392665336944355,0.0840502536403995,0.3090335800455308,0.2971121069335211,0.3043018677177586,0.0895524453031896
61,,,0.3577255713625049,5.345207401368373,0.208763300296907,5.577552175857663,0.1934834104447236,5.09131674623416,0.1989242748239459,5.212040371315549,0.2409944552797447,5.234635853511784,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/61/output_91/pdbs/249.pdb,106944.76496101925,,,,,0.4198069604248829,0.1791771269420353,0.2387350490217895,0.1622808636112922,0.2743451587722753,0.3822697045696402,0.2481191854008196,0.0952659512572648,0.2957840568827022,0.3445139513948537,0.2734364123838324,0.0862655793386115,0.2519306445939809,0.3893597469859457,0.2644208188891393,0.0942887895309341,0.3286346008789751,0.2986280023468601,0.2641637551337237,0.1085736416404409
62,0.3221656171201979,5.308321029157083,0.3030471116269549,5.240834208926969,0.2185267896915031,5.622871305640653,0.2045813305990351,5.138732719195917,0.2072762957510912,5.275017528556784,0.2502033961248995,5.292569278106404,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/62/output_234/pdbs/283.pdb,142046.51996499446,0.2340351797310766,0.5650896168747888,0.1498689427231405,0.051006260670994,0.2199652931059336,0.4750662616788787,0.180636290739213,0.1243321544759745,0.3230666533831501,0.1951085010861429,0.3922700660933876,0.0895547794373192,0.3209907586888146,0.202667179314996,0.3859201427936902,0.090421919202499,0.3256830694299586,0.1750110121040953,0.4066988796070688,0.0926070388588772,0.2753473523792282,0.2739843453601769,0.3387309389198293,0.1119373633407653
