,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,0.3011226376376043,5.620658171641128,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/5/output_9/pdbs/7.pdb,39306.70210388611,,,,,,,,,,,,,,,,,,,,,0.1769410800768124,0.5392176646713764,0.1662512792410382,0.1175899760107728
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.3511723934209096,5.34362570012879,,,,,,,,,0.2831531752569734,5.4134830296558105,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/10/output_154/pdbs/70.pdb,50822.371078280594,0.404463811412243,0.0740178100358393,0.4113037929125769,0.1102145856393405,,,,,,,,,,,,,,,,,0.3077375623692414,0.3427133753740282,0.2296626375802546,0.1198864246764758
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.3253477892966717,5.283902495637256,,,,,,,0.2828373626286037,5.3898476550919705,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/14/output_119/pdbs/230.pdb,49761.11924085185,,,,,0.4578876091390815,0.2318821607139565,0.1754227866251088,0.1348074435218531,,,,,,,,,,,,,0.2660167793847816,0.3069887855560191,0.295014940183544,0.1319794948756551
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
