,joint,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
0,5.232202024153024,0.326647433706719,5.232202024153024,,,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/0/output_85/pdbs/289.pdb,38350.166518382604,0.2628738019596564,0.3207327792946196,0.3647562434044262,0.0516371753412978,,,,,,,,,,,,,,,,,,,,
1,5.227208382251325,,,0.3071080567210931,5.227208382251325,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/1/output_223/pdbs/292.pdb,38930.50633844095,,,,,0.3074510075442662,0.3950669156673338,0.1849050293725274,0.1125770474158726,,,,,,,,,,,,,,,,
2,5.799470464314019,,,,,0.3195398223976355,5.799470464314019,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/2/output_232/pdbs/279.pdb,47059.49943713091,,,,,,,,,0.3047817565653503,0.2853462956114275,0.28316548414416,0.1267064636790622,,,,,,,,,,,,
3,5.316533650539182,,,,,,,0.3016706000557145,5.316533650539182,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/3/output_386/pdbs/217.pdb,42610.15110631675,,,,,,,,,,,,,0.2488418308136934,0.3114488200529377,0.3132366417066872,0.1264727074266817,,,,,,,,
4,5.422457977505269,,,,,,,,,0.3188461838888203,5.422457977505269,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/4/output_421/pdbs/201.pdb,44617.42707474275,,,,,,,,,,,,,,,,,0.3090330201630937,0.25556350956115,0.3000543472243192,0.1353491230514371,,,,
5,5.336940013042248,,,,,,,,,,,0.3413376629845139,5.336940013042248,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/5/output_8/pdbs/229.pdb,46591.01807655633,,,,,,,,,,,,,,,,,,,,,0.2667852458951677,0.2861086446983064,0.3273773926641913,0.1197287167423347
6,10.42654475209818,0.3067633594218795,5.226952698391756,0.2890181737476004,5.199592053706426,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/6/output_83/pdbs/298.pdb,43549.13480571324,0.23813391662914,0.414695013479648,0.2859352657143135,0.0612358041768985,0.3187272637005716,0.2847227081692434,0.2955778965553334,0.1009721315748516,,,,,,,,,,,,,,,,
7,11.093071850720666,0.3349441213052275,5.299772176301958,,,0.2914428063413649,5.793299674418709,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/7/output_176/pdbs/177.pdb,51605.83475548973,0.246443609279635,0.5847702503091483,0.118833529841456,0.0499526105697606,,,,,0.3675726087096744,0.2405916875316251,0.2969088085810822,0.0949268951776182,,,,,,,,,,,,
8,10.606275038666336,0.537054084974557,5.2273487968975045,,,,,0.3265244137336474,5.378926241768832,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/8/output_87/pdbs/300.pdb,68041.48353789444,0.2203426488596468,0.1153550636334405,0.0681119731119526,0.59619031439496,,,,,,,,,0.3333181194157603,0.3096621109323988,0.2217349557131934,0.1352848139386473,,,,,,,,
9,10.756896278059385,0.3309011259464268,5.278365326900963,,,,,,,0.3108541846790864,5.4785309511584215,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/9/output_406/pdbs/298.pdb,53624.97981328444,0.0920381737154088,0.5084834334894093,0.3378410483150187,0.0616373444801633,,,,,,,,,,,,,0.3531945741170533,0.1718057175140536,0.3129501179598108,0.1620495904090822,,,,
10,10.659073804084276,0.336301164948309,5.295614930537148,,,,,,,,,0.3075721747332772,5.3634588735471285,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/10/output_120/pdbs/298.pdb,52072.7493785071,0.1449822840540292,0.6013453793461979,0.1997416091530921,0.0539307274466807,,,,,,,,,,,,,,,,,0.3248181518149164,0.2626641732911436,0.27693004546726,0.1355876294266798
11,11.058848924885197,,,0.3330257887868963,5.272708442533113,0.2990729673967133,5.786140482352085,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/11/output_405/pdbs/264.pdb,50497.58357317591,,,,,0.4350495236076433,0.2860056348838441,0.1468626011108998,0.1320822403976127,0.2258772892570158,0.3318821301127755,0.3274109096973812,0.1148296709328274,,,,,,,,,,,,
12,10.617114546836898,,,0.3150747443316794,5.263669732207531,,,0.2966541160250334,5.353444814629368,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/12/output_92/pdbs/299.pdb,48196.17363383749,,,,,0.2646596564536713,0.4586318370280002,0.1536038878336273,0.1231046186847011,,,,,0.3269832953811556,0.2217131048492192,0.3127200657483922,0.1385835340212329,,,,,,,,
13,10.727576352882856,,,0.3204293414651771,5.267834107410107,,,,,0.2998749928706868,5.459742245472749,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/13/output_402/pdbs/293.pdb,50401.23885681141,,,,,0.1609262880102191,0.2054088313733754,0.4939197326651794,0.1397451479512259,,,,,,,,,0.3102959933729425,0.3305516130664916,0.2202022012742198,0.138950192286346,,,,
14,10.609196630159412,,,0.313758414918928,5.258398046560037,,,,,,,0.3061211661802931,5.350798583599374,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/14/output_18/pdbs/284.pdb,48721.92873113427,,,,,0.2469748395642457,0.4404557962796787,0.1764026574728355,0.1361667066832401,,,,,,,,,,,,,0.3369199785174486,0.2492898284489062,0.2816559233944304,0.1321342696392147
15,10.698643045159677,,,,,0.2272267380916026,5.533815521068685,0.2313766597481216,5.164827524090993,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/15/output_149/pdbs/264.pdb,60466.88411417061,,,,,,,,,0.2736829048082341,0.293409030873179,0.3457587786990339,0.0871492856195529,0.2980621627538191,0.2738947631347376,0.332231303388225,0.0958117707232183,,,,,,,,
