,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
0,0.3172687199336311,5.253072602604754,,,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/0/output_448/pdbs/134.pdb,38450.14777787216,0.287585701184025,0.2804582897689884,0.3582808063477409,0.0736752026992457,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.2926838009855869,5.224727974020608,0.2910073580351358,5.210112187080042,,,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/6/output_49/pdbs/275.pdb,43115.39398108646,0.3750076894451008,0.3036187278960104,0.2577719829040107,0.0636015997548781,0.2529958074604711,0.2953941430324466,0.342644637412846,0.1089654120942362,,,,,,,,,,,,,,,,
7,0.3166714642511515,5.285067702222353,,,0.3105969802816587,5.851537774402121,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/7/output_263/pdbs/294.pdb,50615.67023770966,0.3432665129791984,0.4979632091809059,0.1057147158482794,0.0530555619916162,,,,,0.2306696706065062,0.3109147719704656,0.3608148842832477,0.0976006731397805,,,,,,,,,,,,
8,0.3181748231622825,5.297011347045079,,,,,0.3076000670853402,5.423150640321172,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/8/output_191/pdbs/165.pdb,48970.38721269654,0.0834021932678585,0.4885044170714017,0.3533001716504361,0.0747932180103033,,,,,,,,,0.321485791463994,0.2149145542478236,0.3263510702402091,0.137248584047973,,,,,,,,
9,0.321528505116367,5.294967842374587,,,,,,,0.3271008671089946,5.525510667771792,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/9/output_474/pdbs/184.pdb,51893.75876244797,0.128715241801342,0.3046394740745387,0.5038780313511592,0.0627672527729601,,,,,,,,,,,,,0.3430752222666491,0.3635086357767063,0.1539882371239217,0.1394279048327229,,,,
10,0.319845642064209,5.2932252500678185,,,,,,,,,0.3279410837365287,5.410693431792318,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/10/output_453/pdbs/288.pdb,51751.81753406752,0.3015299146198996,0.1325201593509007,0.5179666814856618,0.0479832445435377,,,,,,,,,,,,,,,,,0.29786094506725,0.3121139430590162,0.2451200929584507,0.144905018915283
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.295514287311069,5.271445391048586,0.2885666426534662,5.238983371919296,0.3245800958539174,5.934793737316853,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/21/output_51/pdbs/125.pdb,56696.94151885944,0.2326734860571607,0.3409634774897768,0.3799288862031126,0.0464341502499499,0.2326154576032748,0.2965205521472667,0.3670890991412295,0.103774891108229,0.4371068162376964,0.28363886719683,0.1678427205655987,0.1114115959998746,,,,,,,,,,,,
