,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,0.2858815573065547,5.41900712990045,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/3/output_210/pdbs/20.pdb,41919.39285217808,,,,,,,,,,,,,0.2437880587514458,0.297125851074645,0.3612964937349258,0.0977895964389832,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.3450956112384189,5.347240850675737,,,,,0.2794464449779938,5.39351309061525,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/8/output_167/pdbs/45.pdb,46350.46656826369,0.5024204814096149,0.2195638137970963,0.1815555608095576,0.0964601439837311,,,,,,,,,0.2666752143948747,0.2840812914120655,0.3497586225843538,0.0994848716087059,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.3222383862584362,5.383756930644863,,,0.2751642122120569,5.41987824218861,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/12/output_130/pdbs/31.pdb,46296.0176781012,,,,,0.4039096801903023,0.31553459963395,0.2118585657425064,0.0686971544332412,,,,,0.3463279684065825,0.179620852835704,0.3690048576702062,0.1050463210875073,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
