,r_free_7mhf,xray_7mhf,r_free_7mhg,xray_7mhg,r_free_7mhh,xray_7mhh,r_free_7mhi,xray_7mhi,r_free_7mhj,xray_7mhj,r_free_7mhk,xray_7mhk,pdb,ff,w_0_7mhf,w_1_7mhf,w_2_7mhf,w_3_7mhf,w_0_7mhg,w_1_7mhg,w_2_7mhg,w_3_7mhg,w_0_7mhh,w_1_7mhh,w_2_7mhh,w_3_7mhh,w_0_7mhi,w_1_7mhi,w_2_7mhi,w_3_7mhi,w_0_7mhj,w_1_7mhj,w_2_7mhj,w_3_7mhj,w_0_7mhk,w_1_7mhk,w_2_7mhk,w_3_7mhk
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,0.2873678655980967,6.18807042612749,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/2/output_399/pdbs/3.pdb,30905.581471264773,,,,,,,,,0.320697582155281,0.2835878265128345,0.2123450293486156,0.1833695619832688,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.4238040143539338,5.518795016911507,,,0.2851462454177601,5.847108437806312,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/7/output_472/pdbs/150.pdb,50743.92230705042,0.1917006571392147,0.5495893816688597,0.2105467543474353,0.0481632068444902,,,,,0.3566789876049946,0.2292953479009959,0.3268634651140513,0.0871621993799582,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.3371450811918355,5.304814862877462,0.2808251528789982,5.85355557963394,,,,,,,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/168_N4/11/output_117/pdbs/190.pdb,49183.14636055355,,,,,0.4878360110569201,0.2356388730338082,0.1425392918285939,0.1339858240806777,0.2970427971955143,0.2781879091956151,0.3130759601473898,0.1116933334614807,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
