,r_free_0,xray_0,pdb
0,0.2579002336507986,5.329942416463876,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/21.pdb
1,0.2579527115547001,5.33131132905892,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/19.pdb
2,0.2582393621590487,5.332031062703124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/17.pdb
3,0.258271190985059,5.330907107415674,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/20.pdb
4,0.2584667193356252,5.331918926058072,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/18.pdb
5,0.2585300109931285,5.329714964777013,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/22.pdb
6,0.2586389542285313,5.328207393293429,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/21.pdb
7,0.2586538613460052,5.331930052527472,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/22.pdb
8,0.2587195449069531,5.331629989466991,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/21.pdb
9,0.2587367474434421,5.33067424388874,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/20.pdb
10,0.2589335738618107,5.327764935093217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/22.pdb
11,0.2593154361932423,5.332592176873236,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/23.pdb
12,0.2593200533401039,5.3291295766621545,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/20.pdb
13,0.2595381991594612,5.332472185890107,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/16.pdb
14,0.259592281457823,5.33230502238234,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/15.pdb
15,0.259645415425331,5.329039850036634,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/23.pdb
16,0.2596632202230207,5.332340310881095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_69/pdbs/19.pdb
17,0.2596895419086503,5.337485605087368,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/12.pdb
18,0.2597651818187633,5.332137181169791,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_69/pdbs/18.pdb
19,0.2598640182452117,5.335379956366552,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_671/pdbs/13.pdb
20,0.2599591454332245,5.333832868984935,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_791/pdbs/13.pdb
21,0.2599749110923334,5.333933659563594,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/14.pdb
22,0.2599809235106085,5.333504279028146,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_69/pdbs/21.pdb
23,0.260055839921499,5.338186827804605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_671/pdbs/12.pdb
24,0.2600897895288142,5.328045057943591,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/23.pdb
25,0.2602087504497969,5.337921918901408,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_113/pdbs/13.pdb
26,0.2602166763137559,5.335532002279018,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_940/pdbs/13.pdb
27,0.2603177782550363,5.332928625110383,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_69/pdbs/20.pdb
28,0.2603477020630142,5.333022178205408,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_383/pdbs/22.pdb
29,0.2603533201795844,5.338057779112711,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_720/pdbs/13.pdb
30,0.2603940012544956,5.332268843750394,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/19.pdb
31,0.2605679740259033,5.330678335626437,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_830/pdbs/15.pdb
32,0.2605957180240735,5.32982193210982,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/19.pdb
33,0.2607112977128754,5.336697107866281,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_522/pdbs/13.pdb
34,0.2607326597869033,5.341338706381984,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_279/pdbs/13.pdb
35,0.2608108012945296,5.337369435719025,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_113/pdbs/14.pdb
36,0.2608285484820402,5.33087503523898,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/18.pdb
37,0.2608642539586237,5.333559743606763,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/18.pdb
38,0.2609080038541918,5.329641642965042,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/24.pdb
39,0.2609140240345904,5.337591101862053,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_772/pdbs/16.pdb
40,0.2609221915303029,5.332542516301133,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_115/pdbs/15.pdb
41,0.2610094270824332,5.333590995264886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_515/pdbs/22.pdb
42,0.2610350006189855,5.338405374025511,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_179/pdbs/13.pdb
43,0.2611005686915473,5.335347694833772,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_671/pdbs/14.pdb
44,0.2611316008820996,5.338527333205562,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_772/pdbs/15.pdb
45,0.2611634524433908,5.333630659543204,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_69/pdbs/17.pdb
46,0.2611764240356097,5.337408698634121,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_772/pdbs/17.pdb
47,0.2612046014946953,5.333750836878661,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_850/pdbs/15.pdb
48,0.2612260599206421,5.338610304522656,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_940/pdbs/12.pdb
49,0.2612694232120679,5.342639332656981,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_772/pdbs/13.pdb
50,0.2612785227900039,5.3311499325830125,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_115/pdbs/16.pdb
51,0.2612905072614378,5.335854732090269,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_365/pdbs/19.pdb
52,0.261300312690113,5.330924952018643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_830/pdbs/14.pdb
53,0.2613015448107428,5.3268179961407744,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_673/pdbs/23.pdb
54,0.2613158542339222,5.333589122595043,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_315/pdbs/24.pdb
55,0.2613390571473806,5.340996244603184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_772/pdbs/14.pdb
56,0.2613445838481948,5.338288357693599,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_791/pdbs/12.pdb
57,0.2613476330879017,5.33607299331821,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_175/pdbs/13.pdb
58,0.261358594969061,5.331790379462773,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_830/pdbs/13.pdb
59,0.2613835080087702,5.3361384415743975,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_390/pdbs/12.pdb
60,0.2614390253658175,5.339160702879572,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_524/pdbs/13.pdb
61,0.2614449828781421,5.333973001866895,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_850/pdbs/14.pdb
62,0.2614520030370698,5.339198860888256,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_957/pdbs/13.pdb
63,0.2614537669104017,5.332455177589288,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_279/pdbs/24.pdb
64,0.2614594510983886,5.334029278420825,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_515/pdbs/21.pdb
65,0.2614713375238789,5.339426166827715,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_878/pdbs/12.pdb
66,0.2614714731197866,5.328675016285316,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_673/pdbs/21.pdb
67,0.2615028096045098,5.3386365439814405,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_33/pdbs/13.pdb
68,0.2615233495974385,5.335397237826536,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/15.pdb
69,0.2615284409421417,5.344006521150343,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_279/pdbs/11.pdb
70,0.2615296986369816,5.337753244180743,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_777/pdbs/13.pdb
71,0.2615385390652368,5.330550099663562,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_422/pdbs/17.pdb
72,0.2615423386412716,5.335203878059785,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_524/pdbs/17.pdb
73,0.2615686326593055,5.335577516246151,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_774/pdbs/19.pdb
74,0.2615726197887487,5.333745386441603,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_515/pdbs/23.pdb
75,0.2615802446774577,5.334038282804999,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_148/pdbs/16.pdb
76,0.261610622436811,5.3332898613958415,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_774/pdbs/20.pdb
77,0.2616203853634772,5.336633346291226,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_774/pdbs/18.pdb
78,0.261628845372162,5.333305537409265,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_957/pdbs/23.pdb
79,0.261634137249436,5.339928663849498,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/78_2/1629472/output_113/pdbs/12.pdb
