,n,rmsd_0_mean,rmsd_0_std
1,,0.2316791068845551,0.014478903242118165
2,,0.22408795919116561,0.010848285293020425
3,,0.22067637632957524,0.009470487344362765
4,,0.2180795763126351,0.008651941841695356
5,,0.21633898669472845,0.008269196457550271
6,,0.21508525054434022,0.007926243933024055
7,,0.21386733846149836,0.007794942140106305
8,,0.21293589344239397,0.007614473102735607
9,,0.21224249341451584,0.007421202401780434
10,,0.2116016469408754,0.007277946273706039
11,,0.21111405835712874,0.00708672400850467
12,,0.21062188988936145,0.007003216608027395
13,,0.21010664865853976,0.006892792386927751
14,,0.20968299654835446,0.006763054841886492
15,,0.20918063758435182,0.006712546553239444
16,,0.20884741886649988,0.0066615784522026135
17,,0.20851073270486767,0.00662549114350657
18,,0.20826434373246594,0.006628741120629864
19,,0.2080517137543701,0.006572491456200366
20,,0.20774724518539658,0.006507928409458112
21,,0.20746497887271662,0.006474015604325911
22,,0.2070861940421068,0.006359483615555188
23,,0.20675047002383334,0.006411236160388302
24,,0.20658229118145754,0.0063285644467833335
25,,0.20639518540777727,0.00627275108914986
26,,0.20611227592321918,0.006217687574749501
27,,0.20580230317616335,0.006171737591872869
28,,0.20555778949752287,0.006114020122189458
29,,0.205391111931546,0.006069697660789336
30,,0.2052981694918915,0.0060142868596879985
31,,0.2051334787659819,0.005994930070958204
32,,0.20498197878284413,0.005996712699855444
33,,0.20476781516518736,0.00599504594769344
34,,0.20460223089206062,0.0059150561815879315
35,,0.2044524058957557,0.005893771513892319
36,,0.20427893565574498,0.005932214080039008
37,,0.20409587901856288,0.0059164578499336885
38,,0.2039504145198236,0.005892744204711479
39,,0.20379590632877156,0.005879873890990622
40,,0.20363265512746526,0.00588033554921566
41,,0.2035204688292785,0.005881055366675028
42,,0.20341482476013276,0.005876369127006889
43,,0.20330820438815436,0.005851192679725207
44,,0.2032103855682888,0.005808672154951225
45,,0.20312236255372046,0.005794982930716725
46,,0.20297826499360427,0.005825156440839717
47,,0.2028920320258074,0.005782383732547719
48,,0.2028181004288799,0.00574045975870012
49,,0.2027220167854731,0.005701450716544819
50,,0.20259592047293834,0.005692876410293876
51,,0.2025056548370262,0.00567065588682833
52,,0.2023918849093564,0.0056746963832554394
53,,0.20225140196163632,0.005634273270616816
54,,0.2021466299949962,0.005607710839953809
55,,0.20201341061104697,0.005622611478603325
56,,0.20189281255943295,0.005610151001920925
57,,0.20184281916609287,0.005584549402488978
58,,0.20177786321905639,0.005583113043633657
