,n,xray_0_mean,xray_0_std,rmsd_0_mean,rmsd_0_std
1,,5.473263354230059,0.05143973808293939,0.24132822807799842,0.016810846859014475
2,,5.449638112405677,0.030332201916994664,0.2346637815914924,0.012687295641571774
3,,5.439641092866148,0.024961690616724562,0.23203747074253558,0.011895997564022617
4,,5.433412791907236,0.022630879344292063,0.22982905418856187,0.01139115859575367
5,,5.42906956216064,0.020595901263083565,0.22826867228283818,0.011063403706469655
6,,5.426118648479896,0.019450461376324907,0.22726997898205104,0.010824534882914797
7,,5.423394747000268,0.018423709449629108,0.22634606173265923,0.01043839750941495
8,,5.421150510745919,0.017904197018163398,0.2256482872963166,0.010284798053680022
9,,5.419166809809845,0.01736410788581584,0.2251870237019163,0.01030019786514713
10,,5.41761058586712,0.016661398567748082,0.2248492524362967,0.010347593201016587
11,,5.416204301372431,0.016214871645108996,0.22433591775540407,0.010257702805548195
12,,5.41521824740223,0.01620842539140485,0.22399309850654273,0.01011157151903106
13,,5.413941807093258,0.016034807910535416,0.22361572668375027,0.010100998379659859
14,,5.412836063735045,0.015742018365823996,0.22316758752670982,0.010021633301820388
15,,5.411621105618602,0.015605148300272056,0.22278145201392038,0.009937500562921132
16,,5.410768869425293,0.015324617145505166,0.2226080664318536,0.009883679404525106
17,,5.409913114718353,0.015458467411820422,0.22222651771224236,0.009883217577126334
18,,5.4091303962172725,0.015375392968607482,0.22192560932322394,0.00982991814516817
19,,5.408465853880021,0.015252034362133148,0.2216296393921683,0.009661855604265504
20,,5.407858066808195,0.01506413928124982,0.22141219081160174,0.009703532041862065
21,,5.40732793423983,0.01506394756571069,0.2211739046090192,0.009712267911246414
22,,5.406742556980832,0.015195751090563965,0.22093970809370242,0.009814455467890369
23,,5.406333028691853,0.015268787403322633,0.2207377006755999,0.00987937039086635
24,,5.4058923593093136,0.015137526739564375,0.22049942645887646,0.009745047563573037
25,,5.405509402023082,0.015007348759367024,0.22031045411250158,0.009693954687004453
26,,5.404976323979785,0.015042530521806489,0.2201734367096256,0.009703816434402133
27,,5.404395979044198,0.015066628035504823,0.21988360380020638,0.00965942680555036
28,,5.404043473592634,0.015066220283483795,0.21979748417405495,0.009682474111825075
29,,5.403638698248765,0.015013504810677142,0.2196427543909043,0.009705716435103822
30,,5.403246841401182,0.01494790504905665,0.2195471350841617,0.00978276323879231
31,,5.402959472827736,0.015040265281848465,0.21934890920300293,0.009746265048626045
32,,5.40269775567922,0.014937942317175991,0.21923540651668072,0.00973798240609291
33,,5.402308622604764,0.015103336412721184,0.21914593343238323,0.009767111833977925
34,,5.4019157428407105,0.015353912839852235,0.21897636723963568,0.00975684875944
35,,5.401593503547736,0.015391325229256164,0.21883010132672706,0.009764933745535971
36,,5.401028787439792,0.015459016893944173,0.21870816582037042,0.00983760734851152
37,,5.400731111244081,0.015585628461960528,0.21863796077038375,0.009890195570963697
38,,5.400402825346335,0.015604632942643479,0.21851441560451534,0.009860310419357952
39,,5.4000361171513545,0.015798628272909756,0.2183738508017477,0.009830682696846312
40,,5.399573857621313,0.015877780748127745,0.21829848648369285,0.00978468408363051
41,,5.3993026981047585,0.015807825762222373,0.2181775439247448,0.009745129234314219
