,n,xray_0_mean,xray_0_std,rmsd_0_mean,rmsd_0_std
1,,5.5129199444170265,0.016520159145610315,0.25282072013496587,0.012158615664609167
2,,5.503590600774209,0.014336937594207294,0.24938971785691275,0.011533021213497315
3,,5.498259313851333,0.013491263458898143,0.24815223944513046,0.011105955011842833
4,,5.495213821581783,0.012690185370505518,0.24734345556233986,0.010972218593135607
5,,5.4930325319581135,0.012093305948880965,0.24683898939301804,0.010882211033267782
6,,5.4910798052736824,0.012000775967377328,0.24626178848250838,0.010715357126377154
7,,5.489641627654565,0.011659790688226679,0.24580771926999317,0.010569713429866706
8,,5.488383127956347,0.011253868583560452,0.2458765755531596,0.01063073728769639
9,,5.487278720105484,0.011074401513279911,0.24575934277877426,0.010718809980498787
10,,5.486533366021519,0.010874933803748625,0.2455915337543725,0.010737548809657608
11,,5.485716034157034,0.010819263214910923,0.24544630648829133,0.010854386296828769
12,,5.484905201033852,0.010815592698671357,0.24531696700236152,0.010746125810957106
13,,5.484230699969549,0.010684352920165681,0.24495997876485487,0.010643380817012556
14,,5.483444735692256,0.010637069016620699,0.24481178410709525,0.010679413970176748
15,,5.48284496587861,0.010524686657043042,0.2445985102038777,0.010702789252446688
16,,5.482409380234051,0.010352389091036586,0.24462205727401135,0.010602120071514913
17,,5.481977020419828,0.01031045318058665,0.24433527682182013,0.010562726539699288
18,,5.48164823007474,0.010206506742249693,0.24427986595445683,0.010548095539303977
19,,5.481160405386784,0.01014661844719058,0.24413153675159746,0.010512066608880476
20,,5.4807918571243865,0.010049049731019142,0.24417431432587047,0.010493790549886133
21,,5.480485702182204,0.010033008290048077,0.24407944268688805,0.010502459624523557
22,,5.4800186651342155,0.010068417089644375,0.24395364191422414,0.010575517420821441
23,,5.479762221295904,0.01007540429356374,0.24396418847688944,0.010614655505784578
24,,5.479462030383918,0.009999932693640346,0.2437932552334734,0.01053810391601645
25,,5.479147521376251,0.010031579467449758,0.2438439934104706,0.010588300964440456
26,,5.478870260536674,0.010001768384143963,0.24365896859911,0.010546127035849884
27,,5.478626077708771,0.010033718054907872,0.24344678775589398,0.010510205803671553
28,,5.478320385368104,0.00999292447571027,0.24334207193365012,0.010362972560139487
29,,5.478043101314336,0.009934858708563189,0.24305981473471738,0.01021246555254467
30,,5.477723475898278,0.009888036886091687,0.24284862119928366,0.010121448488793325
31,,5.477463564850695,0.009881707534151858,0.24272533740200386,0.010087504160674877
32,,5.4771875672116215,0.009839142724216704,0.24258959353157072,0.010086276512536034
33,,5.476979224296701,0.009826753845592536,0.24249939426636452,0.010030500397391617
34,,5.4766776093372,0.009763745733890647,0.2424072352687605,0.00998251959670836
35,,5.476366589352278,0.009760656072032095,0.24242721986500024,0.010059467998300329
36,,5.476225117064616,0.00975053667063204,0.24233469303683552,0.010038010126286093
37,,5.4759971458064545,0.00972298673907646,0.2422070275127563,0.009984632106967655
38,,5.475841069594836,0.009723783579365354,0.24222043279328526,0.009973732897186385
39,,5.47566888683714,0.009678352754335085,0.24210473985515665,0.009911999882569893
40,,5.4753573903351915,0.009612828735059382,0.2419881587729552,0.00984161062665634
41,,5.475128233999617,0.009692832378741807,0.24192671095552407,0.009837265236793593
42,,5.474899790716044,0.009700429148563441,0.24177744372214047,0.009761906948515232
43,,5.474725577930426,0.009689187044952488,0.24165200471956744,0.009708348766341105
44,,5.474604433532468,0.009665729548403163,0.2415749262860885,0.0097171268882609
45,,5.4743962397197965,0.009615652275677478,0.24144142819611322,0.009626971853330599
46,,5.474162725366265,0.009561228239313118,0.2412726681154168,0.009561094840112475
47,,5.473994564022233,0.009549544458611996,0.24132856538844377,0.009544354854386764
48,,5.473869403806969,0.009549359888352687,0.2412920990055168,0.009464109480583915
49,,5.47368642960742,0.009602482360676519,0.24132333030732775,0.009450882643216077
50,,5.47353662789718,0.009598404282588282,0.24129253958420135,0.009395388851592681
51,,5.4734380806196015,0.009618950138837358,0.2413414775530419,0.009389838733345462
52,,5.473294622911281,0.00958234803169625,0.2412276322977523,0.009248078901190181
53,,5.473169695779336,0.009580780467707948,0.24117978433946666,0.00925268918775898
54,,5.472987280841391,0.009490075008479648,0.2412018418815465,0.009268624230261103
55,,5.472876719401317,0.009463655145162375,0.2411351032692145,0.009261284577542477
56,,5.4726987341254665,0.009414451908577525,0.2410363692981108,0.009244708339355775
57,,5.472496234172554,0.009344627510191593,0.24092579364241867,0.009225754735338314
58,,5.472047132210071,0.00935085273976913,0.24079920552459447,0.008943538063799038
59,,5.472289386636183,0.009287105389667745,0.24085047228499468,0.009227172009765859
60,,5.472206128362272,0.00924832095722944,0.2407698365467157,0.009220945100002993
61,,5.47156936198571,0.009252051913977457,0.24049293899487587,0.008838844677154916
62,,5.471957453558643,0.009247645083038478,0.2407007438474367,0.00916230705352715
63,,5.471850035513065,0.00919324655033254,0.240592668629829,0.009107437218299616
64,,5.47172625179488,0.009166430236032993,0.2405769250293279,0.009083457967069691
65,,5.471635884945383,0.009149574631451619,0.24051796806762338,0.009075580836126472
66,,5.470914769847162,0.009103969126923066,0.24010058194549636,0.008608780287615537
67,,5.471308247322058,0.009110799378849272,0.24030708617073626,0.009046972927039775
68,,5.4711850114145175,0.009055959536887538,0.24023900002695947,0.009016743848271036
