,rmsd_0,pdb,ff,xray_0,r_free_0
0,0.2002865144928311,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/0/output_39/pdbs/639.pdb,12319.051992004135,5.460765824800234,0.2347141564838762
1,0.1730805740854794,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/1/output_757/pdbs/220.pdb,15011.932946889076,6.05243663312476,0.3226325860130452
2,0.2055645005026918,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/2/output_644/pdbs/604.pdb,12268.94182311144,5.449672574878568,0.2278423972147871
3,0.2058741241589406,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/3/output_652/pdbs/664.pdb,12116.379931718498,5.470788725055871,0.2319603494083557
4,0.1895087641856467,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/4/output_695/pdbs/629.pdb,12690.533960751623,5.359866221862674,0.1903195048812984
5,0.1767409478836142,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/5/output_70/pdbs/252.pdb,15045.888006460247,5.177507660505624,0.1403682607764886
6,0.216705975624964,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/6/output_102/pdbs/750.pdb,12227.758045870589,5.534613473291648,0.2500536045968097
7,0.1946791497439115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/7/output_703/pdbs/287.pdb,12315.180933257168,5.392109498867304,0.2038559072679221
8,0.1966876681709288,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/8/output_711/pdbs/332.pdb,12398.859447318937,5.455954447949237,0.2223247818633676
9,0.1883183187558746,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/123_natives_2_state/9/output_208/pdbs/169.pdb,15023.736593170008,5.308138951499561,0.169916157387624
