,xray_0,r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/169.pdb,3.348095956413628,0.2274719507168235
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/168.pdb,3.352469072987056,0.2281289104496406
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/158.pdb,3.353010361537832,0.2243455804034001
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/158.pdb,3.3534940895445766,0.2135642873397005
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/170.pdb,3.3537118413033675,0.2340901022356232
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/165.pdb,3.3552970892978484,0.2312573395684569
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/159.pdb,3.356124566805768,0.2162618968229704
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/157.pdb,3.3569985028452525,0.2152149752817569
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/159.pdb,3.3574982971575227,0.2277354799474009
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/164.pdb,3.357919122190322,0.2334194624038281
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/159.pdb,3.358219306828666,0.2202649298508017
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/167.pdb,3.3585239482810603,0.2324782829260363
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/160.pdb,3.3608557811952995,0.2161171925828493
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/157.pdb,3.3620133566158885,0.2260492446779077
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/166.pdb,3.3622019132268712,0.2300786784667991
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/156.pdb,3.362229117363736,0.2108797732266332
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/160.pdb,3.3629275492433863,0.2283754261665676
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/158.pdb,3.364411333893931,0.2271744855976922
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/156.pdb,3.3657489527686413,0.2246644787318505
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/160.pdb,3.3657827821478707,0.2192955965311563
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/155.pdb,3.367474567704604,0.2245562885379502
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/163.pdb,3.3704884395623336,0.2335143368750482
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/180.pdb,3.370924152684927,0.2381086131876006
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_1/pdbs/161.pdb,3.371484574150198,0.2368953596837038
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/155.pdb,3.3718522241407456,0.2101372437950742
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_460/pdbs/154.pdb,3.3719505053308643,0.2132136567899037
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/98_sa_2/1324229/output_38/pdbs/153.pdb,3.372230008936278,0.2269316493298717
