,N,J,w_xray,r_free_7mhf,rmsd,r_work_7mhf,xray_7mhf,r_free_7mhg,r_work_7mhg,xray_7mhg,ff,pdb,w_0_7mhf,w_0_7mhg,w_1_7mhf,w_1_7mhg,cif_0,cif_1,r_free_7mhh,r_work_7mhh,xray_7mhh,w_0_7mhh,w_1_7mhh,r_free_7mhi,r_work_7mhi,xray_7mhi,w_0_7mhi,w_1_7mhi,r_free_7mhj,r_work_7mhj,xray_7mhj,w_0_7mhj,w_1_7mhj,r_free_7mhk,r_work_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhk
0,2.0,2.0,0.5,0.3762143022613572,2.6706454481320114,0.3654515431477952,5.639040077772293,,,,4078.864739031375,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/0/output_626/pdbs/380_7mhf.pdb,0.4438941813999614,0.4227382041156428,0.5561058186000386,0.5772617958843572,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
1,2.0,2.0,0.5,,2.6706454481320114,,,0.3783062676472857,0.3469670479534523,5.489288424585331,3421.47289632864,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/0/output_626/pdbs/380_7mhg.pdb,0.4438941813999614,0.4227382041156428,0.5561058186000386,0.5772617958843572,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
2,2.0,2.0,0.5,0.3880812871731651,7.284708161298694,0.38346663444118,5.681781984570676,,,,3062.507988271619,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/1/output_511/pdbs/320_7mhf.pdb,0.4625440565549836,,0.5374559434450163,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,,,,0.3072526711119097,0.6927473288880902,,,,,,,,,,,,,,,
3,2.0,2.0,0.5,,0.894313722679707,,,,,,2498.0523501484686,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/1/output_550/pdbs/258_7mhh.pdb,0.310538502230142,,0.689461497769858,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,0.2571640276866414,0.1887616789203552,5.711002268628569,0.8088170764437362,0.1911829235562637,,,,,,,,,,,,,,,
4,2.0,2.0,0.5,0.38258944224544,4.202784109264073,0.3753710087137721,5.677374264401526,,,,3550.331490663767,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/2/output_291/pdbs/470_7mhf.pdb,0.3836160706625653,,0.6163839293374347,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,,,,0.997361255989568,0.002638744010432,,,,,,,,,,
5,2.0,2.0,0.5,,2.4822651473939485,,,,,,2451.6397171374183,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/2/output_152/pdbs/318_7mhi.pdb,0.4573779127660433,,0.5426220872339568,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,0.2466706202193409,0.2018826394298245,5.1602616282105975,0.6724542522938304,0.3275457477061697,,,,,,,,,,
6,2.0,2.0,0.5,0.3873279400736613,0.5220373130674791,0.3684380840647095,5.653118515493259,,,,3933.4886911820217,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/3/output_357/pdbs/117_7mhf.pdb,0.5577406805607684,,0.4422593194392316,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,,,,0.8939085620442114,0.1060914379557886,,,,,
7,2.0,2.0,0.5,,3.079617467480881,,,,,,2840.320869584485,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/3/output_752/pdbs/229_7mhj.pdb,0.4778852238649102,,0.5221147761350898,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,0.2536969909181094,0.2025180604717474,5.243552076155479,0.5320636232332793,0.4679363767667207,,,,,
8,2.0,2.0,0.5,0.3860410099106293,5.759137120173374,0.3699699773980401,5.662381712055522,,,,3391.388363733545,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/4/output_256/pdbs/498_7mhf.pdb,0.4731081226337442,,0.5268918773662559,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,,,,0.8896624780815059,0.110337521918494
9,2.0,2.0,0.5,,3.007635794201971,,,,,,2399.579371447618,/wynton/group/sali/mhancock/xray/sample_bench/out/280_exp_all_2_phenix_ref/4/output_149/pdbs/334_7mhk.pdb,0.4435565950717472,,0.5564434049282528,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,0.284186163455959,0.2376644093004562,5.225479453839167,0.6990881541751945,0.3009118458248054
