,avg_min_r_free,min_r_free,avg_r_free
0,0.5301766436247742,0.5110537137688546,0.5735478876409819
1,0.4858065867275508,0.4466694356527701,0.557009982545053
2,0.41037868890278434,0.3702866147211092,0.45572984962701457
3,0.36040035205386667,0.3366747850348431,0.3931989740242134
4,0.3409482605508314,0.3262626946572472,0.3715301802373185
5,0.3305763932479334,0.3126868766502867,0.35806852640917
6,0.32557821273818704,0.3098222667362338,0.35123443625976813
7,0.32295756188635805,0.3152846469624449,0.34764446576604324
8,0.31963126258882374,0.306154438316719,0.344074899689261
9,0.3191199407533979,0.3076817420762144,0.3426308265133131
10,0.31707606276542116,0.3094610401332369,0.3402811386436519
11,0.31525664334739273,0.3065939898507287,0.3389924593992482
12,0.3143723159415689,0.3060098571708398,0.33635016271488133
13,0.31396551247440446,0.3022533395690296,0.3362246452180243
14,0.3145537974633857,0.298649923902023,0.3356221247857892
15,0.31321200745362615,0.3040932553114028,0.33367916650035906
16,0.3133921635925874,0.3032411176693757,0.33331156445054233
17,0.31376452444113817,0.3045386390591211,0.33311993440989246
18,0.31483545038506383,0.3063855078332089,0.33309270938560326
19,0.31326223998019365,0.2989036025942628,0.3323046391216006
20,0.31412644949643975,0.3025323365207163,0.3322725930977776
21,0.31369481463307536,0.3054254718532919,0.3318300873531142
22,0.3137839135942724,0.2976795672275893,0.3311128585568041
23,0.3147335506573378,0.3064498586069205,0.3318365194175585
24,0.3137893716528387,0.3049165200299576,0.3305668747366363
25,0.3138797937815563,0.3051118546044436,0.3309325338623032
26,0.3143250917136334,0.3017752431797401,0.3309065640709202
27,0.31464490176234694,0.3066062570091035,0.33092659332081553
28,0.3138798971934354,0.3052006719504316,0.3301154405406538
29,0.31484690979353125,0.3083457870246346,0.3303571174611667
30,0.31483806365578565,0.304048793078764,0.33063938307083146
31,0.3160475039824508,0.3056389201768391,0.3308814642514887
32,0.3151712458561662,0.3065397299383508,0.3303399316998324
33,0.3152941939943289,0.308243321418945,0.330183695858537
34,0.31596303765316147,0.3106863227132697,0.3311584317934704
35,0.31635235079205487,0.3100022465603213,0.3309933229225152
36,0.31611784035666834,0.308183701705111,0.33082706237918225
37,0.3164285425455955,0.3065770413583485,0.3312663891277198
38,0.3166688906439987,0.3092192945132354,0.33077885500522614
39,0.3165850789620887,0.3104038656381254,0.33076032099098235
40,0.317754645344653,0.3085261551560491,0.3316366327610002
41,0.3179803815471103,0.3115353368869157,0.33186650832689624
42,0.317340062183709,0.3102755857011671,0.33143543773547846
43,0.31648184491076864,0.3093360650683347,0.33039365796676995
44,0.31799407202325036,0.3114781976598386,0.33158835359608946
45,0.31758270412203576,0.3108271161202144,0.33143609962247617
46,0.3182879895661954,0.3121936480395119,0.33170076691255024
47,0.31748933979196897,0.3108464241332984,0.3307664661084302
48,0.3170897369638805,0.3095677988292187,0.33070749574364544
49,0.3178954798996709,0.3099709749171206,0.3311921345867347
50,0.5387068150623644,0.5214258713441762,0.5790239858942658
51,0.31986959244837626,0.3076508369441835,0.34403878803890364
52,0.3143796362395015,0.306487440656069,0.3337177024904856
53,0.31527446915141555,0.3066920487013598,0.33212243671770014
54,0.315596065281142,0.3095859893751063,0.33109009136415374
55,0.3167604541473401,0.3091897873912557,0.33134118395907947
56,0.3170963871203296,0.3061506575340854,0.33125209467560446
57,0.3187105592913922,0.3096804776426977,0.3322665958063446
58,0.3210089096035589,0.3145214465857921,0.3336377563303705
59,0.32253655392713254,0.3122430927142817,0.33426413181276265
60,0.3464428119766225,0.3319957199638215,0.3542322833281803
61,0.5211844612020853,0.4067805979350994,0.5828207011446889
62,0.5157544785093097,0.4050374968837478,0.5797843400817844
63,0.5184602776407621,0.3981279435715442,0.5823428353555558
64,0.5254895369382071,0.4253253062576601,0.5826317525045522
65,0.5298568341997887,0.5182370443076516,0.5829392247263402
66,0.5283722610421626,0.5225404818209121,0.5831026018836674
67,0.5284197474291205,0.5162945530997274,0.5829765056913965
68,0.5251078260249026,0.4235386168579036,0.582845175796741
69,0.5295971158939222,0.5097673071057235,0.5829858458130798
70,0.5183916718483563,0.4189170052174044,0.5813100869858241
71,0.5287055184785275,0.5167186616116356,0.5830398905844034
72,0.51902717590409,0.4265962589950186,0.5767390939740087
73,0.5183808368279454,0.4243308336713846,0.5778814564801782
74,0.5265152914242139,0.4985651700216982,0.5832068023990838
75,0.5294053580458812,0.5108557830224643,0.583104956938723
76,0.52292637102876,0.4221630633206303,0.5826870153903188
77,0.5291112007082825,0.518317920834677,0.5831863711855085
78,0.5231928374458259,0.415741777148981,0.5825475797554499
79,0.5287467326433501,0.5191769258252039,0.5831115143324652
80,0.5253210602147659,0.4230377129836571,0.581682534088534
