,n,xray_0_mean,xray_0_std,rmsd_mean,rmsd_std,rmsd_avg_mean,rmsd_avg_std,r_free_0_mean,r_free_0_std
593,,5.429397130091883,0.026594289060753028,0.06067254194908463,0.007475035746481747,0.676261300722133,0.06250738092194572,0.25573789016266957,0.006980624155340492
594,,5.429493001377932,0.02665449390679199,0.06066243463327786,0.006895638811042999,0.6771261812506932,0.06258672576717308,0.2557544689779844,0.006983260381043625
595,,5.4294376635333705,0.026654519181602065,0.06066758779577197,0.006894840986915081,0.6769741611711507,0.0625719949695885,0.2557368418582434,0.006981816184482246
596,,5.429035776154329,0.026195358880997614,0.0605274848333569,0.005562118879829402,0.6760713812831795,0.06266095033476715,0.25566126324527205,0.0069085334408078855
597,,5.428977454911559,0.026192162641759473,0.06053452286939393,0.005560298084782579,0.6759458317617186,0.06266309444947978,0.2556429314676048,0.00690614539979472
598,,5.4288493764120815,0.026007166882670536,0.06053355495211962,0.005553763881958181,0.6757157341452087,0.06248154697508972,0.2556137432841395,0.006868263637315579
599,,5.428771061484687,0.025906759362709995,0.06053009410112015,0.005549045487083443,0.6755737136008104,0.06242105528301377,0.2555916255559374,0.006840726956711916
600,,5.429463336902518,0.026306967711396373,0.06072844145509204,0.007443249059565791,0.6771726850244545,0.06169631652783667,0.2558098180119522,0.006990325743637356
601,,5.42861062222348,0.025816835961061123,0.060542893359833545,0.005545474595164472,0.675181596369614,0.06226063724587222,0.2555493008611922,0.006826170534734222
602,,5.428954024040144,0.026188062420317043,0.0606404231917015,0.0062553472717884985,0.675922050536462,0.061851843452211154,0.25562911635891383,0.00691995004134541
603,,5.428458955940326,0.0256407880477349,0.06055672448760688,0.005539041259785517,0.6748169892495626,0.061859965947737565,0.25550829911141465,0.006793155173029735
604,,5.428418086179675,0.025636171051081742,0.060562673093993526,0.005537151674664328,0.6747509366073097,0.061873193933390906,0.25549560815435224,0.006790788172183524
605,,5.428731403940954,0.02582330265753526,0.060644302816256754,0.0062349613051525645,0.675618639890227,0.06158057348485592,0.25558084148530147,0.00684907406758655
606,,5.427788934569702,0.025278351547607412,0.06052327655751255,0.00473858262956034,0.6729468695291791,0.06122182016478113,0.25533565356856397,0.00674957824723065
607,,5.428316186435653,0.02558088066454511,0.06068808988829252,0.006874366349149408,0.6740342396793135,0.061148793852363506,0.25545969934025914,0.006778035754974406
608,,5.42904805006221,0.025906004487606063,0.060761684479606844,0.007433933702505005,0.6763541721339966,0.06125550485421816,0.25570215695910553,0.0068971336846606725
609,,5.428147694635592,0.025410645011308828,0.060507074071589485,0.004728425918191717,0.6741419859827585,0.061655098932064493,0.2554213692930002,0.006747185450552809
610,,5.427658303126838,0.025184249209201103,0.06054142576279872,0.004728864680609863,0.672746348687281,0.06112167675000202,0.25530271158514584,0.006732719694068724
611,,5.42803300786601,0.025366722497116457,0.06051753208964082,0.004724834885873612,0.6738367643661038,0.06154354704381437,0.25538868049740276,0.006738045673216275
612,,5.428264317749043,0.02548185150416507,0.06068257967629846,0.006224013421824318,0.6746531302584546,0.06113729112591209,0.25546517042458877,0.0067979794011450234
613,,5.4273659144019994,0.024797364093296893,0.06057815711102834,0.004713379994846457,0.6720035905393241,0.06010984294954092,0.25523289502570523,0.006675936821409889
614,,5.428146647581253,0.025436157192528324,0.06069492256789273,0.006220086853206754,0.6743743791998814,0.06104796181775717,0.25543177697106506,0.006788394666694557
615,,5.427819362207398,0.025114201635818602,0.060606627061186864,0.005514243537779819,0.673419310938726,0.061022510560060736,0.25533700911577806,0.006689025993522219
616,,5.427207971700988,0.0246678636604769,0.060580949540471524,0.004707789927050074,0.6716833326376196,0.060030295152056504,0.25518658965533475,0.006641405449343437
617,,5.427090301533199,0.024615609547218902,0.060593292432065786,0.004702864255229876,0.6714045815790465,0.059925503280904666,0.25515319620181104,0.006630191475895878
618,,5.428398012799243,0.025394529789862792,0.060802725926227645,0.007412287273368941,0.6749916710830047,0.060643226430778775,0.25553090927454136,0.006792587083472386
619,,5.427913418993363,0.025337051280117432,0.060713964418750606,0.006215634606560537,0.6737707450099347,0.060838472695745854,0.2553661843359741,0.006769708393888764
620,,5.426863424554231,0.02448783998442651,0.060604201638898236,0.004694023955511307,0.6708659976752286,0.05977803165598656,0.2550838379349911,0.006591233280292319
621,,5.427347396176959,0.024747451728492326,0.060658009698473986,0.005494276374030786,0.6725164415996312,0.060472892568785346,0.2552095007477463,0.0066197439173202475
622,,5.427761481019654,0.025232600303392617,0.06073132886844238,0.006209327957108421,0.6735175363321912,0.06074070308614176,0.2553273864880548,0.006751985455499455
623,,5.4273925729365455,0.024589622584389063,0.06067005114415185,0.006217362410012273,0.6722276093685975,0.059981948104765134,0.2552240379562469,0.006588546657902844
624,,5.426441122447334,0.024080735076511157,0.060646006927477805,0.004672693530734389,0.6699417788032089,0.059014134714995684,0.2549739149855814,0.006518020362595056
625,,5.427042920269578,0.024435066146911488,0.06068544621715141,0.005483374990994913,0.6718789642871175,0.059931813812141105,0.25513019076407956,0.006564495530211457
626,,5.427500438336306,0.024881962277288533,0.06067200156421533,0.005502831546417663,0.6730985847971683,0.06049085119672549,0.2552675057081402,0.006696070764331533
627,,5.427694501861619,0.024543944394802425,0.060823375814870004,0.0073837759143455745,0.6736229520482845,0.05992345425991986,0.255341351955379,0.006582775829188263
628,,5.426922266703582,0.024378841247154462,0.0606996739822886,0.005477883280686766,0.6716266837866259,0.05985000199058148,0.2550960926526295,0.006552076086832604
629,,5.427424307233575,0.024245325921458265,0.060837876785446394,0.007373497921530321,0.6730798955945052,0.059564458741470254,0.2552749902837433,0.006525022562350478
630,,5.4268618900963155,0.02429606230636599,0.060703245657366,0.005475107810621833,0.671445830233862,0.05966101112238715,0.2550843010785839,0.006540808431506899
631,,5.427204611080086,0.024574223747083655,0.06063613712492238,0.004681569070345731,0.6725477647183938,0.06011442572562382,0.2551988551205508,0.006654113012766782
632,,5.42732051866315,0.024051926443938006,0.06083580875022353,0.007368004385374361,0.6728760152557589,0.05934077493267194,0.25525236262270534,0.006485217637500671
633,,5.427143306439109,0.02456384146206122,0.06064506003450235,0.004678060615614365,0.6724486857550148,0.06013107644118024,0.2551798186849572,0.006649593067405373
634,,5.425920374884747,0.023473339739089934,0.06068002053301283,0.004642684923109678,0.6690933695934164,0.0584142793962608,0.25483394025492034,0.00638675907671211
