,n,rmsd_avg_mean,rmsd_avg_std
1,,0.9943693558795573,0.14171526996444123
2,,0.9166863892724295,0.1038172742995045
3,,0.8826976973400579,0.08681587118524267
4,,0.8581257955492513,0.07736468553272555
5,,0.8441782963932719,0.07231516637387747
6,,0.8313417504141914,0.06859873777041418
7,,0.8214441269507088,0.06516250198014464
8,,0.8130889531028832,0.0633552485935263
9,,0.8057289144753091,0.06107043969366939
10,,0.8000529440766426,0.059340186237144044
11,,0.7952580458740048,0.05778823692854521
12,,0.7908414690916791,0.05639514520867724
13,,0.786887079769481,0.05513119238484866
14,,0.7829897521446246,0.05410570850271389
15,,0.7797022887186101,0.05318500846167903
16,,0.7766769720625423,0.05280556562999799
17,,0.773876195728258,0.05208957129733146
18,,0.7714108408068896,0.051873494301301525
19,,0.7692296597699402,0.05150074635512352
20,,0.7668554167762399,0.05078197321752106
21,,0.7650201977963699,0.04995508594899803
22,,0.7632760425985637,0.04975135363826922
23,,0.7612618943850263,0.049214294156130094
24,,0.7598006463406914,0.04883157266759403
25,,0.757842767849125,0.047934478608434535
26,,0.756272276796131,0.04773777965193577
27,,0.7549451372834205,0.04741629778864188
28,,0.7531814576405331,0.047253445213531385
29,,0.7519660149768863,0.046915949948340606
30,,0.7506677688776522,0.04630809714219188
31,,0.7494371351650251,0.04565177939864843
32,,0.7480998956581624,0.04539599344787664
33,,0.746927667663327,0.045046190661368425
34,,0.7460603024610588,0.044877353768955276
35,,0.7448794921424307,0.04486227406184296
36,,0.743465769748368,0.04438708860622653
37,,0.7423985647533682,0.044263325217302064
38,,0.7414905713390174,0.04405095676957312
39,,0.7406604126708859,0.04398079734813697
40,,0.739659900573255,0.043859429337181795
41,,0.7385373307287493,0.04357612370930517
42,,0.7376868269691451,0.04358923399491921
43,,0.7364968577904152,0.043605536876482644
44,,0.7352992361275833,0.04330892447847072
45,,0.7343106263889667,0.04331950557072056
46,,0.7333671656115576,0.043288365166385075
47,,0.7325760246758652,0.04307862277124699
48,,0.7318224760324342,0.042945278565864685
49,,0.7313190695655174,0.04388191197682421
50,,0.7302446439023282,0.04390653352566316
51,,0.729808274079108,0.043742973403649826
52,,0.7293334028898751,0.043622661382228596
53,,0.7287192625185305,0.04345666509709759
54,,0.7279419682417501,0.04317128990926811
55,,0.7275016498972428,0.04310260678956814
56,,0.7267701759144928,0.04297253114297417
57,,0.7260743129118453,0.04301348913619353
58,,0.725441958577694,0.04296874398886828
59,,0.7247030333883103,0.042644843113196565
60,,0.7239301683275151,0.042546840391764734
61,,0.7235625272331688,0.04264154232467033
62,,0.7228857669952753,0.04268096774840859
63,,0.7221999972749605,0.042491451369578284
64,,0.7216980905024764,0.042438796238959166
65,,0.7210692993171904,0.042400701823708996
66,,0.7207578157161376,0.04231496343967552
67,,0.7203475368767643,0.0422707879656779
68,,0.7196819194750268,0.04235774801172305
69,,0.719307178555264,0.0421946089845831
70,,0.718730726576133,0.04213210853955899
71,,0.7184026292053114,0.04208820459810341
72,,0.7178501281147971,0.04180201112488324
73,,0.7172698766386926,0.04172755746136477
74,,0.7169041808297074,0.04160794907632272
75,,0.7163257888342399,0.04149004505307164
76,,0.7158384120187974,0.04145517102405643
77,,0.7153832275257003,0.04125676690747782
78,,0.7151370531397244,0.04111364230542912
79,,0.7146742713151762,0.041185175253147265
80,,0.7142951282103015,0.041195941131633225
81,,0.7136257424572683,0.04130447819852911
82,,0.7132519985344555,0.04122336461009673
83,,0.7128767381641284,0.041123601856579546
84,,0.7124528865241684,0.041182106421323514
85,,0.7119854893965732,0.04113164935999251
86,,0.7116444774602936,0.04119675204277433
87,,0.7111401086786837,0.041106524967361405
88,,0.7107565867329267,0.04104526486451652
89,,0.7103535118723656,0.040986498568983405
90,,0.7099875746963634,0.04104077960897782
91,,0.70961503813658,0.04093353421256081
92,,0.7091577515027824,0.04068820714569188
93,,0.7088801435762094,0.04065228877314735
94,,0.708477994054341,0.040515087122355894
95,,0.7080398533855314,0.040432659344288024
96,,0.7075112688403984,0.040452322869781496
97,,0.7079341785760855,0.040183186991936445
98,,0.7076400682375068,0.04007664575270264
99,,0.707166393353139,0.040082393719628136
100,,0.706904743627654,0.039946185209656225
101,,0.7065272386169468,0.039888970693774034
102,,0.7060952684495873,0.039822788481483164
103,,0.7058087051857802,0.03965151688298929
104,,0.7055723869683098,0.039607392378431056
105,,0.7053057798376257,0.039468531727117125
106,,0.7048887068500735,0.03955030442439709
107,,0.7045383541074074,0.03943013972568362
108,,0.704279859336503,0.03943277431228179
109,,0.704073568367194,0.03943706443481421
110,,0.7037499623947169,0.039315473717521136
111,,0.7033425093248513,0.03925616652663409
112,,0.7028652447842886,0.03916079251610423
113,,0.7022168325141483,0.03918983059850145
114,,0.7018863367877695,0.03921421872268267
115,,0.7016689724498776,0.03914700057239879
116,,0.7014348425561135,0.03916705943759253
117,,0.7010578189350004,0.0391638795098475
118,,0.7006125328122849,0.039035152457791766
119,,0.7004801615688093,0.038935472027883326
120,,0.7000933378591052,0.038967687665650313
121,,0.6996810067556614,0.03902027928248259
122,,0.6994474588367432,0.03903219052646468
123,,0.6989810526768205,0.03893680350656494
124,,0.6986488642920189,0.038939995739709514
125,,0.6983401414334205,0.0388618094735616
126,,0.6979584656237211,0.03892210827852942
127,,0.6977219271424966,0.038867631622604044
128,,0.6975814353287647,0.0388178539664094
129,,0.6973468424598259,0.038794019552640016
130,,0.6971317563972383,0.038721095711514934
131,,0.6968894636408742,0.03868739936045505
