,xray_0_min_0,xray_0_min_0_pdb,xray_0_min_0_rmsd,xray_0_min_0_rmsd_avg,xray_0_min_0_r_free_0
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_0/log.csv,5.985375822007624,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_0/pdbs/237.pdb,0.3765817783328832,1.1907464322001111,0.4639856540637019
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_1/log.csv,5.933513487137389,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_1/pdbs/182.pdb,0.3627334550048824,1.0156198467833657,0.4347288532546116
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_2/log.csv,5.827949103067881,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_2/pdbs/336.pdb,0.0663223455931537,0.8580470499442086,0.3855975704485174
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_3/log.csv,5.945255671125246,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_3/pdbs/226.pdb,0.2973016071347777,0.9687975195659368,0.4310200755008515
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_4/log.csv,5.820148253466992,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_4/pdbs/209.pdb,0.068245584884087,0.722014208627392,0.3588936244614141
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_7/log.csv,5.923189938763615,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_7/pdbs/342.pdb,0.3599969511817567,0.9951118086125784,0.4304322409955075
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_5/log.csv,5.9212499261407805,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_5/pdbs/366.pdb,0.3580446292716668,0.9940219657060329,0.432426210040563
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_6/log.csv,5.891424998342285,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_6/pdbs/346.pdb,0.2016550655690233,0.9565426971765608,0.401556070174146
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_11/log.csv,5.97989176386802,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_11/pdbs/240.pdb,0.4202308894587748,1.177359371485698,0.457294169505166
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_12/log.csv,5.844257763691959,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_12/pdbs/228.pdb,0.257008737828113,0.932102194363156,0.4030153133800849
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_8/log.csv,6.183102145650203,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_8/pdbs/92.pdb,0.7803848199864203,1.426336572862579,0.5843534989013465
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_9/log.csv,5.837961571872244,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_9/pdbs/204.pdb,0.1192836767593171,1.0822545072461955,0.3809843939955335
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_10/log.csv,5.62393696022982,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_10/pdbs/192.pdb,0.0619396779826424,0.8121152735840075,0.3049373547060769
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_16/log.csv,6.013814015801113,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_16/pdbs/182.pdb,0.3056062489791841,1.058017691597893,0.4653212381928727
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_18/log.csv,5.954718309455249,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_18/pdbs/218.pdb,0.208819117611819,1.039725049215839,0.4413847952862869
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_15/log.csv,5.7379837245495855,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_15/pdbs/196.pdb,0.0609964008962032,0.8247532036518533,0.3463868525434047
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_17/log.csv,5.798416460547376,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_17/pdbs/209.pdb,0.2058800597321534,0.9131450951845976,0.3647883719182671
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_13/log.csv,5.977653014633863,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_13/pdbs/332.pdb,0.4318715688937968,1.1432810372259548,0.46502948606396
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_14/log.csv,6.036387029179882,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_14/pdbs/247.pdb,0.5740653732856192,1.2123913692519803,0.4717572808266199
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_19/log.csv,5.923994509886812,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_19/pdbs/175.pdb,0.4394576019510323,1.06203496717416,0.4190794929105529
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_21/log.csv,5.771927319283378,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_21/pdbs/186.pdb,0.0701848429365342,0.9928742540462324,0.3662705020439059
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_20/log.csv,5.8372008007169685,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_20/pdbs/183.pdb,0.0848943948597908,0.8791709231255523,0.3906219635379205
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_22/log.csv,5.9388837550066285,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_22/pdbs/250.pdb,0.3950593394484042,0.9559634481071196,0.4398106270176821
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_150/log.csv,5.707903870878311,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_150/pdbs/319.pdb,0.070488092193221,0.8698380403179109,0.3445053381105681
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_120/log.csv,5.897559544289647,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_120/pdbs/241.pdb,0.388412647781459,1.133096451990829,0.4216094399953865
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_133/log.csv,5.62070377469667,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_133/pdbs/260.pdb,0.0660190384392733,0.8122974633928617,0.311786830257786
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_63/log.csv,5.66623261661927,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_63/pdbs/287.pdb,0.0646363017901024,0.8276922221467752,0.3215953130716706
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_111/log.csv,6.011713472106217,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_111/pdbs/254.pdb,0.3350769746810614,1.1719181213663166,0.4708828879730116
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_149/log.csv,5.913670320879427,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_149/pdbs/295.pdb,0.2998523072261752,1.0686891041719422,0.4271736177532984
/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_108/log.csv,5.735688187081663,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/62_sb_1/142957/output_108/pdbs/283.pdb,0.1374149895950505,0.8509800379751371,0.3448343190212402
