,r_free_0,pdb,ff,w_0_0,w_0_1,w_0_2,w_1_0,w_1_1,w_1_2,w_2_0,w_2_1,w_2_2,w_3_0,w_3_1,w_3_2
0,0.2300274989057519,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/135.pdb,73444.72988809342,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
1,0.2311056514086979,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/152.pdb,72893.65567894746,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
2,0.2311993507769392,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/153.pdb,73313.35336367096,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
3,0.2312590080625455,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/137.pdb,73874.55300969687,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
4,0.2317901246867112,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/134.pdb,73634.5575662752,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
5,0.2324039841839064,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/136.pdb,73948.75183156884,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
6,0.2324736597369864,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/129.pdb,74500.62622105473,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
7,0.2325551484015431,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/52.pdb,74520.68390650161,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
8,0.2335538869938471,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/128.pdb,74115.49310829329,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
9,0.2337317741590451,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/154.pdb,73387.4290927142,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
10,0.2338592489356511,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/162.pdb,74422.95663741844,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
11,0.234047694120442,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/2/output_207/pdbs/37.pdb,72450.75954533793,0.3611115267590096,0.3147957522847998,0.4436244202814893,0.4061402652059507,0.2962071480543405,0.4083938099637106,0.1547817296868472,0.1515657252293663,0.1081751940946113,0.0779664783481925,0.2374313744314932,0.0398065756601887
