,r_free_0,pdb,ff,w_0_0,w_0_1,w_0_2
17,0.2439458685814188,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/31.pdb,5677.935914821919,1.0,1.0,1.0
18,0.244045926786646,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/23.pdb,5597.420747367168,1.0,1.0,1.0
19,0.2440634400219297,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/10.pdb,5067.386867984575,1.0,1.0,1.0
20,0.2441113636461273,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_643/pdbs/53.pdb,5798.069950011392,1.0,1.0,1.0
21,0.2441914458537329,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/54.pdb,5817.433478837292,1.0,1.0,1.0
22,0.2443126916435609,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/9.pdb,4735.226611724328,1.0,1.0,1.0
23,0.2444059425633451,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/64.pdb,5713.062702169602,1.0,1.0,1.0
24,0.244407091337359,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/274.pdb,5721.129437376698,1.0,1.0,1.0
25,0.2445088118980212,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/23.pdb,5598.55468853847,1.0,1.0,1.0
26,0.2445303469612152,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/40.pdb,5488.147842513601,1.0,1.0,1.0
27,0.2445957287229935,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_503/pdbs/24.pdb,5556.297547272596,1.0,1.0,1.0
28,0.2446179959160523,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_643/pdbs/30.pdb,5739.321729896152,1.0,1.0,1.0
29,0.244638728147217,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/48.pdb,5643.466591016128,1.0,1.0,1.0
30,0.2446411265843852,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/20.pdb,5580.804669284931,1.0,1.0,1.0
31,0.2446593334637195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/64.pdb,5785.348671389778,1.0,1.0,1.0
32,0.2447204807776152,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_719/pdbs/13.pdb,5197.843606068254,1.0,1.0,1.0
33,0.2447242485513358,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/28.pdb,5685.517730606768,1.0,1.0,1.0
34,0.2448099484293709,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/70.pdb,5771.779194151039,1.0,1.0,1.0
35,0.2448306074794428,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_727/pdbs/36.pdb,5790.800727397029,1.0,1.0,1.0
36,0.2448466567423124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/242.pdb,5720.094440529587,1.0,1.0,1.0
37,0.2448676550434861,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/206.pdb,5843.758412573819,1.0,1.0,1.0
38,0.2449001013140277,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/19.pdb,5613.570537913942,1.0,1.0,1.0
39,0.2449226807819085,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_594/pdbs/13.pdb,5143.638877845721,1.0,1.0,1.0
40,0.2449584796808406,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/37.pdb,5616.766107619711,1.0,1.0,1.0
41,0.2449997336368356,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/24.pdb,5527.594721639643,1.0,1.0,1.0
42,0.2450167140240605,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/33.pdb,5662.754904902944,1.0,1.0,1.0
43,0.2450303137450177,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/23.pdb,5506.302897311338,1.0,1.0,1.0
44,0.245083150401752,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/25.pdb,5661.579755060478,1.0,1.0,1.0
45,0.2450884978843458,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/22.pdb,5690.217026188047,1.0,1.0,1.0
46,0.2450950107005884,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_503/pdbs/12.pdb,5111.482530211008,1.0,1.0,1.0
47,0.2451058161787875,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/26.pdb,5510.189841873218,1.0,1.0,1.0
48,0.245118037409603,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/29.pdb,5535.291748484096,1.0,1.0,1.0
49,0.2451351966668253,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/27.pdb,5661.377201691959,1.0,1.0,1.0
50,0.2451524591515249,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/344.pdb,5431.559822355431,1.0,1.0,1.0
51,0.2451703708786859,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/22.pdb,5457.2092973404815,1.0,1.0,1.0
52,0.2451755782046831,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/172.pdb,5857.282701690818,1.0,1.0,1.0
53,0.2451856160960738,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_830/pdbs/30.pdb,5594.170196812353,1.0,1.0,1.0
54,0.2451865614640791,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_719/pdbs/22.pdb,5375.996606205047,1.0,1.0,1.0
55,0.2452031255443452,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_332/pdbs/415.pdb,5598.916038841468,1.0,1.0,1.0
56,0.2452183994331139,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_719/pdbs/10.pdb,4945.958080791852,1.0,1.0,1.0
57,0.245236411396124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/26.pdb,5629.030233424105,1.0,1.0,1.0
58,0.2452491571910139,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/76.pdb,5636.8478230601,1.0,1.0,1.0
59,0.2452711026608205,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_412/pdbs/10.pdb,5103.822870566087,1.0,1.0,1.0
60,0.2452824333256115,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/72.pdb,5610.872765157968,1.0,1.0,1.0
61,0.2453092312827403,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/19.pdb,5358.189199593564,1.0,1.0,1.0
62,0.2453134313829109,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/280.pdb,5667.306287726597,1.0,1.0,1.0
63,0.2453485208113475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_503/pdbs/10.pdb,5097.913468665172,1.0,1.0,1.0
64,0.2453583850092615,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/278.pdb,5468.065720368088,1.0,1.0,1.0
65,0.2453648850761339,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/233.pdb,5608.026499632213,1.0,1.0,1.0
66,0.2453977434198901,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/23.pdb,5484.658582559806,1.0,1.0,1.0
67,0.2454280693799118,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/32.pdb,5692.863232565841,1.0,1.0,1.0
68,0.2454319965009899,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/21.pdb,5406.91038848776,1.0,1.0,1.0
69,0.2454410585071683,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/277.pdb,5770.166379039634,1.0,1.0,1.0
70,0.2454489982472837,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/258.pdb,5653.220527493359,1.0,1.0,1.0
71,0.2454583143749872,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_643/pdbs/54.pdb,5753.692697074925,1.0,1.0,1.0
72,0.2454893581773846,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/39.pdb,5665.378530684243,1.0,1.0,1.0
73,0.2454909108465731,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/9.pdb,4834.904954640932,1.0,1.0,1.0
74,0.2454929075204254,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_870/pdbs/261.pdb,5803.311478454644,1.0,1.0,1.0
75,0.2455136088617903,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_830/pdbs/16.pdb,5230.138772308976,1.0,1.0,1.0
76,0.24555361502073,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1567/pdbs/17.pdb,5465.672706516192,1.0,1.0,1.0
77,0.2455690425679646,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/134.pdb,5543.26481571285,1.0,1.0,1.0
78,0.2456139576879559,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_557/pdbs/20.pdb,5554.897052563096,1.0,1.0,1.0
79,0.2456276214304198,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/243.pdb,5730.556062068476,1.0,1.0,1.0
80,0.2456312854125134,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/18.pdb,5488.703298455665,1.0,1.0,1.0
81,0.2456375137257757,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_830/pdbs/15.pdb,5096.530299657616,1.0,1.0,1.0
82,0.2456752804189292,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_557/pdbs/18.pdb,5409.919698765472,1.0,1.0,1.0
83,0.2456775779604819,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_397/pdbs/361.pdb,5654.970419484977,1.0,1.0,1.0
84,0.2456798123035609,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_727/pdbs/22.pdb,5563.325377731515,1.0,1.0,1.0
85,0.2456812658187579,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/107.pdb,5498.672044432056,1.0,1.0,1.0
86,0.2456913122427765,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_830/pdbs/18.pdb,5362.370562090518,1.0,1.0,1.0
87,0.2456969610029288,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/16.pdb,5344.095053583912,1.0,1.0,1.0
88,0.2456976582522234,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1249/pdbs/87.pdb,5767.715354172524,1.0,1.0,1.0
89,0.2457097929672648,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_643/pdbs/57.pdb,5723.862684121329,1.0,1.0,1.0
90,0.2457189368085542,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/186.pdb,5602.189476728777,1.0,1.0,1.0
91,0.2457269727624082,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/201.pdb,5776.796865792547,1.0,1.0,1.0
92,0.245731022005132,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/34.pdb,5419.353072628501,1.0,1.0,1.0
93,0.2457414619559358,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/234.pdb,5611.843754643583,1.0,1.0,1.0
94,0.2457495506056724,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/204.pdb,5532.087779363335,1.0,1.0,1.0
95,0.2457523356383038,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_715/pdbs/13.pdb,5378.820987994376,1.0,1.0,1.0
96,0.245753284198591,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/350.pdb,5596.934766489281,1.0,1.0,1.0
97,0.2457772291842707,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/19.pdb,5421.155502544574,1.0,1.0,1.0
98,0.2457865029056755,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_557/pdbs/17.pdb,5410.356632062341,1.0,1.0,1.0
99,0.2457999390903305,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_397/pdbs/433.pdb,5538.331316758711,1.0,1.0,1.0
100,0.2458250581593795,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/38.pdb,5533.4426032830615,1.0,1.0,1.0
101,0.2458398880918459,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/234.pdb,5756.837249974968,1.0,1.0,1.0
102,0.2458472940977079,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/394.pdb,5467.2733344386015,1.0,1.0,1.0
103,0.2458487548246794,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/310.pdb,5498.082621673736,1.0,1.0,1.0
104,0.2458545282718208,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/181.pdb,5462.522850902922,1.0,1.0,1.0
105,0.2458603905695216,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1567/pdbs/39.pdb,5730.383586825475,1.0,1.0,1.0
106,0.2458766852773994,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/246.pdb,5829.467981155542,1.0,1.0,1.0
107,0.2459088802247658,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/27.pdb,5889.479864881871,1.0,1.0,1.0
108,0.2459179873740671,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/40.pdb,5633.983173861014,1.0,1.0,1.0
109,0.2459248328846871,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/241.pdb,5838.25980912358,1.0,1.0,1.0
110,0.2459302210207685,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_343/pdbs/9.pdb,4890.175720388373,1.0,1.0,1.0
111,0.2459357345908143,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/275.pdb,5387.782314664712,1.0,1.0,1.0
112,0.2459613474238439,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_727/pdbs/40.pdb,5685.375922081677,1.0,1.0,1.0
113,0.2459629574603112,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/16.pdb,5370.324836535574,1.0,1.0,1.0
114,0.2459717389967742,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_397/pdbs/127.pdb,5695.615352370883,1.0,1.0,1.0
115,0.2459764175178764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/151.pdb,5588.879697311841,1.0,1.0,1.0
116,0.2459899541112059,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/38.pdb,5553.78566076889,1.0,1.0,1.0
117,0.2459948015100163,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/67.pdb,5645.755639286014,1.0,1.0,1.0
118,0.245997878947283,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/264.pdb,5912.40878677716,1.0,1.0,1.0
119,0.246019828662814,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/256.pdb,5663.032540229191,1.0,1.0,1.0
120,0.246020826851297,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/35.pdb,5825.654234106043,1.0,1.0,1.0
121,0.2460254019431697,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/132.pdb,5579.8818435614285,1.0,1.0,1.0
122,0.2460300110946786,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/212.pdb,5525.223718727102,1.0,1.0,1.0
123,0.2460317218337828,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/15.pdb,5321.3406787312815,1.0,1.0,1.0
124,0.2460328665923201,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/410.pdb,5604.007027836684,1.0,1.0,1.0
125,0.2460339768696231,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_397/pdbs/22.pdb,5716.555044553017,1.0,1.0,1.0
126,0.2460401584754155,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1249/pdbs/43.pdb,5636.985803496689,1.0,1.0,1.0
127,0.2460529805946493,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/347.pdb,5795.150883162959,1.0,1.0,1.0
128,0.2460616233106095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/66.pdb,5743.69711683448,1.0,1.0,1.0
129,0.2460637134686676,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/26.pdb,5769.919336816042,1.0,1.0,1.0
130,0.2460682461652774,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_434/pdbs/18.pdb,5492.037968371272,1.0,1.0,1.0
131,0.2460773621293306,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/26.pdb,5722.23929229004,1.0,1.0,1.0
132,0.2460784948618827,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_503/pdbs/19.pdb,5572.31381489578,1.0,1.0,1.0
133,0.2460970007753833,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/154.pdb,5866.929599783098,1.0,1.0,1.0
134,0.2461172217259416,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/24.pdb,5724.177597998579,1.0,1.0,1.0
135,0.2461209294712171,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1111/pdbs/369.pdb,5571.837050766177,1.0,1.0,1.0
136,0.2461227916368173,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_643/pdbs/58.pdb,5825.5873818865,1.0,1.0,1.0
137,0.2461257591582287,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_755/pdbs/115.pdb,5569.287138971888,1.0,1.0,1.0
138,0.2461325922713741,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/25.pdb,5625.070415439996,1.0,1.0,1.0
139,0.2461395898927197,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1549/pdbs/17.pdb,5602.842880359951,1.0,1.0,1.0
140,0.2461476979222756,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_235/pdbs/203.pdb,5774.842187278088,1.0,1.0,1.0
141,0.2461497315313048,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/198.pdb,5632.906754793549,1.0,1.0,1.0
142,0.2461564546300662,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_859/pdbs/35.pdb,5620.830112095568,1.0,1.0,1.0
143,0.2461753656663825,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_412/pdbs/24.pdb,5613.188406659335,1.0,1.0,1.0
144,0.2461783127796525,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_830/pdbs/29.pdb,5403.350965281403,1.0,1.0,1.0
145,0.2461817532981197,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_594/pdbs/11.pdb,5171.264586066238,1.0,1.0,1.0
146,0.2461818706047075,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_397/pdbs/191.pdb,5669.126021281629,1.0,1.0,1.0
147,0.2461831423975254,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/41.pdb,5658.142627947796,1.0,1.0,1.0
148,0.2462025044302026,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/92.pdb,5813.387904652607,1.0,1.0,1.0
149,0.2462031830553382,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_719/pdbs/47.pdb,5504.569654097837,1.0,1.0,1.0
150,0.2462157460698757,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/283.pdb,5724.720420067507,1.0,1.0,1.0
151,0.2462231238617202,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_669/pdbs/203.pdb,5456.540312017101,1.0,1.0,1.0
152,0.2462623817519411,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_482/pdbs/30.pdb,5586.21399035073,1.0,1.0,1.0
153,0.2462790942346815,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1641/pdbs/160.pdb,5682.676495405525,1.0,1.0,1.0
154,0.2462859456254929,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/10.pdb,5038.403167065845,1.0,1.0,1.0
155,0.2463054349109258,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_1702/pdbs/140.pdb,5522.473378975814,1.0,1.0,1.0
156,0.2463150261015882,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/162_J3_ijk/0/output_278/pdbs/22.pdb,5597.149292078402,1.0,1.0,1.0
